# Dataset Report: Modum (MOD)
# Coin Name: Modum
# Symbol: MOD
# Base Currency: BTC
# Approx Row Count: 1693
# Date Range: 2021-06-29 to 2026-02-15
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_MOD, Volume_BTC
# Note: Launched 2017. Swiss IoT/Supply chain project. Legacy data paired with BTC.
# --------------------------------------------------
Date,open,high,low,close,Volume_MOD,Volume_BTC
2021-08-08,2.581e-05,2.674e-05,2.263e-05,2.379e-05,49073.06,1.185
2021-08-09,2.379e-05,2.407e-05,2.291e-05,2.299e-05,8929.44,0.2098
2021-08-10,2.299e-05,2.5e-05,2.287e-05,2.475e-05,11424.16,0.2755
2021-08-11,2.475e-05,2.689e-05,2.307e-05,2.671e-05,41341.12,1.021
2021-08-12,2.471e-05,2.495e-05,2.435e-05,2.443e-05,3476.21,0.08548
2021-08-13,2.443e-05,2.7e-05,2.436e-05,2.639e-05,23354.39,0.6019
2021-08-14,2.639e-05,2.774e-05,2.607e-05,2.645e-05,28800.45,0.7728
2021-08-15,2.645e-05,2.661e-05,2.539e-05,2.657e-05,10654.89,0.2773
2021-08-16,2.657e-05,2.769e-05,2.581e-05,2.686e-05,11571.01,0.3097
2021-08-17,2.686e-05,2.706e-05,2.539e-05,2.552e-05,13144.35,0.3455
2021-08-18,2.552e-05,2.564e-05,2.435e-05,2.471e-05,23426.8,0.5858
2021-08-19,2.471e-05,2.496e-05,2.205e-05,2.303e-05,32527.74,0.7684
2021-08-20,2.303e-05,2.362e-05,2.242e-05,2.25e-05,13836.7,0.3179
2021-08-21,2.25e-05,2.262e-05,2.147e-05,2.23e-05,13368.95,0.2934
2021-08-22,2.23e-05,2.279e-05,2.171e-05,2.259e-05,6825.06,0.1511
2021-08-23,2.259e-05,2.497e-05,2.259e-05,2.497e-05,19834.21,0.4763
2021-08-24,2.497e-05,2.641e-05,2.411e-05,2.443e-05,13541.29,0.3393
2021-08-25,2.443e-05,2.455e-05,2.275e-05,2.307e-05,8637.66,0.2032
2021-08-26,2.307e-05,2.488e-05,2.307e-05,2.399e-05,21183.81,0.5078
2021-08-27,2.399e-05,2.415e-05,2.251e-05,2.263e-05,7256.57,0.1682
2021-08-28,2.263e-05,2.363e-05,2.243e-05,2.363e-05,5969.37,0.1377
2021-08-29,2.363e-05,2.407e-05,2.133e-05,2.133e-05,26355.2,0.6061
2021-08-30,2.133e-05,2.194e-05,2.087e-05,2.173e-05,17120.77,0.3665
2021-08-31,2.173e-05,2.266e-05,2.123e-05,2.182e-05,12021.17,0.2637
2021-09-01,2.182e-05,2.52e-05,2.182e-05,2.385e-05,48363.6,1.138
2021-09-02,2.385e-05,2.607e-05,2.337e-05,2.409e-05,7844.04,0.1934
2021-09-03,2.409e-05,2.518e-05,2.356e-05,2.427e-05,13214.57,0.323
2021-09-04,2.427e-05,2.588e-05,2.301e-05,2.355e-05,19123.87,0.4663
2021-09-05,2.355e-05,2.518e-05,2.343e-05,2.492e-05,15154.03,0.3706
2021-09-06,2.492e-05,2.497e-05,2.351e-05,2.371e-05,18011.45,0.4327
2021-09-07,2.371e-05,2.624e-05,2.355e-05,2.395e-05,25862.53,0.6344
2021-09-08,2.395e-05,2.718e-05,2.356e-05,2.653e-05,22708.43,0.5772
2021-09-09,2.653e-05,2.694e-05,2.407e-05,2.524e-05,17366.34,0.4408
2021-09-10,2.524e-05,2.564e-05,2.427e-05,2.439e-05,16305.49,0.405
2021-09-11,2.439e-05,2.471e-05,2.391e-05,2.435e-05,15054.26,0.3668
2021-09-12,2.435e-05,2.443e-05,2.356e-05,2.356e-05,5786.73,0.1391
2021-09-13,2.356e-05,2.396e-05,2.339e-05,2.355e-05,1973.81,0.04674
2021-09-14,2.355e-05,2.431e-05,2.291e-05,2.355e-05,9958.58,0.2354
2021-09-15,2.355e-05,2.411e-05,2.291e-05,2.335e-05,14868.26,0.3485
2021-09-16,2.335e-05,2.435e-05,2.335e-05,2.363e-05,5287.59,0.1262
2021-09-17,2.363e-05,2.371e-05,2.275e-05,2.291e-05,9720.19,0.2255
2021-09-18,2.291e-05,2.291e-05,2.247e-05,2.263e-05,3248.85,0.07385
2021-09-19,2.263e-05,2.383e-05,2.263e-05,2.335e-05,10848.72,0.253
2021-09-20,2.335e-05,2.419e-05,2.207e-05,2.275e-05,8105.07,0.1859
2021-09-21,2.275e-05,2.35e-05,2.223e-05,2.255e-05,10794.4,0.2467
2021-09-22,2.255e-05,2.286e-05,2.179e-05,2.27e-05,5946.36,0.1328
2021-09-23,2.27e-05,2.395e-05,2.203e-05,2.211e-05,13066.04,0.3006
2021-09-24,2.211e-05,2.339e-05,2.199e-05,2.214e-05,12326.67,0.2777
2021-09-25,2.214e-05,2.268e-05,2.203e-05,2.205e-05,5704.77,0.1273
2021-09-26,2.205e-05,2.258e-05,2.107e-05,2.163e-05,23111.65,0.5025
2021-09-27,2.163e-05,2.202e-05,2.139e-05,2.202e-05,3550.48,0.07681
2021-09-28,2.202e-05,2.249e-05,2.134e-05,2.169e-05,12757.09,0.2808
2021-09-29,2.169e-05,2.223e-05,2.134e-05,2.165e-05,7945.87,0.1732
2021-09-30,2.165e-05,2.222e-05,2.107e-05,2.171e-05,10565.01,0.2287
2021-10-01,2.171e-05,2.19e-05,2.008e-05,2.064e-05,8867.93,0.1839
2021-10-02,2.064e-05,2.19e-05,2.064e-05,2.19e-05,6082.28,0.1298
2021-10-03,2.19e-05,2.19e-05,2.098e-05,2.14e-05,6379.24,0.1369
2021-10-04,2.14e-05,2.14e-05,2.059e-05,2.072e-05,3133.21,0.06594
2021-10-05,2.072e-05,2.072e-05,1.996e-05,2.024e-05,2138.93,0.04319
2021-10-06,2.024e-05,2.168e-05,1.948e-05,2.021e-05,9405.36,0.1907
2021-10-07,2.021e-05,2.363e-05,2.014e-05,2.182e-05,24163.13,0.5351
2021-10-08,2.182e-05,2.935e-05,2.182e-05,2.759e-05,47957.03,1.231
2021-10-09,2.759e-05,2.85e-05,2.599e-05,2.645e-05,21921.48,0.596
2021-10-10,2.645e-05,2.645e-05,2.363e-05,2.459e-05,17460.67,0.4343
2021-10-11,2.459e-05,2.62e-05,2.371e-05,2.552e-05,17689.49,0.4439
2021-10-12,2.552e-05,2.591e-05,2.327e-05,2.447e-05,26255.78,0.6388
2021-10-13,2.447e-05,2.457e-05,2.267e-05,2.306e-05,10080.56,0.2393
2021-10-14,2.306e-05,2.403e-05,2.242e-05,2.395e-05,9649.14,0.2263
2021-10-15,2.395e-05,2.588e-05,2.243e-05,2.295e-05,16729.75,0.4003
2021-10-16,2.295e-05,2.306e-05,2.133e-05,2.133e-05,9029.57,0.2019
2021-10-17,2.133e-05,2.396e-05,2.115e-05,2.17e-05,15626.4,0.3471
2021-10-18,2.17e-05,2.17e-05,2.013e-05,2.038e-05,20712.08,0.4279
2021-10-19,2.038e-05,2.145e-05,1.948e-05,2.041e-05,24513.75,0.5047
2021-10-20,2.041e-05,2.113e-05,1.981e-05,2.021e-05,9852.48,0.2014
2021-10-21,2.021e-05,2.133e-05,1.996e-05,2.095e-05,12150.05,0.2527
2021-10-22,2.095e-05,2.415e-05,2.056e-05,2.415e-05,15694.56,0.347
2021-10-23,2.415e-05,2.415e-05,2.318e-05,2.383e-05,7426.01,0.1753
2021-10-24,2.383e-05,2.674e-05,2.379e-05,2.581e-05,12751.75,0.3192
2021-10-25,2.581e-05,2.668e-05,2.461e-05,2.491e-05,12553.98,0.3222
2021-10-26,2.491e-05,2.931e-05,2.491e-05,2.801e-05,30707.22,0.8351
2021-10-27,2.801e-05,2.899e-05,2.628e-05,2.729e-05,22391.38,0.6183
2021-10-28,2.729e-05,2.729e-05,2.471e-05,2.624e-05,27108.59,0.6876
2021-10-29,2.624e-05,2.626e-05,2.211e-05,2.236e-05,20249.36,0.477
2021-10-30,2.236e-05,2.387e-05,2.236e-05,2.242e-05,7804.63,0.1819
2021-10-31,2.242e-05,2.31e-05,2.219e-05,2.255e-05,5615.43,0.127
2021-11-01,2.255e-05,2.29e-05,2.098e-05,2.143e-05,14329.77,0.3116
2021-11-02,2.143e-05,2.173e-05,1.999e-05,2.173e-05,20846.6,0.4362
2021-11-03,2.173e-05,2.205e-05,2.099e-05,2.109e-05,9148.65,0.1971
2021-11-04,2.109e-05,2.205e-05,2.064e-05,2.141e-05,18908.96,0.4044
2021-11-05,2.141e-05,2.188e-05,2.103e-05,2.113e-05,19633.62,0.4176
2021-11-06,2.113e-05,2.168e-05,2.113e-05,2.131e-05,8049.51,0.1728
2021-11-07,2.131e-05,2.161e-05,2.103e-05,2.135e-05,8937.52,0.1903
2021-11-08,2.135e-05,2.207e-05,2.059e-05,2.191e-05,36790.32,0.7816
2021-11-09,2.191e-05,2.275e-05,2.056e-05,2.098e-05,27880.72,0.594
2021-11-10,2.098e-05,2.133e-05,2.054e-05,2.056e-05,21832.03,0.4581
2021-11-11,2.056e-05,2.165e-05,2.053e-05,2.098e-05,17783.47,0.3775
2021-11-12,2.098e-05,2.137e-05,2.064e-05,2.119e-05,12274.31,0.259
2021-11-13,2.119e-05,2.151e-05,2.06e-05,2.151e-05,15117.84,0.318
2021-11-14,2.151e-05,2.151e-05,2.098e-05,2.133e-05,19478.03,0.4151
2021-11-15,2.133e-05,2.173e-05,2.071e-05,2.123e-05,19353.23,0.4089
2021-11-16,2.123e-05,2.129e-05,2.013e-05,2.013e-05,15071.08,0.3142
2021-11-17,2.013e-05,2.062e-05,2.013e-05,2.062e-05,8855.3,0.1792
2021-11-18,2.062e-05,2.062e-05,1.839e-05,1.9e-05,10165.81,0.1928
2021-11-19,1.9e-05,2.063e-05,1.9e-05,2.038e-05,18203.2,0.3636
2021-11-20,2.038e-05,2.081e-05,2.02e-05,2.05e-05,20523.8,0.4219
2021-11-21,2.05e-05,2.827e-05,1.981e-05,2.171e-05,92156.42,2.151
2021-11-22,2.171e-05,2.375e-05,2.153e-05,2.215e-05,59477.11,1.329
2021-11-23,2.215e-05,2.246e-05,2.127e-05,2.167e-05,42803.1,0.9338
2021-11-24,2.167e-05,2.91e-05,2.167e-05,2.795e-05,97431.3,2.609
2021-11-25,2.795e-05,2.805e-05,2.677e-05,2.749e-05,40261.78,1.099
2021-11-26,2.749e-05,2.754e-05,2.706e-05,2.706e-05,2802.11,0.07649
2021-11-27,2.706e-05,2.706e-05,2.706e-05,2.706e-05,0.0,0.0
2021-11-28,2.706e-05,2.706e-05,2.706e-05,2.706e-05,0.0,0.0
2021-11-29,2.706e-05,2.706e-05,2.247e-05,2.361e-05,16386.65,0.3769
2021-11-30,2.361e-05,2.396e-05,2.359e-05,2.387e-05,1890.64,0.045
2021-12-01,2.387e-05,2.518e-05,2.387e-05,2.447e-05,9589.65,0.2391
2021-12-02,2.447e-05,2.496e-05,2.333e-05,2.351e-05,21798.83,0.5231
2021-12-03,2.351e-05,2.495e-05,2.351e-05,2.479e-05,3684.4,0.09122
2021-12-04,2.479e-05,2.479e-05,2.479e-05,2.479e-05,0.0,0.0
2021-12-05,2.479e-05,2.479e-05,2.479e-05,2.479e-05,0.0,0.0
2021-12-06,2.479e-05,2.479e-05,2.242e-05,2.271e-05,13235.98,0.3006
2021-12-07,2.271e-05,2.317e-05,2.205e-05,2.291e-05,14828.85,0.3346
2021-12-08,2.291e-05,2.355e-05,2.242e-05,2.27e-05,19363.83,0.4431
2021-12-09,2.27e-05,2.31e-05,2.223e-05,2.223e-05,24748.79,0.562
2021-12-10,2.223e-05,2.23e-05,2.147e-05,2.178e-05,24745.89,0.5411
2021-12-11,2.178e-05,2.19e-05,2.063e-05,2.173e-05,27945.36,0.5951
2021-12-12,2.173e-05,2.173e-05,2.065e-05,2.097e-05,11659.31,0.2476
2021-12-13,2.097e-05,2.19e-05,2.095e-05,2.128e-05,28511.05,0.613
2021-12-14,2.128e-05,2.133e-05,2.013e-05,2.091e-05,25931.26,0.5371
2021-12-15,2.091e-05,2.242e-05,2.035e-05,2.044e-05,47356.11,1.002
2021-12-16,2.044e-05,2.096e-05,1.975e-05,2.096e-05,22294.93,0.4519
2021-12-17,2.096e-05,2.109e-05,2.047e-05,2.085e-05,20024.71,0.4169
2021-12-18,2.085e-05,2.266e-05,2.083e-05,2.167e-05,37822.67,0.8235
2021-12-19,2.167e-05,2.198e-05,2.103e-05,2.178e-05,21092.37,0.4532
2021-12-20,2.178e-05,2.214e-05,2.026e-05,2.048e-05,27962.7,0.5908
2021-12-21,2.048e-05,2.132e-05,2.008e-05,2.057e-05,22330.05,0.4626
2021-12-22,2.057e-05,2.061e-05,2.005e-05,2.005e-05,12551.46,0.255
2021-12-23,2.005e-05,2.021e-05,1.918e-05,1.928e-05,19629.65,0.3866
2021-12-24,1.928e-05,1.949e-05,1.884e-05,1.912e-05,15420.08,0.2957
2021-12-25,1.912e-05,1.934e-05,1.901e-05,1.934e-05,4507.91,0.08637
2021-12-26,1.934e-05,1.937e-05,1.87e-05,1.901e-05,11468.03,0.2181
2021-12-27,1.901e-05,1.996e-05,1.888e-05,1.976e-05,19945.49,0.3873
2021-12-28,1.976e-05,1.997e-05,1.926e-05,1.962e-05,15225.47,0.2982
2021-12-29,1.962e-05,1.969e-05,1.884e-05,1.918e-05,20396.71,0.3917
2021-12-30,1.918e-05,1.928e-05,1.858e-05,1.862e-05,16677.1,0.3153
2021-12-31,1.862e-05,1.862e-05,1.726e-05,1.778e-05,47128.44,0.8476
2022-01-01,1.778e-05,1.817e-05,1.762e-05,1.79e-05,19100.79,0.3425
2022-01-02,1.79e-05,1.882e-05,1.788e-05,1.846e-05,20949.11,0.3827
2022-01-03,1.846e-05,1.868e-05,1.8e-05,1.846e-05,20887.19,0.3824
2022-01-04,1.846e-05,1.854e-05,1.793e-05,1.853e-05,22561.58,0.4144
2022-01-05,1.853e-05,2.03e-05,1.65e-05,1.826e-05,66376.23,1.245
2022-01-06,1.826e-05,1.87e-05,1.808e-05,1.815e-05,15877.03,0.2928
2022-01-07,1.815e-05,1.84e-05,1.808e-05,1.814e-05,5233.34,0.09513
2022-01-08,1.814e-05,1.834e-05,1.77e-05,1.788e-05,14083.86,0.2545
2022-01-09,1.788e-05,1.83e-05,1.73e-05,1.776e-05,23226.09,0.4139
2022-01-10,1.776e-05,1.804e-05,1.706e-05,1.734e-05,68165.91,1.177
2022-01-11,1.734e-05,1.763e-05,1.698e-05,1.738e-05,15862.22,0.2745
2022-01-12,1.738e-05,1.792e-05,1.73e-05,1.774e-05,20312.79,0.3604
2022-01-13,1.774e-05,1.846e-05,1.762e-05,1.816e-05,26188.48,0.4728
2022-01-14,1.816e-05,1.838e-05,1.793e-05,1.81e-05,7894.7,0.1431
2022-01-15,1.81e-05,1.88e-05,1.802e-05,1.844e-05,17888.31,0.3282
2022-01-16,1.844e-05,1.89e-05,1.819e-05,1.836e-05,19334.49,0.3577
2022-01-17,1.836e-05,1.9e-05,1.836e-05,1.85e-05,10334.08,0.1937
2022-01-18,1.85e-05,1.866e-05,1.793e-05,1.808e-05,23161.81,0.4246
2022-01-19,1.808e-05,1.844e-05,1.762e-05,1.808e-05,17478.62,0.3151
2022-01-20,1.808e-05,1.87e-05,1.768e-05,1.87e-05,16619.75,0.3022
2022-01-21,1.87e-05,1.894e-05,1.696e-05,1.718e-05,49582.37,0.8835
2022-01-22,1.718e-05,1.76e-05,1.682e-05,1.748e-05,35838.19,0.6162
2022-01-23,1.748e-05,1.826e-05,1.724e-05,1.764e-05,24369.13,0.4323
2022-01-24,1.764e-05,1.796e-05,1.574e-05,1.594e-05,43832.95,0.7338
2022-01-25,1.594e-05,1.681e-05,1.583e-05,1.61e-05,22798.22,0.3682
2022-01-26,1.61e-05,1.633e-05,1.56e-05,1.61e-05,21399.92,0.3411
2022-01-27,1.61e-05,1.65e-05,1.578e-05,1.578e-05,15210.63,0.245
2022-01-28,1.578e-05,1.607e-05,1.55e-05,1.556e-05,12264.83,0.1945
2022-01-29,1.556e-05,1.746e-05,1.556e-05,1.744e-05,25771.4,0.4178
2022-01-30,1.744e-05,1.756e-05,1.642e-05,1.699e-05,18664.51,0.318
2022-01-31,1.699e-05,1.749e-05,1.638e-05,1.674e-05,23743.76,0.3993
2022-02-01,1.674e-05,1.691e-05,1.626e-05,1.656e-05,31497.46,0.5247
2022-02-02,1.656e-05,1.705e-05,1.654e-05,1.699e-05,9900.08,0.1659
2022-02-03,1.699e-05,1.718e-05,1.66e-05,1.66e-05,11090.05,0.1881
2022-02-04,1.66e-05,1.689e-05,1.554e-05,1.559e-05,17929.08,0.2914
2022-02-05,1.559e-05,1.611e-05,1.55e-05,1.596e-05,15082.75,0.2383
2022-02-06,1.596e-05,1.617e-05,1.572e-05,1.588e-05,11699.92,0.1859
2022-02-07,1.588e-05,1.609e-05,1.568e-05,1.593e-05,11344.77,0.1802
2022-02-08,1.593e-05,1.619e-05,1.562e-05,1.572e-05,15020.71,0.2391
2022-02-09,1.572e-05,1.601e-05,1.552e-05,1.561e-05,9523.96,0.1503
2022-02-10,1.561e-05,1.597e-05,1.548e-05,1.593e-05,13800.87,0.2174
2022-02-11,1.593e-05,1.621e-05,1.55e-05,1.55e-05,16422.79,0.2616
2022-02-12,1.55e-05,1.563e-05,1.486e-05,1.494e-05,15703.02,0.2389
2022-02-13,1.494e-05,1.509e-05,1.474e-05,1.48e-05,7379.75,0.1098
2022-02-14,1.48e-05,1.493e-05,1.406e-05,1.412e-05,16765.4,0.243
2022-02-15,1.412e-05,1.414e-05,1.378e-05,1.382e-05,14539.51,0.2027
2022-02-16,1.382e-05,1.412e-05,1.365e-05,1.376e-05,26113.23,0.361
2022-02-17,1.376e-05,1.426e-05,1.344e-05,1.414e-05,20372.32,0.2814
2022-02-18,1.414e-05,1.432e-05,1.4e-05,1.418e-05,19770.43,0.2804
2022-02-19,1.418e-05,1.424e-05,1.384e-05,1.386e-05,8448.3,0.1183
2022-02-20,1.386e-05,1.396e-05,1.342e-05,1.356e-05,17336.41,0.2376
2022-02-21,1.356e-05,1.384e-05,1.33e-05,1.38e-05,30374.42,0.4115
2022-02-22,1.38e-05,1.39e-05,1.32e-05,1.321e-05,23746.8,0.3207
2022-02-23,1.321e-05,1.397e-05,1.32e-05,1.392e-05,16376.34,0.2218
2022-02-24,1.392e-05,1.438e-05,1.299e-05,1.325e-05,53242.83,0.7311
2022-02-25,1.325e-05,1.325e-05,1.284e-05,1.315e-05,20949.92,0.2729
2022-02-26,1.315e-05,1.33e-05,1.297e-05,1.33e-05,15605.12,0.2049
2022-02-27,1.33e-05,1.352e-05,1.3e-05,1.322e-05,24766.18,0.3292
2022-02-28,1.322e-05,1.338e-05,1.253e-05,1.263e-05,34357.59,0.4457
2022-03-01,1.263e-05,1.275e-05,1.232e-05,1.245e-05,22436.74,0.2818
2022-03-02,1.245e-05,1.253e-05,1.22e-05,1.223e-05,18715.11,0.2318
2022-03-03,1.223e-05,1.301e-05,1.222e-05,1.287e-05,21187.47,0.2683
2022-03-04,1.287e-05,1.327e-05,1.275e-05,1.326e-05,22305.81,0.2889
2022-03-05,1.326e-05,1.338e-05,1.318e-05,1.335e-05,7967.41,0.1059
2022-03-06,1.335e-05,1.353e-05,1.327e-05,1.342e-05,14858.19,0.199
2022-03-07,1.342e-05,1.365e-05,1.324e-05,1.353e-05,16149.29,0.2174
2022-03-08,1.353e-05,1.43e-05,1.346e-05,1.396e-05,24563.51,0.3428
2022-03-09,1.396e-05,1.396e-05,1.333e-05,1.363e-05,24513.61,0.3319
2022-03-10,1.363e-05,1.456e-05,1.363e-05,1.434e-05,22738.88,0.3234
2022-03-11,1.434e-05,1.47e-05,1.422e-05,1.458e-05,15933.0,0.2304
2022-03-12,1.458e-05,1.474e-05,1.444e-05,1.474e-05,5265.33,0.07688
2022-03-13,1.474e-05,1.479e-05,1.39e-05,1.431e-05,14898.73,0.2119
2022-03-14,1.431e-05,1.431e-05,1.384e-05,1.388e-05,18429.46,0.259
2022-03-15,1.388e-05,1.416e-05,1.355e-05,1.39e-05,16039.34,0.2218
2022-03-16,1.39e-05,1.392e-05,1.338e-05,1.36e-05,25597.74,0.3503
2022-03-17,1.36e-05,1.378e-05,1.353e-05,1.357e-05,5838.03,0.07972
2022-03-18,1.357e-05,1.382e-05,1.352e-05,1.368e-05,9776.3,0.1336
2022-03-19,1.368e-05,1.418e-05,1.366e-05,1.392e-05,12169.6,0.1704
2022-03-20,1.392e-05,1.41e-05,1.388e-05,1.394e-05,7142.19,0.1
2022-03-21,1.394e-05,1.426e-05,1.39e-05,1.416e-05,10947.67,0.1543
2022-03-22,1.416e-05,1.418e-05,1.382e-05,1.416e-05,13273.32,0.1857
2022-03-23,1.416e-05,1.424e-05,1.396e-05,1.398e-05,11218.03,0.1584
2022-03-24,1.398e-05,1.408e-05,1.372e-05,1.39e-05,9967.21,0.1386
2022-03-25,1.39e-05,1.397e-05,1.363e-05,1.372e-05,6081.58,0.0839
2022-03-26,1.372e-05,1.382e-05,1.361e-05,1.378e-05,3579.34,0.04909
2022-03-27,1.378e-05,1.388e-05,1.341e-05,1.341e-05,10717.0,0.1459
2022-03-28,1.341e-05,1.382e-05,1.33e-05,1.378e-05,12518.63,0.1688
2022-03-29,1.378e-05,1.388e-05,1.362e-05,1.372e-05,8934.05,0.1227
2022-03-30,1.372e-05,1.426e-05,1.347e-05,1.349e-05,18623.2,0.258
2022-03-31,1.349e-05,1.384e-05,1.338e-05,1.372e-05,15352.45,0.209
2022-04-01,1.372e-05,1.386e-05,1.339e-05,1.348e-05,12354.98,0.168
2022-04-02,1.348e-05,1.363e-05,1.316e-05,1.363e-05,15064.25,0.2016
2022-04-03,1.363e-05,1.509e-05,1.322e-05,1.341e-05,58081.22,0.8154
2022-04-04,1.341e-05,1.353e-05,1.308e-05,1.309e-05,9517.43,0.1271
2022-04-05,1.309e-05,1.329e-05,1.306e-05,1.329e-05,11117.08,0.1468
2022-04-06,1.329e-05,1.34e-05,1.304e-05,1.327e-05,20622.55,0.2729
2022-04-07,1.327e-05,1.337e-05,1.315e-05,1.321e-05,12346.33,0.1635
2022-04-08,1.321e-05,1.335e-05,1.308e-05,1.32e-05,11936.15,0.1576
2022-04-09,1.32e-05,1.343e-05,1.28e-05,1.289e-05,13257.94,0.1741
2022-04-10,1.289e-05,1.506e-05,1.287e-05,1.366e-05,48127.41,0.6587
2022-04-11,1.366e-05,1.366e-05,1.314e-05,1.34e-05,24588.12,0.3291
2022-04-12,1.34e-05,1.344e-05,1.307e-05,1.312e-05,19757.8,0.2617
2022-04-13,1.312e-05,1.339e-05,1.282e-05,1.282e-05,15453.52,0.2029
2022-04-14,1.282e-05,1.318e-05,1.267e-05,1.302e-05,11125.32,0.1436
2022-04-15,1.302e-05,1.302e-05,1.267e-05,1.274e-05,12166.38,0.1556
2022-04-16,1.274e-05,1.275e-05,1.261e-05,1.261e-05,3834.81,0.04863
2022-04-17,1.261e-05,1.318e-05,1.261e-05,1.316e-05,14135.33,0.1821
