# Dataset Report: Modum (MOD)
# Coin Name: Modum
# Symbol: MOD
# Base Currency: BTC
# Approx Row Count: 1693
# Date Range: 2021-06-29 to 2026-02-15
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_MOD, Volume_BTC
# Note: Launched 2017. Swiss IoT/Supply chain project. Legacy data paired with BTC.
# --------------------------------------------------
Date,open,high,low,close,Volume_MOD,Volume_BTC
2021-07-29,2.379e-05,2.407e-05,2.279e-05,2.29e-05,6192.97,0.1454
2021-07-30,2.29e-05,2.374e-05,2.243e-05,2.243e-05,8721.94,0.2025
2021-07-31,2.243e-05,2.331e-05,2.242e-05,2.331e-05,4345.84,0.09931
2021-08-01,2.331e-05,2.528e-05,2.291e-05,2.475e-05,14892.19,0.3595
2021-08-02,2.475e-05,2.624e-05,2.464e-05,2.512e-05,30525.21,0.7691
2021-08-03,2.512e-05,2.52e-05,2.339e-05,2.355e-05,16399.52,0.3929
2021-08-04,2.355e-05,2.439e-05,2.339e-05,2.431e-05,12872.13,0.3053
2021-08-05,2.431e-05,2.532e-05,2.423e-05,2.459e-05,13682.26,0.3382
2021-08-06,2.459e-05,2.816e-05,2.356e-05,2.666e-05,30100.2,0.7704
2021-08-07,2.666e-05,2.704e-05,2.518e-05,2.581e-05,24946.78,0.6518
