# Dataset Report: Ambrosus (AMB)
# Coin Name: Ambrosus
# Symbol: AMB
# Approx Row Count: 3085
# Date Range: 2017-09-05 to 2026-02-14
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_AMB, Volume_USD
# Note: Launched 2017. Supply chain IoT protocol, now part of AirDAO ecosystem.
# --------------------------------------------------
Date,open,high,low,close,Volume_AMB,Volume_USD
2019-10-25,0.02661,0.0301,0.02672,0.02772,1484313.37,41149.58
2019-10-26,0.02772,0.02964,0.02499,0.02962,1028003.26,30447.71
2019-10-27,0.02962,0.03082,0.02686,0.02925,906221.14,26511.28
2019-10-28,0.02925,0.04354,0.02693,0.03416,4311414.22,147278.27
2019-10-29,0.03416,0.0375,0.03312,0.0332,1561897.23,51848.44
2019-10-30,0.0332,0.0341,0.03101,0.03347,366634.22,12272.73
2019-10-31,0.03347,0.03772,0.03197,0.03566,914567.55,32613.32
2019-11-01,0.03566,0.03615,0.03301,0.03347,737355.06,24679.64
2019-11-02,0.03347,0.03475,0.03209,0.03342,351314.0,11742.53
2019-11-03,0.03342,0.03387,0.03169,0.03207,267927.43,8593.1
2019-11-04,0.03207,0.03316,0.03051,0.03131,1230808.29,38538.66
2019-11-05,0.03131,0.03318,0.03063,0.0315,1056534.44,33280.45
2019-11-06,0.0315,0.03328,0.03089,0.03209,303492.65,9739.1
2019-11-07,0.03209,0.03255,0.0299,0.03076,249181.13,7664.92
2019-11-08,0.03076,0.03052,0.02692,0.02817,778638.22,21930.98
2019-11-09,0.02817,0.02867,0.02743,0.02825,333265.72,9414.02
2019-11-10,0.02825,0.02974,0.0275,0.02809,395111.0,11098.92
2019-11-11,0.02809,0.02772,0.0265,0.02702,202253.56,5463.95
2019-11-12,0.02702,0.02801,0.02638,0.02801,606766.28,16993.93
2019-11-13,0.02801,0.03079,0.0278,0.03015,640824.58,19322.42
2019-11-14,0.03015,0.03199,0.02936,0.0316,741094.54,23417.66
2019-11-15,0.0316,0.03082,0.02798,0.02886,549476.8,15857.25
2019-11-16,0.02886,0.03057,0.02876,0.0294,174047.29,5117.03
2019-11-17,0.0294,0.03109,0.02855,0.02883,140453.94,4048.91
2019-11-18,0.02883,0.02805,0.02597,0.02659,603626.07,16051.57
2019-11-19,0.02659,0.02719,0.02499,0.02703,242404.21,6551.57
2019-11-20,0.02703,0.02699,0.02535,0.0257,142821.1,3669.85
2019-11-21,0.0257,0.02426,0.02263,0.02353,1267895.34,29836.47
2019-11-22,0.02353,0.02223,0.02038,0.02142,852280.67,18257.02
2019-11-23,0.02142,0.02381,0.02131,0.02331,433522.19,10103.24
2019-11-24,0.02331,0.02153,0.02023,0.02077,287153.04,5963.63
2019-11-25,0.02077,0.02676,0.02098,0.02322,1526434.47,35443.41
2019-11-26,0.02322,0.02504,0.02276,0.0231,971769.4,22450.59
2019-11-27,0.0231,0.02397,0.02209,0.02359,932798.26,22000.05
2019-11-28,0.02359,0.02419,0.02286,0.02344,377077.21,8837.91
2019-11-29,0.02344,0.0249,0.02344,0.02426,400503.03,9717.65
2019-11-30,0.02426,0.02383,0.02224,0.02251,295502.46,6651.87
2019-12-01,0.02251,0.02345,0.02205,0.02264,273932.62,6202.78
2019-12-02,0.02264,0.0249,0.02181,0.02345,1166544.8,27354.92
2019-12-03,0.02345,0.02336,0.02172,0.02198,343990.48,7561.68
2019-12-04,0.02198,0.02244,0.02113,0.02147,615822.02,13219.25
2019-12-05,0.02147,0.02249,0.02093,0.02164,714789.74,15467.97
2019-12-06,0.02164,0.0219,0.02072,0.02163,374429.62,8098.39
2019-12-07,0.02163,0.02215,0.02082,0.02212,225448.0,4987.85
2019-12-08,0.02212,0.0235,0.02177,0.02245,790696.08,17749.16
2019-12-09,0.02245,0.02237,0.02158,0.02196,392007.76,8608.5
2019-12-10,0.02196,0.0217,0.01665,0.01739,3279762.89,57047.09
2019-12-11,0.01739,0.01853,0.01705,0.01798,900438.43,16189.86
2019-12-12,0.01798,0.01831,0.01672,0.01783,978175.33,17437.58
2019-12-13,0.01783,0.01915,0.01782,0.01854,680090.59,12610.01
2019-12-14,0.01854,0.01818,0.01665,0.01672,562697.5,9408.51
2019-12-15,0.01672,0.01764,0.0167,0.01754,303377.84,5322.08
2019-12-16,0.01754,0.01682,0.01568,0.01607,475701.82,7643.36
2019-12-17,0.01607,0.01498,0.01354,0.01405,1509583.52,21216.99
2019-12-18,0.01405,0.01597,0.01509,0.01542,787890.65,12151.49
2019-12-19,0.01542,0.01527,0.01469,0.01522,341517.52,5197.07
2019-12-20,0.01522,0.01592,0.01493,0.01573,718951.93,11305.76
2019-12-21,0.01573,0.01575,0.01532,0.01532,254484.94,3897.48
2019-12-22,0.01532,0.01604,0.01477,0.01518,788897.08,11973.97
2019-12-23,0.01518,0.01467,0.01351,0.0141,1088691.29,15354.7
2019-12-24,0.0141,0.01484,0.0141,0.01463,458260.31,6705.58
2019-12-25,0.01463,0.0145,0.01389,0.01409,360277.16,5074.96
2019-12-26,0.01409,0.01456,0.01378,0.01427,491921.69,7019.9
2019-12-27,0.01427,0.01531,0.01398,0.01485,634974.71,9430.07
2019-12-28,0.01485,0.01572,0.01459,0.01482,628512.35,9315.23
2019-12-29,0.01482,0.01635,0.01484,0.01518,408453.35,6199.19
2019-12-30,0.01518,0.01505,0.01396,0.01406,368133.86,5176.28
2019-12-31,0.01406,0.01448,0.01357,0.01424,784729.79,11178.13
2020-01-01,0.01424,0.01558,0.01397,0.01535,886829.73,13608.85
2020-01-02,0.01535,0.01563,0.01412,0.01506,1304974.82,19650.46
2020-01-03,0.01506,0.01804,0.01556,0.01677,2013023.49,33754.03
2020-01-04,0.01677,0.01777,0.01573,0.01667,1340849.7,22352.44
2020-01-05,0.01667,0.01685,0.01571,0.01591,924564.77,14713.71
2020-01-06,0.01591,0.01708,0.01522,0.01551,2208731.01,34257.64
2020-01-07,0.01551,0.01582,0.01432,0.01432,2666900.03,38184.67
2020-01-08,0.01432,0.01535,0.0132,0.01402,4556949.79,63905.76
2020-01-09,0.01402,0.01419,0.01341,0.01379,1996920.66,27537.54
2020-01-10,0.01379,0.01456,0.01348,0.01379,1681343.15,23180.31
2020-01-11,0.01379,0.01431,0.0132,0.01377,2104554.79,28972.84
2020-01-12,0.01377,0.01415,0.0138,0.01394,669484.05,9332.5
2020-01-13,0.01394,0.01419,0.01349,0.01392,385159.59,5362.06
2020-01-14,0.01392,0.01652,0.01329,0.01362,2432431.08,33122.67
2020-01-15,0.01362,0.01532,0.01315,0.01486,1270768.34,18877.37
2020-01-16,0.01486,0.0159,0.01452,0.01541,1769106.47,27270.09
2020-01-17,0.01541,0.01662,0.01522,0.01544,1726151.54,26645.14
2020-01-18,0.01544,0.01612,0.01512,0.01612,590163.56,9511.01
2020-01-19,0.01612,0.01569,0.01494,0.01527,565414.03,8632.93
2020-01-20,0.01527,0.01694,0.01525,0.01593,1426167.98,22725.81
2020-01-21,0.01593,0.01666,0.0153,0.0156,678305.29,10580.24
2020-01-22,0.0156,0.01569,0.01494,0.01539,555622.12,8549.92
2020-01-23,0.01539,0.01505,0.01382,0.01429,3282029.0,46901.17
2020-01-24,0.01429,0.01611,0.01406,0.01455,1028768.35,14964.23
2020-01-25,0.01455,0.01541,0.01424,0.0148,1242139.16,18381.2
2020-01-26,0.0148,0.0156,0.01442,0.01476,380193.05,5612.68
2020-01-27,0.01476,0.01499,0.01375,0.01414,1017969.85,14393.93
2020-01-28,0.01414,0.01526,0.01431,0.01472,735283.96,10819.97
2020-01-29,0.01472,0.01451,0.01386,0.01448,247336.4,3581.68
2020-01-30,0.01448,0.01593,0.01457,0.0148,658603.66,9747.35
2020-01-31,0.0148,0.01556,0.01438,0.01552,1591645.05,24700.23
2020-02-01,0.01552,0.01686,0.01511,0.01674,629885.71,10544.67
2020-02-02,0.01674,0.01791,0.01582,0.016,1298035.01,20773.4
2020-02-03,0.016,0.01657,0.01576,0.01622,619786.48,10055.07
2020-02-04,0.01622,0.01828,0.01611,0.01823,1004987.71,18320.61
2020-02-05,0.01823,0.02136,0.01764,0.01842,2871935.87,52900.73
2020-02-06,0.01842,0.02062,0.01839,0.02012,1149011.85,23112.41
2020-02-07,0.02012,0.02144,0.01976,0.02079,2312370.67,48079.24
2020-02-08,0.02079,0.0208,0.0181,0.01868,999422.52,18664.36
2020-02-09,0.01868,0.02008,0.01763,0.01979,1073071.32,21233.52
2020-02-10,0.01979,0.02276,0.01879,0.02197,1923708.07,42254.59
2020-02-11,0.02197,0.02706,0.02303,0.02468,5453847.83,134620.82
2020-02-12,0.02468,0.02802,0.02333,0.02431,2930238.43,71221.36
2020-02-13,0.02431,0.02809,0.02386,0.0262,2122489.38,55616.44
2020-02-14,0.0262,0.02811,0.02589,0.02661,789419.88,21008.65
2020-02-15,0.02661,0.02752,0.0236,0.02595,1295060.28,33603.39
2020-02-16,0.02595,0.02773,0.02323,0.02431,1903623.78,46279.35
2020-02-17,0.02431,0.02542,0.02084,0.02251,3376481.32,76004.05
2020-02-18,0.02251,0.0246,0.02222,0.02311,2731125.62,63105.6
2020-02-19,0.02311,0.02279,0.02021,0.02068,1124863.79,23258.7
2020-02-20,0.02068,0.02175,0.01996,0.0208,797265.42,16582.3
2020-02-21,0.0208,0.02219,0.02118,0.02131,436052.46,9294.2
2020-02-22,0.02131,0.02142,0.02027,0.02075,237294.05,4922.93
2020-02-23,0.02075,0.0223,0.02083,0.02168,126298.06,2738.37
2020-02-24,0.02168,0.02123,0.01847,0.01935,2349391.39,45457.27
2020-02-25,0.01935,0.018,0.01708,0.01744,1267784.25,22106.07
2020-02-26,0.01744,0.0158,0.01439,0.01507,816903.27,12309.27
2020-02-27,0.01508,0.01696,0.01532,0.016,433215.09,6933.61
2020-02-28,0.016,0.0162,0.01526,0.0159,434962.46,6917.72
2020-02-29,0.0159,0.01655,0.01492,0.01615,2358323.1,38096.43
2020-03-01,0.01615,0.01669,0.01517,0.01534,989628.59,15182.95
2020-03-02,0.01534,0.01951,0.01628,0.01805,2255001.29,40712.43
2020-03-03,0.01805,0.01741,0.01662,0.01686,550377.45,9278.72
2020-03-04,0.01686,0.01728,0.01635,0.01725,593924.05,10243.07
2020-03-05,0.01725,0.0178,0.01699,0.01707,2627304.4,44836.51
2020-03-06,0.01707,0.01855,0.01674,0.01727,1410935.66,24373.17
2020-03-07,0.01727,0.01748,0.01614,0.01715,2733892.05,46895.68
2020-03-08,0.01715,0.01453,0.01378,0.01397,1795237.64,25082.36
2020-03-09,0.01397,0.01443,0.01374,0.01428,421015.36,6014.06
2020-03-10,0.01428,0.01482,0.01387,0.01433,1032333.0,14791.56
2020-03-11,0.01433,0.01428,0.01353,0.01383,737156.18,10197.16
2020-03-12,0.01383,0.007793,0.006634,0.006771,1285449.09,8704.07
2020-03-13,0.006771,0.008495,0.007021,0.007552,770417.47,5818.3
2020-03-14,0.007552,0.007978,0.0068,0.007145,867114.3,6195.69
2020-03-15,0.007145,0.007601,0.007105,0.007288,794858.77,5793.15
2020-03-16,0.007288,0.006595,0.005913,0.006227,1245607.3,7756.7
2020-03-17,0.006227,0.006886,0.006379,0.006886,554350.0,3817.32
2020-03-18,0.006886,0.007511,0.006576,0.006706,612500.67,4107.18
2020-03-19,0.006706,0.0101,0.007652,0.009923,1760463.29,17469.17
2020-03-20,0.009923,0.009977,0.007677,0.008129,2905391.33,23619.08
2020-03-21,0.008129,0.009061,0.007971,0.008441,1379757.61,11646.52
2020-03-22,0.008441,0.007982,0.007349,0.007435,272254.95,2024.09
2020-03-23,0.007435,0.008552,0.007931,0.00841,505097.38,4247.62
2020-03-24,0.00841,0.008917,0.008095,0.008208,1446052.48,11869.07
2020-03-25,0.008208,0.008316,0.007798,0.00818,338079.0,2765.33
2020-03-26,0.00818,0.009551,0.008255,0.008776,556868.94,4887.06
2020-03-27,0.008776,0.008456,0.0079,0.007955,413423.93,3288.8
2020-03-28,0.007955,0.008119,0.0078,0.008052,222986.45,1795.59
2020-03-29,0.008052,0.007688,0.00725,0.007366,120673.82,888.87
2020-03-30,0.007366,0.00814,0.007731,0.008134,241860.52,1967.39
2020-03-31,0.008134,0.008669,0.008019,0.008515,1117742.77,9517.46
2020-04-01,0.008515,0.009217,0.008358,0.008468,1362889.23,11540.61
2020-04-02,0.008468,0.008849,0.008361,0.008604,384212.5,3305.93
2020-04-03,0.008604,0.00895,0.008346,0.008507,476344.09,4052.17
2020-04-04,0.008507,0.009064,0.008652,0.008667,208788.1,1809.46
2020-04-05,0.008667,0.009079,0.008441,0.008757,5664880.53,49608.01
2020-04-06,0.008757,0.01064,0.009219,0.009286,963020.1,8942.95
2020-04-07,0.009286,0.009295,0.008836,0.009295,505501.68,4698.67
2020-04-08,0.009295,0.0102,0.009238,0.009688,250143.06,2423.49
2020-04-09,0.009688,0.01111,0.0094,0.009913,4952336.82,49093.17
2020-04-10,0.009913,0.0103,0.008637,0.008817,6163902.96,54345.72
2020-04-11,0.008817,0.008917,0.008635,0.008917,469871.18,4189.96
2020-04-12,0.008917,0.008922,0.008647,0.00892,45595.46,406.72
2020-04-13,0.00892,0.008812,0.008407,0.008656,346809.0,3002.14
2020-04-14,0.008656,0.00878,0.00858,0.008766,126568.34,1109.48
2020-04-15,0.008766,0.008589,0.008339,0.00856,199648.08,1708.91
2020-04-16,0.00856,0.009664,0.008727,0.008972,858202.85,7700.17
2020-04-17,0.008972,0.009154,0.008646,0.008886,2695196.38,23949.06
2020-04-18,0.008886,0.00976,0.009066,0.009073,277869.41,2521.14
2020-04-19,0.009073,0.009015,0.008627,0.008945,262683.65,2349.67
2020-04-20,0.008945,0.008569,0.008045,0.008196,308361.04,2527.21
2020-04-21,0.008196,0.008459,0.00815,0.008423,238230.5,2006.73
2020-04-22,0.008423,0.009017,0.008603,0.008685,354173.36,3076.08
2020-04-23,0.008685,0.00894,0.008434,0.008617,917920.26,7910.09
2020-04-24,0.008617,0.009047,0.008694,0.008965,69229.91,620.62
2020-04-25,0.008965,0.009342,0.008786,0.009307,1009346.17,9394.38
2020-04-26,0.009307,0.009614,0.009112,0.009112,386068.67,3517.75
2020-04-27,0.009112,0.009615,0.009066,0.009308,293980.55,2736.28
2020-04-28,0.009308,0.009424,0.009071,0.009203,126801.64,1166.98
2020-04-29,0.009203,0.01008,0.008891,0.009118,1711392.08,15604.07
2020-04-30,0.009118,0.009167,0.007855,0.008756,1857236.06,16262.26
2020-05-01,0.008756,0.009372,0.008721,0.008827,2659172.9,23472.11
2020-05-02,0.008827,0.01015,0.008917,0.009504,1409973.52,13400.36
2020-05-03,0.009504,0.009505,0.00873,0.009047,1222422.08,11059.6
2020-05-04,0.009047,0.009321,0.008791,0.008967,1034472.55,9275.82
2020-05-05,0.008967,0.009195,0.008729,0.009195,438373.12,4030.94
2020-05-06,0.009195,0.009019,0.008293,0.008539,1005326.42,8584.88
2020-05-07,0.008539,0.009145,0.007853,0.008087,2282211.36,18456.36
2020-05-08,0.008087,0.008671,0.007941,0.008468,1376743.31,11658.19
2020-05-09,0.008468,0.008614,0.008288,0.008606,349643.01,3008.92
2020-05-10,0.008606,0.00772,0.007463,0.00772,8589.37,66.31
2020-05-11,0.00772,0.008708,0.007324,0.007324,10739.88,78.66
2020-05-12,0.007324,0.007482,0.007178,0.007482,7079.61,52.97
2020-05-13,0.007482,0.007874,0.007734,0.007734,4365.27,33.76
2020-05-14,0.007734,0.007868,0.006994,0.00749,6555.75,49.1
2020-05-15,0.00749,0.007416,0.007171,0.007416,4474.51,33.18
2020-05-16,0.007416,0.0113,0.007539,0.00856,17185.75,147.11
2020-05-17,0.00856,0.02995,0.008797,0.009045,574202.92,5193.68
2020-05-18,0.009045,0.01054,0.009212,0.009341,266182.01,2486.34
2020-05-19,0.009341,0.01043,0.008892,0.009154,24169.72,221.25
2020-05-20,0.009154,0.009246,0.008205,0.008205,34412.22,282.36
2020-05-21,0.008205,0.008109,0.007645,0.008109,55938.51,453.62
2020-05-22,0.008109,0.008726,0.008353,0.008706,9387.45,81.72
2020-05-23,0.008706,0.01034,0.008661,0.009426,19465.69,183.47
2020-05-24,0.009426,0.01856,0.00895,0.009963,229410.0,2285.62
2020-05-25,0.009963,0.01061,0.009676,0.01052,28114.14,295.8
2020-05-26,0.01052,0.01172,0.00985,0.01172,33887.16,397.09
2020-05-27,0.01172,0.01214,0.009813,0.0101,64777.64,654.55
2020-05-28,0.0101,0.01141,0.01029,0.01102,21257.41,234.15
2020-05-29,0.01102,0.01125,0.01006,0.01123,16090.34,180.64
2020-05-30,0.01123,0.01432,0.01064,0.01191,70944.31,844.99
2020-05-31,0.01191,0.01337,0.0113,0.01134,52202.17,591.9
2020-06-01,0.01134,0.01248,0.01036,0.01182,38889.66,459.57
2020-06-02,0.01182,0.01372,0.011,0.01279,185812.46,2377.32
2020-06-03,0.01279,0.01506,0.01289,0.01465,68672.14,1005.99
2020-06-04,0.01465,0.01696,0.01326,0.01404,67148.67,943.02
2020-06-05,0.01404,0.01386,0.01318,0.01318,2660.4,35.07
2020-06-06,0.01318,0.0138,0.01285,0.01288,28944.65,372.77
2020-06-07,0.01288,0.01549,0.01302,0.0142,26927.74,382.25
2020-06-08,0.0142,0.01452,0.01343,0.01398,56032.49,783.18
2020-06-09,0.01398,0.01407,0.01354,0.01354,2762.41,37.41
2020-06-10,0.01354,0.01431,0.01359,0.01369,11019.36,150.86
2020-06-11,0.01369,0.01303,0.01149,0.01188,23289.99,276.66
2020-06-12,0.01188,0.01278,0.01226,0.01264,237655.55,3003.28
2020-06-13,0.01264,0.01348,0.01203,0.01315,30249.87,397.76
2020-06-14,0.01315,0.01415,0.01278,0.01336,6960.94,93.03
2020-06-15,0.01336,0.01358,0.01247,0.01321,15720.66,207.7
2020-06-16,0.01321,0.01438,0.01241,0.01397,3328.75,46.51
2020-06-17,0.01397,0.01558,0.01365,0.01531,1484.07,22.72
2020-06-18,0.01531,0.01554,0.01498,0.01498,22474.05,336.6
2020-06-19,0.01501,0.01516,0.01405,0.01488,28614285.78,425864.36
2020-06-20,0.01488,0.01526,0.0146,0.01469,10365125.5,152304.25
2020-06-21,0.01469,0.01515,0.01422,0.01431,8562343.99,122535.08
2020-06-22,0.01431,0.01522,0.01434,0.01444,12404525.85,179127.54
2020-06-23,0.01481,0.01723,0.01451,0.01692,5675.0,96.0
2020-06-24,0.01692,0.01753,0.01597,0.01751,12791.0,223.91
2020-06-25,0.01691,0.01811,0.01331,0.01525,165456897.41,2522916.22
2020-06-26,0.01525,0.01539,0.01383,0.0142,41487336.46,588913.09
2020-06-27,0.0141,0.01356,0.01198,0.01221,428.0,5.225
2020-06-28,0.01207,0.01313,0.01213,0.01268,20855922.27,264397.66
2020-06-29,0.01207,0.01386,0.01223,0.01358,569.0,7.725
2020-06-30,0.01358,0.01366,0.01275,0.01275,1659.0,21.16
2020-07-01,0.01279,0.01293,0.01229,0.01275,24132515.4,307681.56
2020-07-02,0.01275,0.01291,0.01209,0.01237,19752092.22,244258.48
2020-07-03,0.01237,0.01233,0.01197,0.01224,12574754.04,153911.48
2020-07-04,0.01224,0.01262,0.01207,0.01243,20044278.93,249218.38
2020-07-05,0.01243,0.01253,0.01199,0.01226,16710435.48,204869.0
2020-07-06,0.01226,0.01318,0.01253,0.01281,18564143.15,237722.36
2020-07-07,0.01181,0.01346,0.01169,0.01346,1806.0,24.31
2020-07-08,0.01346,0.015,0.0139,0.01455,2157.0,31.39
2020-07-09,0.01455,0.01455,0.01405,0.01405,2610.0,36.68
2020-07-10,0.01405,0.0142,0.01391,0.0142,2918.0,41.42
2020-07-11,0.0142,0.01507,0.01404,0.01435,2987.0,42.87
2020-07-12,0.01435,0.01474,0.01457,0.01474,246.0,3.625
2020-07-13,0.01474,0.01453,0.01383,0.01383,4718.0,65.25
2020-07-14,0.01383,0.01403,0.01372,0.01403,473.0,6.635
2020-07-15,0.01403,0.01401,0.01391,0.01401,2349.0,32.9
2020-07-16,0.01401,0.01386,0.01344,0.01344,720.0,9.675
2020-07-17,0.01251,0.01346,0.012,0.01273,19944582.47,253853.41
2020-07-18,0.01273,0.01367,0.0111,0.01331,26880797.37,357701.94
2020-07-19,0.01331,0.01373,0.01115,0.01253,17681602.39,221617.44
2020-07-20,0.01253,0.0164,0.01155,0.01567,168063820.24,2633754.71
2020-07-21,0.0147,0.01742,0.0153,0.01742,1618.0,28.19
2020-07-22,0.01742,0.02926,0.01873,0.02332,15416.0,359.56
2020-07-23,0.02332,0.03129,0.02325,0.02977,6899.0,205.38
2020-07-24,0.02977,0.0302,0.02143,0.02395,5496.0,131.62
2020-07-25,0.02395,0.02659,0.01987,0.02153,45377.0,977.17
2020-07-26,0.02153,0.02734,0.01689,0.01952,14949.0,291.76
2020-07-27,0.01952,0.0202,0.01655,0.01665,13635.0,227.04
2020-07-28,0.01665,0.02107,0.0164,0.01926,21009.0,404.65
2020-07-29,0.01926,0.02775,0.01798,0.02771,39025.0,1081.45
2020-07-30,0.02771,0.03356,0.01938,0.01938,19288.0,373.75
2020-07-31,0.01938,0.03058,0.02005,0.02388,18142.0,433.19
2020-08-01,0.02388,0.02667,0.02212,0.02226,1475.0,32.83
2020-08-02,0.02226,0.02368,0.02014,0.02306,2005.0,46.23
2020-08-03,0.02306,0.02393,0.02205,0.02205,6564.0,144.74
2020-08-04,0.02205,0.02618,0.02167,0.02618,1195.0,31.28
2020-08-05,0.02618,0.03079,0.02689,0.02689,60464.0,1625.7
2020-08-06,0.02689,0.03374,0.02648,0.03374,13409.0,452.46
2020-08-07,0.03374,0.03608,0.03236,0.03236,26593.0,860.51
2020-08-08,0.03236,0.03679,0.03389,0.03477,19218.0,668.22
2020-08-09,0.03437,0.03658,0.03225,0.03436,84815644.52,2914082.31
2020-08-10,0.03516,0.03567,0.03259,0.03329,2668.0,88.83
2020-08-11,0.03329,0.03187,0.02752,0.02843,11656.0,331.4
2020-08-12,0.02843,0.03397,0.02888,0.03366,8261.0,278.05
2020-08-13,0.03366,0.03933,0.0326,0.0335,27196.0,910.96
2020-08-14,0.0335,0.04398,0.03359,0.03951,12924.0,510.62
2020-08-15,0.03951,0.03898,0.03496,0.03598,36673.0,1319.4
2020-08-16,0.03598,0.03706,0.03506,0.0351,14902.0,523.04
2020-08-17,0.0351,0.03683,0.03304,0.03304,3734.0,123.37
2020-08-18,0.03395,0.03611,0.03192,0.03408,48205623.42,1642682.13
2020-08-19,0.0342,0.03605,0.03211,0.03605,5029.0,181.29
2020-08-20,0.03605,0.04231,0.03643,0.03667,4921.0,180.45
2020-08-21,0.03667,0.0342,0.03135,0.03135,10320.0,323.56
2020-08-22,0.03135,0.03202,0.0295,0.03202,8134.0,260.45
2020-08-23,0.03209,0.03216,0.02971,0.03053,33015017.02,1007848.84
2020-08-24,0.03074,0.03217,0.03126,0.03126,57862.0,1808.72
2020-08-25,0.03151,0.03105,0.0264,0.02731,48999481.11,1338011.66
2020-08-26,0.02784,0.03348,0.02768,0.031,9877.0,306.16
2020-08-27,0.0313,0.03116,0.01904,0.02787,70249096.17,1958145.03
2020-08-28,0.02652,0.02956,0.02723,0.02837,33450.0,948.91
2020-08-29,0.02837,0.02902,0.02746,0.02746,5848.0,160.57
2020-08-30,0.02746,0.02954,0.02787,0.02787,10203.0,284.41
2020-08-31,0.02787,0.03515,0.02796,0.03326,37711.0,1254.13
2020-09-01,0.03326,0.03645,0.02944,0.02944,11423.0,336.27
2020-09-02,0.02944,0.028,0.02651,0.02762,18294.0,505.22
2020-09-03,0.02792,0.02493,0.01974,0.02025,47349077.38,958700.15
2020-09-04,0.02025,0.02177,0.01978,0.02135,17496110.9,373600.64
2020-09-05,0.0215,0.01868,0.01707,0.01707,10353.0,176.73
2020-09-06,0.01698,0.01939,0.01621,0.01919,31374838.03,601985.63
2020-09-07,0.01919,0.0219,0.01754,0.01941,35078978.27,680843.67
2020-09-08,0.01941,0.01894,0.01712,0.01732,16955672.2,293668.91
2020-09-09,0.01732,0.01943,0.01698,0.01923,18691340.24,359438.92
2020-09-10,0.01905,0.02751,0.01997,0.02403,15843.0,380.63
2020-09-11,0.02403,0.0258,0.02377,0.02377,1140.0,27.09
2020-09-12,0.02377,0.02605,0.024,0.02605,8838.0,230.23
2020-09-13,0.02605,0.0246,0.02328,0.02382,9633.0,229.41
2020-09-14,0.02382,0.02452,0.02334,0.02334,1843.0,43.02
2020-09-15,0.02334,0.02446,0.02136,0.02136,1362.0,29.09
2020-09-16,0.02136,0.02204,0.0203,0.02204,5859.0,129.15
2020-09-17,0.02204,0.02351,0.02166,0.02166,843.0,18.26
2020-09-18,0.02123,0.02188,0.02024,0.02067,13158127.95,272012.88
2020-09-19,0.02067,0.02183,0.01973,0.02028,8181125.97,165937.83
2020-09-20,0.02105,0.02075,0.01956,0.02067,618.0,12.78
2020-09-21,0.0201,0.02021,0.01677,0.01823,11983374.24,218477.82
2020-09-22,0.01823,0.01949,0.01707,0.01886,11430944.85,215555.23
2020-09-23,0.01886,0.01884,0.01536,0.01546,8863544.55,137026.11
2020-09-24,0.01737,0.01894,0.01691,0.01691,637.0,10.77
2020-09-25,0.01773,0.01893,0.01711,0.01882,12188975.52,229416.65
2020-09-26,0.01882,0.01975,0.0175,0.01975,15662206.07,309343.97
2020-09-27,0.01975,0.01984,0.01703,0.01854,11299121.85,209532.37
2020-09-28,0.01854,0.01926,0.01637,0.01862,8982837.53,167226.84
2020-09-29,0.01909,0.01957,0.01897,0.01897,5956.0,112.99
2020-09-30,0.01897,0.01912,0.01897,0.01897,14729.0,279.38
2020-10-01,0.018,0.01901,0.01445,0.01763,17343201.42,305827.09
2020-10-02,0.01763,0.01798,0.01428,0.01639,14654182.45,240237.62
2020-10-03,0.01639,0.01709,0.01572,0.01593,13599157.68,216683.27
2020-10-04,0.01593,0.01708,0.01537,0.01644,16013606.83,263268.51
2020-10-05,0.01644,0.01835,0.01533,0.01684,18173692.45,306051.73
2020-10-06,0.01684,0.01707,0.01421,0.01453,14823948.02,215352.58
2020-10-07,0.01453,0.01516,0.01334,0.01451,11699547.35,169816.95
2020-10-08,0.01451,0.01661,0.01377,0.01618,13440247.13,217402.88
2020-10-09,0.01411,0.01468,0.01362,0.01385,54308.0,752.31
2020-10-10,0.01385,0.0149,0.01384,0.0149,21289.0,317.25
2020-10-11,0.0149,0.01504,0.01397,0.01397,1222.0,17.07
2020-10-12,0.01397,0.01555,0.01444,0.01555,825.0,12.83
2020-10-13,0.01555,0.01533,0.01533,0.01533,28136.0,431.19
2020-10-14,0.01533,0.01659,0.01523,0.01655,22466.0,371.7
2020-10-15,0.01714,0.01738,0.01531,0.01634,10653776.82,174101.89
2020-10-16,0.01394,0.01349,0.01349,0.01349,1271.0,17.15
2020-10-17,0.01349,0.01642,0.0136,0.01405,21988.0,308.98
2020-10-18,0.01591,0.0175,0.01393,0.01646,9799657.37,161342.17
2020-10-19,0.01443,0.01487,0.01447,0.01447,972.0,14.06
2020-10-20,0.01447,0.0148,0.01361,0.01361,936.0,12.74
2020-10-21,0.01361,0.01444,0.01364,0.01364,3417.0,46.62
2020-10-22,0.01364,0.01445,0.01442,0.01444,4060.0,58.61
2020-10-23,0.01624,0.01734,0.01345,0.01643,10288825.52,169047.91
2020-10-24,0.01643,0.0172,0.01378,0.01628,4885773.35,79522.81
2020-10-25,0.01535,0.01512,0.01366,0.01383,20314.0,280.87
2020-10-26,0.01383,0.01623,0.01128,0.01382,30770.0,425.3
2020-10-27,0.01608,0.01719,0.01446,0.01583,2992898.19,47375.73
2020-10-28,0.01583,0.01581,0.01249,0.01422,2811078.32,39962.26
2020-10-29,0.01422,0.01521,0.01252,0.01319,4368258.95,57630.16
2020-10-30,0.01319,0.01384,0.01085,0.01302,9257067.46,120557.68
2020-10-31,0.01302,0.01436,0.01118,0.01298,9211276.73,119518.21
