# Dataset Report: Hedera (HBAR)
# Coin Name: Hedera
# Symbol: HBAR
# Approx Row Count: 2323
# Date Range: 2019-09-20 to 2026-01-28
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_HBAR, Volume_USD
# --------------------------------------------------
Date,open,high,low,close,Volume_HBAR,Volume_USD
2020-09-17,0.03615,0.0371,0.03365,0.03461,10671263.93,376873.09
2020-09-18,0.03461,0.03575,0.03421,0.03436,3868330.0,134355.32
2020-09-19,0.03436,0.0356,0.03425,0.03451,2029589.29,70073.68
2020-09-20,0.03451,0.03584,0.03321,0.03351,2528540.72,85834.36
2020-09-21,0.03351,0.03382,0.0302,0.03144,4043183.95,127156.67
2020-09-22,0.03144,0.03338,0.03074,0.03202,3790992.98,120112.22
2020-09-23,0.03202,0.03214,0.02951,0.02989,5403444.05,167190.75
2020-09-24,0.02989,0.03248,0.02953,0.0322,4926549.76,151521.72
2020-09-25,0.0322,0.03315,0.03146,0.03228,4803665.85,155206.37
2020-09-26,0.03228,0.03338,0.03216,0.03221,4437089.38,144711.34
2020-09-27,0.03221,0.03254,0.03107,0.03157,4449034.78,141016.97
2020-09-28,0.03157,0.03404,0.03141,0.03183,8097892.15,260716.49
2020-09-29,0.03183,0.03364,0.0314,0.03204,3520215.2,112522.37
2020-09-30,0.03204,0.03213,0.03122,0.03178,3288613.37,104352.25
2020-10-01,0.03178,0.03235,0.02992,0.03088,5068724.14,158031.7
2020-10-02,0.03088,0.03138,0.02922,0.03038,5671046.65,171562.14
2020-10-03,0.03038,0.0319,0.03005,0.031,4064296.21,124719.74
2020-10-04,0.031,0.03175,0.03027,0.03134,3064806.67,94583.32
2020-10-05,0.03134,0.03148,0.03022,0.03115,9985850.46,310813.01
2020-10-06,0.03115,0.03144,0.0295,0.03003,5735645.86,174341.3
2020-10-07,0.03003,0.03049,0.02952,0.03026,3411455.78,102358.59
2020-10-08,0.03026,0.03279,0.03017,0.032,6531055.32,208294.49
2020-10-09,0.032,0.03668,0.03196,0.0344,16829467.11,569925.05
2020-10-10,0.0344,0.03576,0.03411,0.03445,6412450.82,223134.15
2020-10-11,0.03445,0.0353,0.03373,0.034,2669406.77,91455.83
2020-10-12,0.034,0.03587,0.03311,0.03402,3780813.77,128889.42
2020-10-13,0.03402,0.03598,0.03364,0.03401,4944116.78,170356.77
2020-10-14,0.03401,0.03491,0.03311,0.03483,3504938.63,120453.91
2020-10-15,0.03483,0.03497,0.03311,0.0336,3750258.04,128449.19
2020-10-16,0.0336,0.03469,0.03096,0.03146,4371611.17,140169.46
2020-10-17,0.03146,0.03179,0.03107,0.03154,1729316.75,54214.11
2020-10-18,0.03154,0.032,0.0311,0.03162,1243106.78,39022.02
2020-10-19,0.03162,0.032,0.03073,0.0318,2106119.67,65631.96
2020-10-20,0.0318,0.03188,0.03003,0.0303,2393197.91,73757.42
2020-10-21,0.0303,0.03394,0.03022,0.0314,3194621.98,99669.95
2020-10-22,0.0314,0.03499,0.03065,0.03236,3421062.92,111766.46
2020-10-23,0.03236,0.03468,0.03177,0.03308,3592412.27,117770.79
2020-10-24,0.03308,0.03361,0.03243,0.03264,2576782.12,84698.98
2020-10-25,0.03264,0.03356,0.032,0.03244,1951759.0,63782.67
2020-10-26,0.03244,0.03257,0.03053,0.0307,4139448.04,130267.2
2020-10-27,0.0307,0.03135,0.0305,0.03123,4335089.38,134017.63
2020-10-28,0.03123,0.03168,0.0299,0.03015,1633681.44,49597.42
2020-10-29,0.03015,0.0311,0.02916,0.0297,1994483.43,59665.52
2020-10-30,0.0297,0.03058,0.0289,0.02932,6294337.06,184099.84
2020-10-31,0.02932,0.03124,0.02881,0.0295,1311465.3,38931.01
2020-11-01,0.0295,0.02998,0.0289,0.02976,1554787.78,45518.35
2020-11-02,0.02976,0.03139,0.0288,0.02989,2136354.13,63408.63
2020-11-03,0.02989,0.02989,0.02814,0.02855,805425.33,23231.37
2020-11-04,0.02855,0.02904,0.02767,0.02873,1443830.0,41061.24
2020-11-05,0.02873,0.0305,0.02831,0.0298,994265.16,29122.77
2020-11-06,0.0298,0.0317,0.0298,0.03142,956737.14,29403.73
2020-11-07,0.03142,0.0321,0.02905,0.03001,1037746.97,32238.27
2020-11-08,0.03001,0.03099,0.03,0.0304,601294.21,18233.78
2020-11-09,0.0304,0.03127,0.02977,0.03127,1000967.09,30718.64
2020-11-10,0.03127,0.03299,0.03125,0.03155,1382665.11,44323.95
2020-11-11,0.03155,0.03509,0.03144,0.03326,9806523.15,332555.13
2020-11-12,0.03326,0.03342,0.03095,0.031,2757863.14,88510.51
2020-11-13,0.031,0.0334,0.031,0.0323,2450352.93,79294.25
2020-11-14,0.0323,0.03375,0.03156,0.032,3447001.54,112006.14
2020-11-15,0.032,0.032,0.03073,0.03141,1817350.49,57042.99
2020-11-16,0.03141,0.03239,0.0312,0.03204,2281082.25,72625.33
2020-11-17,0.03204,0.03257,0.03031,0.03098,4576086.27,142569.83
2020-11-18,0.03098,0.03179,0.02967,0.0303,5070528.31,154122.34
2020-11-19,0.0303,0.03177,0.02967,0.03034,4153136.3,127647.64
2020-11-20,0.03034,0.031,0.03021,0.03073,4517333.41,139086.55
2020-11-21,0.03073,0.03369,0.03053,0.03307,8188149.35,257997.41
2020-11-22,0.03307,0.03501,0.03157,0.03388,5418096.33,179261.35
2020-11-23,0.03388,0.03526,0.03284,0.03523,7193691.29,245739.61
2020-11-24,0.03523,0.03899,0.03351,0.03655,14071136.81,509462.37
2020-11-25,0.03655,0.0389,0.03494,0.03636,9358832.72,345951.85
2020-11-26,0.03636,0.0372,0.03076,0.0326,13123873.87,428202.73
2020-11-27,0.0326,0.0335,0.03106,0.03315,6022251.72,194154.72
2020-11-28,0.03315,0.03479,0.032,0.034,3586703.67,119498.94
2020-11-29,0.034,0.03439,0.03263,0.03369,3942994.28,133247.87
2020-11-30,0.03369,0.0349,0.0331,0.0347,4526919.74,155359.89
2020-12-01,0.0347,0.03598,0.03208,0.03421,5096574.28,171384.25
2020-12-02,0.03421,0.03866,0.03302,0.03761,8774053.21,318338.56
2020-12-03,0.03761,0.03952,0.03612,0.03912,10748485.31,408980.09
2020-12-04,0.03912,0.03912,0.03466,0.03546,6635155.14,239297.49
2020-12-05,0.03546,0.0375,0.0347,0.03642,5847736.72,209280.63
2020-12-06,0.03642,0.03734,0.03407,0.03637,2348159.9,84282.31
2020-12-07,0.03637,0.04037,0.03599,0.03823,6605154.44,253415.54
2020-12-08,0.03823,0.03939,0.03503,0.03584,3072579.22,113985.88
2020-12-09,0.03584,0.03688,0.0338,0.03654,5501550.49,193450.76
2020-12-10,0.03654,0.03669,0.03421,0.03583,5788602.43,205113.89
2020-12-11,0.03583,0.03586,0.03281,0.03344,4905771.55,164367.18
2020-12-12,0.03344,0.03546,0.0334,0.0348,3609574.56,124586.83
2020-12-13,0.0348,0.03528,0.0342,0.03476,2443205.22,84866.89
2020-12-14,0.03476,0.03508,0.03404,0.03468,1693935.85,58470.75
2020-12-15,0.03468,0.03518,0.03392,0.0345,3328385.43,115177.2
2020-12-16,0.0345,0.03609,0.03406,0.03528,5306371.57,186634.75
2020-12-17,0.03528,0.03625,0.03406,0.03461,7975210.92,280653.96
2020-12-18,0.03461,0.03595,0.03416,0.03566,4472837.0,156505.09
2020-12-19,0.03566,0.03735,0.03502,0.03586,5815809.29,209197.28
2020-12-20,0.03586,0.0376,0.03512,0.0372,4929648.8,179609.8
2020-12-21,0.0372,0.03812,0.03399,0.03658,8573126.61,307957.1
2020-12-22,0.03658,0.03793,0.03562,0.03678,12191622.92,447312.29
2020-12-23,0.03678,0.0369,0.02953,0.03018,13184604.75,438357.65
2020-12-24,0.03018,0.03328,0.02923,0.03312,13365534.48,409357.24
2020-12-25,0.03312,0.03396,0.03132,0.03228,5411963.75,176407.46
2020-12-26,0.03228,0.04533,0.03105,0.03228,10687306.93,378972.09
2020-12-27,0.03228,0.03518,0.031,0.03173,5288856.37,169721.35
2020-12-28,0.03173,0.03516,0.03139,0.03379,9557912.27,323132.54
2020-12-29,0.03379,0.03385,0.03116,0.0327,8219490.14,266586.23
2020-12-30,0.0327,0.03314,0.03123,0.03252,4775963.97,152868.97
2020-12-31,0.03252,0.03254,0.03096,0.03183,6742265.18,212873.91
2021-01-01,0.03183,0.03353,0.03145,0.03302,5282272.65,172158.8
2021-01-02,0.03302,0.03437,0.03175,0.03322,5369769.96,175405.57
2021-01-03,0.03322,0.03384,0.03156,0.03301,6607090.93,216690.4
2021-01-04,0.03301,0.03488,0.02988,0.03241,13602223.94,437734.83
2021-01-05,0.03241,0.03984,0.03202,0.03736,21217226.85,763874.84
2021-01-06,0.03736,0.03939,0.03385,0.03845,17144566.84,637383.95
2021-01-07,0.03845,0.04324,0.03685,0.03842,29866503.98,1176265.6
2021-01-08,0.03842,0.06725,0.03787,0.06109,76342458.61,4119103.67
2021-01-09,0.06109,0.0615,0.04887,0.05104,61517746.57,3262170.11
2021-01-10,0.05104,0.053,0.04234,0.04941,35209841.71,1688876.73
2021-01-11,0.04941,0.04941,0.03647,0.04297,29605472.75,1222268.55
2021-01-12,0.04297,0.04933,0.0416,0.04684,29153074.11,1334683.16
2021-01-13,0.04684,0.05474,0.04426,0.05343,33003030.31,1661583.66
2021-01-14,0.05343,0.06094,0.05092,0.05669,31480117.59,1781010.3
2021-01-15,0.05669,0.0571,0.04908,0.05531,22888114.05,1219967.15
2021-01-16,0.05531,0.06508,0.0545,0.05982,42485425.15,2539293.22
2021-01-17,0.05982,0.06746,0.05429,0.06165,43248720.97,2590234.13
2021-01-18,0.06165,0.06526,0.05754,0.06485,32463588.02,2009142.04
2021-01-19,0.06485,0.07238,0.06185,0.07084,57239304.55,3878036.58
2021-01-20,0.07084,0.119,0.06823,0.1014,191502212.92,17936488.62
2021-01-21,0.1014,0.127,0.09142,0.09475,120034463.95,12889462.0
2021-01-22,0.09475,0.1042,0.07612,0.09649,55319071.17,5089568.51
2021-01-23,0.09649,0.1022,0.09031,0.09631,24233300.43,2302203.04
2021-01-24,0.09631,0.09725,0.0905,0.09421,15238998.95,1424915.51
2021-01-25,0.09421,0.09679,0.09064,0.0913,19150505.15,1795494.9
2021-01-26,0.0913,0.095,0.08334,0.08988,17642228.64,1573512.76
2021-01-27,0.08988,0.08988,0.07656,0.07978,23132055.95,1880226.9
2021-01-28,0.07978,0.09744,0.07639,0.0919,35961522.81,3197521.32
2021-01-29,0.0919,0.09526,0.08413,0.08726,35978616.43,3196007.47
2021-01-30,0.08726,0.08759,0.08,0.08089,22562913.9,1871806.98
2021-01-31,0.08089,0.08757,0.07655,0.08264,26044022.24,2102738.53
2021-02-01,0.08264,0.09213,0.0783,0.08899,28337415.91,2375076.55
2021-02-02,0.08899,0.09973,0.0847,0.09277,37036770.69,3395033.16
2021-02-03,0.09277,0.09756,0.09011,0.09628,15760726.08,1476655.64
2021-02-04,0.09628,0.0986,0.08739,0.08965,18279538.62,1683343.17
2021-02-05,0.08965,0.1002,0.08946,0.0998,20072304.04,1920372.48
2021-02-06,0.0998,0.1161,0.09566,0.1041,39583633.07,4110527.76
2021-02-07,0.1041,0.1054,0.0901,0.09687,24482153.36,2354951.98
2021-02-08,0.09687,0.104,0.09341,0.1006,20441591.62,2014732.55
2021-02-09,0.1006,0.1138,0.09805,0.1054,29992090.14,3138343.61
2021-02-10,0.1054,0.1181,0.09985,0.1084,26822067.27,2900218.55
2021-02-11,0.1084,0.1419,0.1039,0.1348,47985835.93,5985497.31
2021-02-12,0.1348,0.1427,0.1259,0.1386,31658042.87,4249150.13
2021-02-13,0.1386,0.1487,0.1272,0.1387,27062002.57,3721131.34
2021-02-14,0.1387,0.1392,0.1223,0.1269,17173542.47,2242245.77
2021-02-15,0.1269,0.1534,0.1102,0.1436,44848210.1,6045763.2
2021-02-16,0.1436,0.1477,0.1317,0.1367,21800973.89,3046557.93
2021-02-17,0.1367,0.1418,0.1278,0.1389,14455519.17,1966231.64
2021-02-18,0.1389,0.1497,0.137,0.1493,22741557.07,3278831.57
2021-02-19,0.1493,0.1597,0.1372,0.1524,25845637.95,3804062.17
2021-02-20,0.1524,0.1539,0.1372,0.1406,22276995.07,3270648.39
2021-02-21,0.1406,0.1516,0.1372,0.1454,15099481.55,2207962.83
2021-02-22,0.1454,0.1466,0.115,0.1355,26954030.67,3614398.5
2021-02-23,0.1355,0.1397,0.09572,0.1192,40526544.14,4616937.07
2021-02-24,0.1192,0.1432,0.1104,0.1282,32409585.95,4098455.91
2021-02-25,0.1282,0.1438,0.1157,0.117,26665493.68,3457507.97
2021-02-26,0.117,0.1267,0.1102,0.1184,20073970.47,2380940.55
2021-02-27,0.1184,0.1251,0.1158,0.1185,20375238.55,2467078.39
2021-02-28,0.1185,0.1343,0.1034,0.1161,21314101.78,2472076.08
2021-03-01,0.1161,0.1279,0.1142,0.1251,25017954.3,3029926.04
2021-03-02,0.1251,0.1279,0.1159,0.1228,26310159.75,3215923.11
2021-03-03,0.1228,0.1364,0.1203,0.1281,19358934.01,2444050.81
2021-03-04,0.1281,0.1778,0.1279,0.1584,117589001.26,18210253.42
2021-03-05,0.1584,0.1585,0.1415,0.1486,41435319.86,6169083.2
2021-03-06,0.1486,0.1536,0.1367,0.1448,19670800.9,2844478.45
2021-03-07,0.1448,0.1559,0.1448,0.1523,21936488.6,3291900.77
2021-03-08,0.1523,0.1844,0.1481,0.1743,48555206.33,8215171.71
2021-03-09,0.1743,0.2134,0.1682,0.2104,77158775.76,15213602.14
2021-03-10,0.2104,0.2391,0.1824,0.2218,75737044.14,15973216.82
2021-03-11,0.2218,0.2787,0.2082,0.2692,73336419.06,18328516.95
2021-03-12,0.2692,0.2784,0.2444,0.2707,38062713.29,9953685.8
2021-03-13,0.2707,0.2778,0.2556,0.2778,35722732.1,9507454.57
2021-03-14,0.2778,0.3944,0.2776,0.3643,124555340.73,43488086.28
2021-03-15,0.3643,0.4559,0.3542,0.4031,78592911.64,32285778.47
2021-03-16,0.4031,0.4094,0.3259,0.3434,53450503.39,19103433.41
2021-03-17,0.3434,0.3832,0.296,0.3583,60659062.81,20401345.98
2021-03-18,0.3583,0.3738,0.3293,0.344,24945813.37,8754602.84
2021-03-19,0.344,0.3615,0.3321,0.3451,18221750.81,6318384.69
2021-03-20,0.3451,0.3501,0.3153,0.3162,19888365.39,6637957.56
2021-03-21,0.3162,0.3569,0.3093,0.3418,24326426.03,8089835.31
2021-03-22,0.3418,0.3547,0.3036,0.3138,27295834.31,9040934.38
2021-03-23,0.3138,0.3369,0.3002,0.3198,19902901.61,6359651.15
2021-03-24,0.3198,0.3397,0.2889,0.2975,19964306.45,6378460.04
2021-03-25,0.2975,0.3142,0.2826,0.302,16447822.92,4927048.7
2021-03-26,0.302,0.3475,0.3014,0.3459,14812232.03,4741456.22
2021-03-27,0.3459,0.3551,0.321,0.3387,14008825.44,4725662.79
2021-03-28,0.3387,0.3436,0.3252,0.3374,10096175.64,3382499.27
2021-03-29,0.3374,0.4378,0.3346,0.3715,60008729.67,23498859.25
2021-03-30,0.3715,0.4135,0.3611,0.3871,28400636.88,11008382.97
2021-03-31,0.3871,0.3886,0.338,0.3611,24386973.86,8832787.18
2021-04-01,0.3611,0.3648,0.3354,0.3453,19191039.99,6648052.16
2021-04-02,0.3453,0.3546,0.3338,0.3528,17137069.01,5856092.31
2021-04-03,0.3528,0.354,0.3068,0.3109,21535104.63,7115435.92
2021-04-04,0.3109,0.3373,0.3065,0.3252,15650529.55,5012295.97
2021-04-05,0.3252,0.3276,0.3046,0.3172,20858430.93,6619577.07
2021-04-06,0.3172,0.34,0.3054,0.3265,25316050.41,8109697.94
2021-04-07,0.3265,0.3285,0.2802,0.2994,30311224.34,9203965.06
2021-04-08,0.2994,0.3278,0.2971,0.3277,17951797.58,5664676.29
2021-04-09,0.3277,0.3668,0.3275,0.3375,32027653.9,11006322.47
2021-04-10,0.3375,0.3456,0.3194,0.3305,17723750.15,5911594.01
2021-04-11,0.3305,0.383,0.3305,0.3484,30068623.96,10676776.24
2021-04-12,0.3484,0.3658,0.3301,0.3566,23566821.27,8124339.95
2021-04-13,0.3566,0.4103,0.3344,0.4096,29549673.1,10726625.38
2021-04-14,0.4096,0.4136,0.3603,0.3748,35521933.53,13523513.66
2021-04-15,0.3748,0.3842,0.363,0.3809,23863468.78,8947809.84
2021-04-16,0.3809,0.3822,0.3297,0.3507,36423717.05,12805404.35
2021-04-17,0.3507,0.3715,0.3401,0.343,25228909.48,8909144.15
2021-04-18,0.343,0.3458,0.2549,0.31,50398983.6,15451120.62
2021-04-19,0.31,0.3228,0.2706,0.2885,42664306.73,12753487.38
2021-04-20,0.2885,0.3463,0.2646,0.3239,71487021.29,21902128.23
2021-04-21,0.3239,0.3244,0.2885,0.292,29449035.22,8988177.44
2021-04-22,0.292,0.3051,0.2543,0.2582,36220519.86,10250124.07
2021-04-23,0.2582,0.2694,0.2025,0.2689,56015987.81,13435806.99
2021-04-24,0.2689,0.2694,0.2386,0.2444,20661123.69,5222059.61
2021-04-25,0.2444,0.2665,0.2329,0.2463,16923006.53,4226394.43
2021-04-26,0.2463,0.2914,0.2428,0.2853,32013567.82,8878790.78
2021-04-27,0.2853,0.3149,0.2784,0.3037,28891728.34,8540121.05
2021-04-28,0.3037,0.3103,0.2751,0.2873,24740940.46,7206738.72
2021-04-29,0.2873,0.3138,0.2713,0.2866,23629339.04,6858927.3
2021-04-30,0.2866,0.3054,0.2788,0.2997,19335100.27,5677237.0
2021-05-01,0.2997,0.3372,0.2835,0.3268,36009344.63,11298326.39
2021-05-02,0.3268,0.3455,0.2962,0.329,30789269.94,9897480.36
2021-05-03,0.329,0.3402,0.3162,0.322,16760719.89,5506761.25
2021-05-04,0.322,0.3236,0.2762,0.2787,32782630.88,9663653.84
2021-05-05,0.2787,0.3179,0.2747,0.315,37646902.69,11221479.41
2021-05-06,0.315,0.3199,0.2904,0.2995,30763499.29,9391843.51
2021-05-07,0.2995,0.3214,0.2881,0.3056,28208191.31,8625554.71
2021-05-08,0.3056,0.3071,0.2911,0.2972,19222062.98,5762407.26
2021-05-09,0.2972,0.2999,0.2756,0.2922,25296753.04,7288953.74
2021-05-10,0.2922,0.3001,0.2524,0.2648,43017253.79,12097315.62
2021-05-11,0.2648,0.2851,0.2621,0.2834,27356586.8,7475125.61
2021-05-12,0.2834,0.2869,0.2331,0.2398,24162958.43,6489452.06
2021-05-13,0.2398,0.4089,0.2257,0.3339,157260404.11,50124246.46
2021-05-14,0.3339,0.3916,0.3152,0.3359,123245711.97,43230342.15
2021-05-15,0.3359,0.3359,0.2953,0.3123,58444009.47,18307932.44
2021-05-16,0.3123,0.3623,0.3003,0.3292,81299693.27,26915059.06
2021-05-17,0.3292,0.3515,0.2855,0.2923,50071122.4,15320096.77
2021-05-18,0.2923,0.3469,0.2848,0.3359,57807166.59,18069667.52
2021-05-19,0.3359,0.3444,0.1672,0.2165,113076813.46,29770239.88
2021-05-20,0.2165,0.2897,0.1905,0.2738,83421883.62,20769065.92
2021-05-21,0.2738,0.2944,0.1943,0.2376,80339167.59,19677109.09
2021-05-22,0.2376,0.2957,0.2045,0.2687,95992404.46,25090703.54
2021-05-23,0.2687,0.2692,0.1889,0.2323,78647785.59,17684809.14
2021-05-24,0.2323,0.2706,0.2166,0.2552,50053321.0,12159617.03
2021-05-25,0.2552,0.2656,0.2286,0.2529,36506019.83,9012796.35
2021-05-26,0.2529,0.2762,0.2473,0.274,47322978.82,12414630.77
2021-05-27,0.274,0.274,0.2483,0.2545,36415110.41,9393271.32
2021-05-28,0.2545,0.2599,0.2088,0.2183,50538284.2,11522465.41
2021-05-29,0.2183,0.2242,0.1995,0.2093,37123636.39,7821553.73
2021-05-30,0.2093,0.2287,0.1991,0.2178,26564759.65,5770944.91
2021-05-31,0.2178,0.2349,0.2058,0.2339,26338758.25,5839453.57
2021-06-01,0.2339,0.2377,0.2169,0.2264,20037148.68,4526853.37
2021-06-02,0.2264,0.2443,0.217,0.2319,19851504.76,4582342.86
2021-06-03,0.2319,0.2668,0.2295,0.2571,39061587.97,9701355.25
2021-06-04,0.2571,0.2587,0.2205,0.2323,28336487.58,6697410.03
2021-06-05,0.2323,0.2407,0.2129,0.2223,21416458.05,4830831.27
2021-06-06,0.2223,0.2312,0.22,0.2288,11613408.05,2610954.32
2021-06-07,0.2288,0.2346,0.2057,0.2072,21191057.66,4709947.93
2021-06-08,0.2072,0.2236,0.1902,0.2166,43573332.13,9042774.38
2021-06-09,0.2166,0.2202,0.2001,0.218,33405327.41,7026210.13
2021-06-10,0.218,0.2188,0.2016,0.2049,26996714.71,5627864.99
2021-06-11,0.2049,0.2113,0.1951,0.2007,18451230.67,3759808.4
2021-06-12,0.2007,0.2007,0.1786,0.1891,29104541.87,5443195.11
2021-06-13,0.1891,0.1996,0.1799,0.1969,25279310.91,4770057.4
2021-06-14,0.1969,0.21,0.1913,0.205,40345090.07,8131255.53
2021-06-15,0.205,0.2187,0.2028,0.2124,35863512.45,7565843.73
2021-06-16,0.2124,0.2135,0.1951,0.2054,30551570.69,6202011.67
2021-06-17,0.2054,0.2165,0.1999,0.2077,53608098.99,11115498.35
2021-06-18,0.2077,0.2299,0.1976,0.2071,72095542.71,15519861.87
2021-06-19,0.2071,0.2118,0.1949,0.1958,22749015.63,4607145.07
2021-06-20,0.1958,0.1988,0.1797,0.1934,23416990.1,4437001.68
2021-06-21,0.1934,0.1966,0.1615,0.1739,87119210.56,15672498.07
2021-06-22,0.1739,0.1788,0.1384,0.1666,83390110.74,13209062.32
2021-06-23,0.1666,0.1915,0.1616,0.1823,53312002.64,9657987.23
2021-06-24,0.1823,0.1952,0.1762,0.1922,24748019.83,4640761.18
2021-06-25,0.1922,0.1949,0.1631,0.1649,35907385.75,6247003.28
2021-06-26,0.1649,0.1954,0.1626,0.179,83825408.16,15335943.89
2021-06-27,0.179,0.183,0.1716,0.1825,15672861.9,2772951.09
2021-06-28,0.1825,0.1848,0.1757,0.1825,15067401.26,2715533.28
2021-06-29,0.1825,0.1958,0.1815,0.1903,19548157.09,3704922.21
2021-06-30,0.1903,0.1954,0.1751,0.1953,23079611.26,4251411.83
2021-07-01,0.1953,0.2142,0.1818,0.2124,89486208.98,17889903.52
2021-07-02,0.2124,0.2124,0.1874,0.1931,21831309.92,4293884.52
2021-07-03,0.1931,0.1955,0.1881,0.1933,12916603.2,2481152.2
2021-07-04,0.1933,0.1973,0.1884,0.1945,11059957.02,2136950.66
2021-07-05,0.1945,0.1945,0.1795,0.1843,19926581.06,3717022.29
2021-07-06,0.1843,0.1903,0.1806,0.1853,16304165.24,3001541.44
2021-07-07,0.1853,0.1919,0.1823,0.1856,15606696.99,2917159.0
2021-07-08,0.1856,0.1873,0.1695,0.1712,17400217.78,3072595.92
2021-07-09,0.1712,0.1777,0.1645,0.1758,20831956.2,3582838.21
2021-07-10,0.1758,0.1771,0.166,0.1695,13530725.46,2300699.28
2021-07-11,0.1695,0.1734,0.1679,0.1713,7334545.06,1254856.06
2021-07-12,0.1713,0.1735,0.1642,0.1682,15989047.96,2688651.35
2021-07-13,0.1682,0.1842,0.1654,0.176,87011969.78,15484003.81
2021-07-14,0.176,0.1763,0.1634,0.1704,23828214.39,4028450.77
2021-07-15,0.1704,0.1861,0.1653,0.1749,82646442.59,14610145.74
2021-07-16,0.1749,0.2005,0.1704,0.1826,108778007.95,20382757.18
2021-07-17,0.1826,0.1942,0.178,0.1875,36784837.34,6827673.75
2021-07-18,0.1875,0.1945,0.1793,0.1809,15611679.91,2890369.47
2021-07-19,0.1809,0.1819,0.1705,0.1727,18266282.51,3181543.32
2021-07-20,0.1727,0.1747,0.1556,0.158,34264853.26,5540846.51
2021-07-21,0.158,0.1718,0.1551,0.1695,23089060.59,3805753.67
2021-07-22,0.1695,0.1765,0.1634,0.1736,16956595.42,2868018.11
2021-07-23,0.1736,0.1751,0.1652,0.1747,16252370.59,2765000.97
2021-07-24,0.1747,0.1819,0.1732,0.1801,20911115.37,3721219.71
2021-07-25,0.1801,0.1805,0.1709,0.1769,12408815.43,2167336.57
2021-07-26,0.1769,0.2097,0.1762,0.1836,53355868.12,10330121.12
2021-07-27,0.1836,0.2051,0.1799,0.1978,79157516.94,15478594.72
2021-07-28,0.1978,0.2074,0.1931,0.1968,39062345.41,7843570.69
2021-07-29,0.1968,0.2053,0.1948,0.2041,18467730.73,3682224.62
2021-07-30,0.2041,0.2178,0.1994,0.2146,28010259.77,5841480.05
2021-07-31,0.2146,0.2185,0.2075,0.2143,17711232.71,3762269.56
2021-08-01,0.2143,0.2191,0.2023,0.2048,19398500.41,4120583.5
2021-08-02,0.2048,0.2127,0.2014,0.2094,13568426.54,2825265.98
2021-08-03,0.2094,0.2275,0.205,0.2147,24816881.54,5346484.12
2021-08-04,0.2147,0.2188,0.2069,0.218,12709182.44,2706801.13
2021-08-05,0.218,0.2218,0.2083,0.2189,16211972.61,3487800.62
2021-08-06,0.2189,0.2194,0.2128,0.2181,12597519.65,2719764.02
2021-08-07,0.2181,0.2264,0.2166,0.2253,26451518.25,5874412.09
2021-08-08,0.2253,0.2255,0.2095,0.2134,21774346.2,4771118.67
2021-08-09,0.2134,0.2229,0.2068,0.2216,17189272.69,3745759.06
2021-08-10,0.2216,0.2307,0.2165,0.2249,22441535.29,5016888.29
2021-08-11,0.2249,0.241,0.2232,0.2284,29697111.73,6883646.57
2021-08-12,0.2272,0.2272,0.2125,0.2184,10339228.6,2249802.82
2021-08-13,0.2184,0.2316,0.2158,0.2314,19446572.48,4412852.37
2021-08-14,0.2314,0.2778,0.227,0.2631,71692471.33,17990880.52
2021-08-15,0.2631,0.2646,0.2408,0.2518,29705487.0,7486412.88
2021-08-16,0.2518,0.2663,0.2414,0.2425,26537626.05,6700622.1
2021-08-17,0.2425,0.2527,0.2247,0.2271,30537724.72,7295510.95
2021-08-18,0.2271,0.2338,0.2159,0.2233,18347935.11,4132207.85
2021-08-19,0.2233,0.2374,0.2187,0.2371,21101524.19,4812075.83
2021-08-20,0.2371,0.2508,0.2342,0.2473,24686797.3,5996591.79
2021-08-21,0.2473,0.2505,0.2394,0.2426,14110584.37,3452651.97
2021-08-22,0.2426,0.2492,0.2332,0.2411,12342366.82,2979541.21
2021-08-23,0.2411,0.265,0.2408,0.2609,33884703.72,8626311.86
2021-08-24,0.2609,0.2914,0.2521,0.2534,67580258.78,18199653.82
2021-08-25,0.2534,0.2614,0.2408,0.258,26480777.98,6737388.67
2021-08-26,0.258,0.2622,0.2317,0.2383,29114495.92,7057526.08
2021-08-27,0.2383,0.2547,0.2291,0.2542,31420808.89,7596980.59
2021-08-28,0.2542,0.2696,0.2493,0.261,23187422.76,6039779.23
2021-08-29,0.261,0.2648,0.25,0.2521,15937447.79,4102894.49
2021-08-30,0.2521,0.257,0.2417,0.2447,20278714.71,5062953.21
2021-08-31,0.2447,0.2759,0.2403,0.2516,42027801.11,10653546.56
2021-09-01,0.2516,0.2651,0.2442,0.2645,33348492.39,8602598.01
2021-09-02,0.2645,0.2783,0.2604,0.2746,46794364.65,12549084.63
2021-09-03,0.2746,0.2862,0.2656,0.2858,38484519.62,10662896.38
2021-09-04,0.2858,0.3196,0.2773,0.3182,71383729.63,21111808.91
2021-09-05,0.3182,0.3182,0.2972,0.3075,51401470.88,15781338.05
2021-09-06,0.3075,0.3191,0.2966,0.3128,39686023.55,12348328.38
2021-09-07,0.3128,0.3444,0.2578,0.2707,123979141.0,37569691.64
2021-09-08,0.2707,0.325,0.2446,0.3187,95151757.0,27456023.73
2021-09-09,0.3187,0.4878,0.3052,0.3304,181063285.79,60935485.54
2021-09-10,0.3304,0.3382,0.2921,0.3164,59975563.95,18980718.75
2021-09-11,0.3164,0.3929,0.3128,0.3634,137217086.15,49453342.62
