# Dataset Report: FUNToken (FUN)
# Coin Name: FUNToken
# Symbol: FUN
# Approx Row Count: 3570
# Date Range: 2016-05-08 to 2026-02-14
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_FUN, Volume_USD
# Note: Launched June 2017. Native token for the decentralized iGaming ecosystem.
# --------------------------------------------------
Date,open,high,low,close,Volume_FUN,Volume_USD
2018-07-08,0.02919,0.02997,0.02884,0.02927,498370.73,14530.82
2018-07-09,0.02927,0.02927,0.02784,0.02784,996296.73,28407.18
2018-07-10,0.02784,0.02893,0.02472,0.02475,2430685.87,64319.4
2018-07-11,0.02475,0.02555,0.02429,0.02478,454063.27,11162.01
2018-07-12,0.02478,0.02478,0.02364,0.02369,931815.5,22444.03
2018-07-13,0.02369,0.02554,0.02356,0.0238,598028.5,14392.93
2018-07-14,0.0238,0.02406,0.02345,0.02345,244116.58,5798.33
2018-07-15,0.02345,0.02555,0.02341,0.02539,259281.87,6393.79
2018-07-16,0.02539,0.02684,0.02431,0.02684,830728.64,21473.91
2018-07-17,0.02684,0.0291,0.02617,0.02884,1852110.49,51441.08
2018-07-18,0.02884,0.0305,0.02824,0.02882,2780592.91,82227.34
2018-07-19,0.02882,0.02942,0.02689,0.0275,692005.57,19213.58
2018-07-20,0.0275,0.0275,0.02509,0.02521,709027.43,18562.7
2018-07-21,0.02521,0.02613,0.02445,0.02611,906197.56,22739.57
2018-07-22,0.02611,0.02641,0.0251,0.02553,424557.53,11018.28
2018-07-23,0.02553,0.02733,0.02474,0.02495,1768988.62,45206.63
2018-07-24,0.02495,0.02693,0.02489,0.02681,544420.07,14259.49
2018-07-25,0.02681,0.02776,0.02681,0.02719,59429.66,1630.03
2018-07-26,0.02719,0.0274,0.0255,0.0255,715192.74,18711.21
2018-07-27,0.0255,0.02581,0.0245,0.02544,786059.31,19574.53
2018-07-28,0.02544,0.026,0.02522,0.02587,621913.42,15866.34
2018-07-29,0.02587,0.02591,0.02503,0.02543,193137.05,4916.62
2018-07-30,0.02543,0.02559,0.02379,0.02521,525021.37,12837.56
2018-07-31,0.02521,0.02521,0.02233,0.0238,573286.49,13180.65
2018-08-01,0.0238,0.02386,0.02207,0.02266,505359.96,11468.42
2018-08-02,0.02266,0.02343,0.02112,0.02167,613507.85,13879.71
2018-08-03,0.02167,0.02299,0.02016,0.02214,1274497.0,26514.23
2018-08-04,0.0223,0.02272,0.02008,0.02119,1289461.89,27690.53
2018-08-05,0.02119,0.0229,0.02073,0.02137,1149140.87,24423.85
2018-08-06,0.02137,0.02221,0.02014,0.0208,484796.3,10518.04
2018-08-07,0.0208,0.02338,0.0208,0.02084,192126.41,4016.94
2018-08-08,0.02003,0.02003,0.0175,0.0175,642727.29,12238.01
2018-08-09,0.0175,0.01967,0.0175,0.01962,354200.64,6740.95
2018-08-10,0.01962,0.01962,0.0175,0.01751,405302.47,7532.63
2018-08-11,0.01751,0.01851,0.0162,0.01764,822620.87,13718.48
2018-08-12,0.01778,0.01813,0.01733,0.0178,2802387.18,49123.69
2018-08-13,0.0178,0.01845,0.0163,0.01642,934206.79,15539.13
2018-08-14,0.01642,0.01642,0.01367,0.01471,2026457.55,29341.67
2018-08-15,0.01471,0.01698,0.01471,0.01693,2339489.43,37353.14
2018-08-16,0.01693,0.0191,0.01688,0.018,2273201.64,41120.56
2018-08-17,0.018,0.02095,0.018,0.02095,1381983.11,27208.98
2018-08-18,0.02095,0.0211,0.01932,0.01959,292828.55,6109.87
2018-08-19,0.01959,0.01981,0.01895,0.01977,327152.5,6304.58
2018-08-20,0.01977,0.01977,0.01808,0.01808,81539.19,1582.21
2018-08-21,0.01808,0.01834,0.01653,0.0178,846074.6,14830.4
2018-08-22,0.01708,0.01708,0.0165,0.0165,31440.25,514.47
2018-08-23,0.0165,0.01699,0.01626,0.01666,309269.06,5143.45
2018-08-24,0.01666,0.0172,0.01626,0.01716,585459.88,9736.46
2018-08-25,0.01716,0.01789,0.01676,0.01676,578668.31,9998.64
2018-08-26,0.01676,0.01729,0.01627,0.01729,111033.57,1866.44
2018-08-27,0.01729,0.0183,0.01671,0.01802,911113.28,15878.5
2018-08-28,0.01802,0.0189,0.01733,0.0189,743628.7,13771.56
2018-08-29,0.0189,0.01895,0.01748,0.01817,1432561.91,26461.12
2018-08-30,0.01817,0.01818,0.01694,0.01773,149028.6,2587.52
2018-08-31,0.01773,0.018,0.01652,0.01766,490410.3,8388.89
2018-09-01,0.01766,0.01845,0.01652,0.01768,1282335.1,22524.37
2018-09-02,0.01768,0.01833,0.01738,0.01821,251288.68,4526.4
2018-09-03,0.01821,0.01839,0.01766,0.01802,147407.38,2688.59
2018-09-04,0.01701,0.01899,0.01701,0.01899,188301.62,3393.72
2018-09-05,0.01899,0.01899,0.01403,0.01522,1664351.37,27440.22
2018-09-06,0.01522,0.01541,0.0145,0.01532,899151.63,13486.45
2018-09-07,0.01532,0.01581,0.01476,0.01482,324893.9,4866.33
2018-09-08,0.01482,0.01599,0.01379,0.01389,405286.45,6011.61
2018-09-09,0.01389,0.01552,0.01348,0.0137,316656.78,4535.27
2018-09-10,0.0137,0.01415,0.0137,0.014,366947.06,5130.09
2018-09-11,0.014,0.014,0.0127,0.01399,2068888.23,27606.68
2018-09-12,0.01399,0.014,0.01136,0.01214,2039684.89,25226.32
2018-09-13,0.01214,0.01449,0.01214,0.01437,1112641.55,14611.48
2018-09-14,0.01437,0.0147,0.01382,0.01397,1162996.65,16699.0
2018-09-15,0.01397,0.01428,0.01366,0.01428,117348.88,1654.68
2018-09-16,0.01428,0.01544,0.0142,0.01544,914958.13,13662.91
2018-09-17,0.01544,0.01665,0.015,0.01584,1322069.74,21105.92
2018-09-18,0.01584,0.0166,0.01532,0.01546,934410.91,14765.49
2018-09-19,0.01546,0.0163,0.01506,0.0163,1341649.44,20949.57
2018-09-20,0.0163,0.01879,0.0163,0.01776,2928041.86,52104.91
2018-09-21,0.01776,0.01889,0.01676,0.0182,1250383.2,22334.37
2018-09-22,0.0182,0.01889,0.01725,0.0175,209615.27,3771.27
2018-09-23,0.0175,0.01889,0.017,0.01808,1218451.44,21585.45
2018-09-24,0.01808,0.01808,0.01665,0.01665,608472.99,10552.62
2018-09-25,0.01665,0.01699,0.0155,0.01596,668338.43,10860.03
2018-09-26,0.01596,0.01718,0.01573,0.0163,1263513.52,20785.98
2018-09-27,0.0163,0.01758,0.01599,0.01758,832434.66,13682.45
2018-09-28,0.01647,0.0171,0.0159,0.016,245531.95,3997.58
2018-09-29,0.016,0.01656,0.01562,0.01591,265515.35,4318.26
2018-09-30,0.01591,0.01656,0.01458,0.01498,655172.48,10365.25
2018-10-01,0.01498,0.0155,0.01483,0.01526,657863.86,9982.42
2018-10-02,0.01526,0.0194,0.01526,0.01601,3318171.93,58207.84
2018-10-03,0.01601,0.01616,0.01515,0.0154,498331.77,7765.59
2018-10-04,0.0154,0.0162,0.01532,0.01576,341303.37,5442.97
2018-10-05,0.01576,0.01603,0.01527,0.01603,212762.93,3311.08
2018-10-06,0.01603,0.01603,0.01497,0.0154,778844.87,12040.71
2018-10-07,0.0154,0.0158,0.015,0.0158,242343.5,3704.24
2018-10-08,0.0158,0.0162,0.01552,0.01619,183983.08,2916.34
2018-10-09,0.01619,0.0162,0.01536,0.01561,244654.8,3861.03
2018-10-10,0.01561,0.016,0.01521,0.016,491020.12,7685.64
2018-10-11,0.016,0.016,0.01309,0.01351,939608.62,13230.92
2018-10-12,0.01351,0.01481,0.01351,0.01424,110293.9,1566.63
2018-10-13,0.01424,0.01463,0.01391,0.0142,123399.63,1749.18
2018-10-14,0.0142,0.01464,0.01406,0.01413,274689.42,3952.05
2018-10-15,0.01413,0.01614,0.01406,0.015,589475.04,9067.65
2018-10-16,0.015,0.0152,0.01424,0.015,224127.3,3287.83
2018-10-17,0.015,0.01516,0.01482,0.0151,21660.21,325.76
2018-10-18,0.0151,0.016,0.01476,0.01476,214575.45,3306.05
2018-10-19,0.01476,0.01595,0.0143,0.01499,1860190.68,27827.31
2018-10-20,0.01499,0.01512,0.01472,0.01473,100745.48,1499.04
2018-10-21,0.01473,0.01512,0.01462,0.01472,24560.4,368.09
2018-10-22,0.01472,0.015,0.014,0.014,537930.48,7588.63
2018-10-23,0.014,0.01498,0.01387,0.0142,336411.75,4811.19
2018-10-24,0.0142,0.01426,0.0135,0.01375,580126.8,8017.4
2018-10-25,0.01375,0.0146,0.0137,0.0142,126483.96,1793.39
2018-10-26,0.0142,0.01487,0.01405,0.01411,1123249.33,16158.69
2018-10-27,0.01411,0.01411,0.01348,0.0135,60102.53,823.15
2018-10-28,0.0135,0.01481,0.01342,0.0142,203888.55,2907.29
2018-10-29,0.0142,0.01578,0.01412,0.01431,1186661.44,17698.03
2018-10-30,0.01431,0.01456,0.01409,0.01419,202122.38,2876.07
2018-10-31,0.01419,0.01448,0.01382,0.014,119429.76,1692.9
2018-11-01,0.014,0.01449,0.0139,0.01409,267944.21,3811.52
2018-11-02,0.01409,0.01469,0.01362,0.01417,215660.34,3039.57
2018-11-03,0.01417,0.01417,0.01357,0.01391,88961.0,1220.1
2018-11-04,0.01391,0.01459,0.01369,0.01432,479292.06,6787.98
2018-11-05,0.01432,0.01454,0.01313,0.0137,548877.02,7509.35
2018-11-06,0.0137,0.01397,0.01322,0.01329,413239.62,5554.63
2018-11-07,0.01329,0.0137,0.01298,0.01327,559292.24,7333.24
2018-11-08,0.01327,0.01327,0.01306,0.01306,231383.62,3033.89
2018-11-09,0.01306,0.01309,0.01221,0.0125,252246.01,3195.74
2018-11-10,0.0125,0.0126,0.01206,0.01241,240668.93,2970.88
2018-11-11,0.01241,0.0137,0.0121,0.01235,621643.88,7825.4
2018-11-12,0.01235,0.01276,0.0122,0.01274,52313.87,653.93
2018-11-13,0.01274,0.013,0.01199,0.01199,978121.76,12029.86
2018-11-14,0.01199,0.01205,0.00933,0.009387,1724176.79,18144.12
2018-11-15,0.009387,0.01089,0.007771,0.008829,1809261.61,15994.1
2018-11-16,0.008829,0.0095,0.008412,0.008622,704674.62,6273.08
2018-11-17,0.008622,0.008947,0.008013,0.008102,237195.92,1987.13
2018-11-18,0.008102,0.0088,0.008102,0.0088,76337.98,644.36
2018-11-19,0.0088,0.0088,0.006434,0.006637,1915083.38,13015.2
2018-11-20,0.006637,0.006796,0.005121,0.005251,2629262.98,14443.76
2018-11-21,0.005251,0.006461,0.00525,0.005998,2566915.83,14980.61
2018-11-22,0.005998,0.006318,0.005639,0.006,1683674.76,10196.45
2018-11-23,0.006,0.006,0.005316,0.00561,752635.74,4129.57
2018-11-24,0.00561,0.005824,0.00451,0.0055,1383123.69,7173.65
2018-11-25,0.0055,0.0055,0.003826,0.0051,1753405.56,7871.58
2018-11-26,0.0051,0.0051,0.00437,0.00437,2043534.15,9417.78
2018-11-27,0.00437,0.004818,0.004,0.0047,5276178.65,23974.04
2018-11-28,0.0047,0.008834,0.0047,0.006115,17351441.25,122002.18
2018-11-29,0.006115,0.006302,0.005549,0.005791,4757083.82,28483.44
2018-11-30,0.005791,0.005791,0.004936,0.005043,1844359.01,9738.81
2018-12-01,0.004995,0.005478,0.004906,0.005352,5750541.61,30222.69
2018-12-02,0.005352,0.005429,0.005182,0.005201,1459834.31,7725.63
2018-12-03,0.005201,0.005201,0.004568,0.004685,2581607.0,12167.02
2018-12-04,0.004685,0.004969,0.0046,0.004821,1523629.65,7255.5
2018-12-05,0.004821,0.00484,0.004504,0.004576,326935.64,1536.52
2018-12-06,0.004576,0.004868,0.004148,0.004148,926828.34,4084.87
2018-12-07,0.004148,0.004337,0.003671,0.003989,3119972.64,12339.8
2018-12-08,0.003989,0.0049,0.003861,0.004137,3372640.71,13903.29
2018-12-09,0.004137,0.004645,0.004085,0.004371,4099506.37,18023.01
2018-12-10,0.004371,0.004494,0.004106,0.004217,559800.37,2399.31
2018-12-11,0.004217,0.005792,0.00381,0.003826,2251268.86,9219.91
2018-12-12,0.003826,0.004198,0.003826,0.004004,1197550.24,4816.94
2018-12-13,0.004004,0.004116,0.003626,0.003638,1916662.47,7304.89
2018-12-14,0.003638,0.003735,0.003493,0.003575,974719.4,3534.36
2018-12-15,0.003575,0.003999,0.003511,0.003709,1591348.68,5781.66
2018-12-16,0.003709,0.003823,0.003521,0.003521,116537.83,428.8
2018-12-17,0.003521,0.004116,0.003496,0.003997,2397522.93,9223.59
2018-12-18,0.003997,0.004207,0.003887,0.004207,1407723.27,5630.1
2018-12-19,0.004207,0.004875,0.004207,0.004524,677776.56,3108.08
2018-12-20,0.004524,0.005458,0.004524,0.004949,10400186.67,50464.44
2018-12-21,0.004949,0.004988,0.004594,0.004658,10274447.73,49204.35
2018-12-22,0.004658,0.004953,0.00451,0.004855,16184849.94,76281.64
2018-12-23,0.004855,0.005418,0.004801,0.004873,4598897.76,22597.45
2018-12-24,0.004873,0.005492,0.004873,0.005114,1324668.25,6844.84
2018-12-25,0.005114,0.005124,0.004507,0.004632,2950180.3,14078.38
2018-12-26,0.004632,0.004723,0.004497,0.004667,808812.84,3744.63
2018-12-27,0.004667,0.004674,0.0043,0.0043,563369.82,2523.58
2018-12-28,0.0043,0.004836,0.00413,0.004559,849677.25,3697.88
2018-12-29,0.004559,0.004733,0.004378,0.004378,348853.55,1584.72
2018-12-30,0.004378,0.004709,0.004266,0.004464,1815033.7,8031.33
2018-12-31,0.004464,0.004626,0.004233,0.004233,570082.63,2566.3
2019-01-01,0.004233,0.004364,0.0041,0.004343,193811.13,826.64
2019-01-02,0.004343,0.005077,0.004322,0.0049,1453869.79,6495.79
2019-01-03,0.0049,0.0049,0.004417,0.004417,82931.32,367.79
2019-01-04,0.004417,0.00479,0.004403,0.00479,125157.1,558.25
2019-01-05,0.00479,0.004901,0.00445,0.004526,484408.2,2263.18
2019-01-06,0.004526,0.004838,0.00445,0.004838,251498.59,1164.02
2019-01-07,0.004838,0.005,0.00465,0.00473,901759.85,4457.07
2019-01-08,0.00473,0.00505,0.004635,0.004765,281244.13,1348.87
2019-01-09,0.004765,0.004804,0.004381,0.004381,113164.25,536.3
2019-01-10,0.004381,0.00478,0.00412,0.00412,243336.47,1037.31
2019-01-11,0.00412,0.004285,0.004074,0.0042,252928.94,1054.95
2019-01-12,0.0042,0.00433,0.004106,0.00433,195104.96,819.11
2019-01-13,0.00433,0.004361,0.004,0.004,986396.0,4091.1
2019-01-14,0.004,0.0047,0.004,0.004232,1749185.94,7348.51
2019-01-15,0.004232,0.004232,0.004004,0.004098,1805164.71,7517.12
2019-01-16,0.004098,0.004466,0.004098,0.004375,2563476.12,11021.45
2019-01-17,0.004375,0.0046,0.004317,0.00451,245938.2,1086.98
2019-01-18,0.00451,0.00451,0.004258,0.004303,131508.63,576.82
2019-01-19,0.004303,0.004894,0.004303,0.0048,865388.17,4077.35
2019-01-20,0.0048,0.005,0.004393,0.004643,1755803.84,8153.01
2019-01-21,0.004643,0.004999,0.004428,0.004774,364610.66,1700.41
2019-01-22,0.004774,0.006029,0.004774,0.005253,6172375.28,34039.4
2019-01-23,0.005253,0.005255,0.004582,0.004682,3121054.62,15104.13
2019-01-24,0.004682,0.004741,0.004498,0.004533,1567613.54,7232.14
2019-01-25,0.004533,0.004694,0.004364,0.00443,1632307.28,7318.29
2019-01-26,0.00443,0.004534,0.0044,0.0044,656902.35,2917.37
2019-01-27,0.0044,0.0044,0.004235,0.004317,399935.79,1713.74
2019-01-28,0.004317,0.004317,0.00383,0.00383,744891.26,2947.62
2019-01-29,0.00383,0.003889,0.003709,0.003866,666771.41,2540.69
2019-01-30,0.003866,0.004049,0.003769,0.003997,901757.53,3555.41
2019-01-31,0.003997,0.003997,0.003773,0.003821,611234.24,2389.84
2019-02-01,0.003821,0.00391,0.003821,0.00391,44892.25,173.89
2019-02-02,0.00391,0.003953,0.003779,0.003929,152883.93,597.51
2019-02-03,0.003929,0.004199,0.003796,0.004096,804969.62,3211.49
2019-02-04,0.004096,0.004096,0.003889,0.003955,303253.16,1216.11
2019-02-05,0.003955,0.004024,0.003671,0.003671,72157.86,279.01
2019-02-06,0.003671,0.003943,0.003671,0.003801,111346.6,430.56
2019-02-07,0.003801,0.003809,0.003801,0.003809,13998.4,53.33
2019-02-08,0.003809,0.004144,0.003795,0.004043,740657.21,2967.53
2019-02-09,0.004043,0.00434,0.003852,0.004059,1074570.73,4460.99
2019-02-10,0.004059,0.004059,0.003799,0.004006,553779.28,2183.24
2019-02-11,0.004006,0.004006,0.003883,0.0039,316021.53,1236.69
2019-02-12,0.0039,0.003921,0.003883,0.003921,10000.0,38.94
2019-02-13,0.003921,0.003968,0.00388,0.003968,299285.8,1166.56
2019-02-14,0.003968,0.003968,0.003579,0.003822,249636.75,937.82
2019-02-15,0.003822,0.003881,0.003803,0.003825,88879.09,340.89
2019-02-16,0.003825,0.003825,0.003401,0.003712,516678.09,1928.85
2019-02-17,0.003712,0.00381,0.003635,0.003761,465563.49,1723.76
2019-02-18,0.003761,0.004,0.003761,0.003921,867007.98,3360.89
2019-02-19,0.003921,0.004045,0.003921,0.004008,237428.42,954.86
2019-02-20,0.004008,0.004256,0.004008,0.004093,969586.5,4000.71
2019-02-21,0.004093,0.004174,0.003955,0.003969,184610.48,751.55
2019-02-22,0.003969,0.004622,0.003854,0.003854,141779.27,572.43
2019-02-23,0.003854,0.004241,0.003854,0.004078,291546.5,1206.27
2019-02-24,0.004078,0.00424,0.003672,0.00376,568211.63,2166.35
2019-02-25,0.00376,0.003834,0.003685,0.00377,951809.69,3590.78
2019-02-26,0.00377,0.00405,0.003724,0.00405,908784.88,3422.24
2019-02-27,0.00405,0.00405,0.0037,0.003756,287501.98,1097.38
2019-02-28,0.003756,0.004049,0.003756,0.0039,122051.09,485.46
2019-03-01,0.0039,0.00391,0.003706,0.00391,16790.34,64.72
2019-03-02,0.00391,0.00391,0.003802,0.003896,47994.37,184.62
2019-03-03,0.003896,0.00404,0.003861,0.003969,422008.9,1657.67
2019-03-04,0.003969,0.0042,0.003806,0.0041,3958165.64,16240.22
2019-03-05,0.0041,0.004325,0.0041,0.004166,1848576.27,7718.56
2019-03-06,0.004166,0.00448,0.004111,0.00415,1234319.22,5221.95
2019-03-07,0.00415,0.004225,0.004074,0.004087,1158375.23,4826.9
2019-03-08,0.004087,0.004209,0.003914,0.004075,932702.83,3782.17
2019-03-09,0.004075,0.004122,0.00391,0.004122,367291.93,1469.91
2019-03-10,0.004122,0.004189,0.004054,0.004116,234763.5,965.92
2019-03-11,0.004116,0.004159,0.003938,0.004126,738526.01,2970.82
2019-03-12,0.004126,0.004399,0.00391,0.004399,1030337.52,4185.24
2019-03-13,0.004399,0.0047,0.004196,0.004477,1619018.25,7358.74
2019-03-14,0.004477,0.004734,0.00401,0.0045,1184663.39,5387.2
2019-03-15,0.0045,0.00464,0.004041,0.004331,101365.49,458.84
2019-03-16,0.004331,0.004849,0.004331,0.004849,855349.04,3997.05
2019-03-17,0.004849,0.004849,0.004646,0.004646,97461.97,455.44
2019-03-18,0.004646,0.004689,0.004472,0.004602,162264.18,751.89
2019-03-19,0.004602,0.004602,0.004514,0.004582,45822.75,209.63
2019-03-20,0.004582,0.004794,0.00454,0.004685,164509.57,774.82
2019-03-21,0.004685,0.004799,0.004536,0.004536,95107.71,442.28
2019-03-22,0.004536,0.004591,0.004458,0.004591,125599.26,569.71
2019-03-23,0.004591,0.004626,0.004504,0.004551,91379.44,416.18
2019-03-24,0.004551,0.004551,0.004529,0.004529,65943.47,298.97
2019-03-25,0.004529,0.004626,0.004222,0.004546,244327.97,1098.65
2019-03-26,0.004546,0.004652,0.004546,0.004567,185716.16,855.47
2019-03-27,0.004567,0.005003,0.004307,0.00483,1329679.05,6381.33
2019-03-28,0.00483,0.005063,0.004645,0.00495,473815.37,2312.08
2019-03-29,0.00495,0.00508,0.00468,0.00508,1759992.25,8525.95
2019-03-30,0.00508,0.00508,0.004683,0.004946,314294.98,1540.21
2019-03-31,0.004946,0.005307,0.004795,0.00521,840053.12,4344.88
2019-04-01,0.00521,0.005326,0.004874,0.005255,141038.55,736.0
2019-04-02,0.005255,0.005998,0.005186,0.005736,1887158.83,10385.11
2019-04-03,0.005736,0.006098,0.005113,0.005338,2539698.56,14236.1
2019-04-04,0.005338,0.005586,0.00522,0.005488,1083421.41,5898.43
2019-04-05,0.005488,0.006039,0.005413,0.00588,3159615.81,18554.58
2019-04-06,0.00588,0.005954,0.005663,0.005717,607307.52,3516.13
2019-04-07,0.005717,0.006018,0.005717,0.005958,1111434.68,6602.94
2019-04-08,0.005958,0.0073,0.005648,0.00638,2673980.91,15897.23
2019-04-09,0.00638,0.00641,0.00566,0.00641,148982.03,936.43
2019-04-10,0.00641,0.00641,0.005543,0.005543,13121.03,77.46
2019-04-11,0.005543,0.005543,0.005036,0.005283,492672.91,2632.59
2019-04-12,0.005283,0.005414,0.005014,0.005414,714547.97,3670.2
2019-04-13,0.005414,0.005547,0.005014,0.005529,70902.48,377.39
2019-04-14,0.005529,0.005651,0.005015,0.005476,175876.35,941.63
2019-04-15,0.005476,0.005476,0.005014,0.005014,70850.35,363.41
2019-04-16,0.005014,0.005334,0.005014,0.005328,13232.31,70.3
2019-04-17,0.005328,0.005374,0.005222,0.005374,19999.53,107.02
2019-04-18,0.005374,0.005769,0.005374,0.0055,59070.35,333.35
2019-04-19,0.0055,0.005871,0.0054,0.0054,14825.0,82.42
2019-04-20,0.0054,0.005908,0.0054,0.005534,55735.48,326.71
2019-04-21,0.005534,0.005681,0.005395,0.0054,12993.4,71.0
2019-04-22,0.0054,0.0054,0.005325,0.005325,7928.04,42.63
2019-04-23,0.005325,0.0065,0.005325,0.006299,391415.74,2281.52
2019-04-24,0.006299,0.006299,0.005534,0.005849,178090.27,1023.8
2019-04-25,0.005849,0.005849,0.005125,0.005125,97086.42,531.04
2019-04-26,0.005125,0.005599,0.005121,0.005137,91388.31,474.18
2019-04-27,0.005137,0.005459,0.005018,0.005459,370351.38,1905.74
2019-04-28,0.005459,0.005645,0.005172,0.005251,34213.66,182.54
2019-04-29,0.005251,0.00554,0.005156,0.0055,68021.82,368.07
2019-04-30,0.0055,0.00554,0.005315,0.00554,46883.11,253.06
2019-05-01,0.00554,0.005875,0.005473,0.005809,53769.83,313.65
2019-05-02,0.005809,0.005809,0.005474,0.005804,6900.19,39.16
2019-05-03,0.005804,0.0059,0.005458,0.005522,249181.8,1461.52
2019-05-04,0.005522,0.005897,0.005515,0.005873,240305.81,1413.11
2019-05-05,0.005873,0.005874,0.005524,0.005524,9457.48,52.59
2019-05-06,0.005524,0.005876,0.005316,0.005761,627336.62,3497.76
2019-05-07,0.005761,0.006119,0.005377,0.00557,165312.6,971.56
2019-05-08,0.00557,0.005899,0.0053,0.0053,101348.56,549.47
2019-05-09,0.0053,0.005558,0.00515,0.00515,21081.56,112.45
2019-05-10,0.00515,0.005331,0.00513,0.00513,114461.88,594.06
2019-05-11,0.00513,0.005799,0.00513,0.005799,187867.58,1034.29
2019-05-12,0.005799,0.00585,0.005183,0.005199,139225.9,781.77
2019-05-13,0.005199,0.0058,0.005199,0.005389,15381.99,87.95
2019-05-14,0.005389,0.00608,0.005368,0.005368,244601.68,1412.95
2019-05-15,0.005368,0.006508,0.005368,0.006508,324548.55,1984.51
2019-05-16,0.006508,0.006978,0.0057,0.006891,451062.25,2905.65
2019-05-17,0.006891,0.006891,0.0057,0.00571,167092.43,964.61
2019-05-18,0.00571,0.006394,0.00571,0.006394,14198.98,86.16
2019-05-19,0.006394,0.00643,0.005729,0.006206,33073.32,197.14
2019-05-20,0.006206,0.00639,0.00581,0.006199,94780.02,591.17
2019-05-21,0.006199,0.0065,0.005955,0.006243,8038.08,51.05
2019-05-22,0.006243,0.006861,0.005699,0.005729,542573.99,3470.84
2019-05-23,0.005729,0.006655,0.005729,0.006655,6583.49,40.36
2019-05-24,0.006655,0.006655,0.0061,0.006347,88622.38,556.33
2019-05-25,0.006333,0.006504,0.006187,0.006227,3469681.0,21605.33
2019-05-26,0.006538,0.006676,0.006084,0.00664,160542.17,1036.29
2019-05-27,0.00664,0.006698,0.0063,0.006379,261917.6,1722.48
2019-05-28,0.006379,0.0067,0.006112,0.0065,267164.59,1753.45
2019-05-29,0.0065,0.00665,0.00623,0.00663,1198340.41,7832.95
2019-05-30,0.00663,0.007,0.00623,0.00623,610588.17,4088.42
2019-05-31,0.00623,0.006755,0.006044,0.006755,35816.24,228.17
2019-06-01,0.006755,0.006755,0.004829,0.006184,22513.56,134.93
2019-06-02,0.006184,0.006184,0.006158,0.006158,4325.25,26.74
2019-06-03,0.006158,0.006662,0.006158,0.006204,28112.59,179.13
2019-06-04,0.006204,0.006562,0.005614,0.006007,187440.74,1102.02
2019-06-05,0.006007,0.006066,0.005643,0.005643,14601.77,87.1
2019-06-06,0.005643,0.0061,0.005643,0.0061,38812.3,235.95
2019-06-07,0.0061,0.006664,0.0061,0.006152,156190.21,1026.33
2019-06-08,0.006152,0.006377,0.006152,0.006377,60000.0,377.05
2019-06-09,0.006377,0.006398,0.006177,0.006177,55767.21,350.18
2019-06-10,0.006177,0.006664,0.006138,0.006664,136247.92,873.41
2019-06-11,0.006664,0.006664,0.006106,0.006106,60357.98,370.01
2019-06-12,0.006106,0.006419,0.005923,0.006346,124312.4,764.8
2019-06-13,0.006346,0.006412,0.006031,0.00641,22356.86,142.39
2019-06-14,0.00641,0.00641,0.005657,0.0061,293690.5,1736.16
2019-06-15,0.0061,0.006498,0.0061,0.006498,140038.93,866.89
2019-06-16,0.006498,0.00711,0.006046,0.006358,1093644.98,7508.38
2019-06-17,0.006358,0.00662,0.006113,0.00656,146675.61,924.49
2019-06-18,0.00656,0.00656,0.00587,0.00587,609842.92,3689.86
2019-06-19,0.00587,0.006788,0.005869,0.006461,340096.46,2164.2
2019-06-20,0.006461,0.006697,0.004635,0.006,640029.52,3872.54
2019-06-21,0.006,0.006649,0.005801,0.00634,977017.69,5955.84
2019-06-22,0.00634,0.00634,0.005313,0.005315,1655585.8,9388.42
2019-06-23,0.005315,0.00584,0.005315,0.005501,348466.88,1944.96
2019-06-24,0.005501,0.0059,0.005317,0.0056,406241.67,2306.77
2019-06-25,0.0056,0.006499,0.0056,0.006306,1098689.93,6665.47
2019-06-26,0.006306,0.006363,0.0053,0.005343,1045145.33,5852.83
2019-06-27,0.005343,0.0056,0.004845,0.005546,2812808.21,14562.63
2019-06-28,0.005546,0.005556,0.00505,0.0055,87726.64,477.54
2019-06-29,0.0055,0.0055,0.005,0.00545,239773.15,1283.97
2019-06-30,0.00545,0.00545,0.0049,0.005,357045.32,1816.71
2019-07-01,0.005,0.00518,0.004646,0.004775,177859.26,896.67
2019-07-02,0.004775,0.005288,0.004487,0.004797,495426.32,2351.24
2019-07-03,0.004797,0.004825,0.004311,0.004589,821070.78,3748.31
2019-07-04,0.004589,0.00478,0.003929,0.004348,917518.99,3898.33
2019-07-05,0.004348,0.004436,0.003838,0.0039,704101.69,2788.66
2019-07-06,0.0039,0.00485,0.003788,0.004838,716650.92,3005.0
2019-07-07,0.004838,0.004838,0.00398,0.004001,83528.19,344.34
2019-07-08,0.004001,0.007011,0.004001,0.004109,42590.33,216.14
2019-07-09,0.004109,0.0044,0.003704,0.003978,398550.66,1551.0
2019-07-10,0.003978,0.003978,0.0036,0.00383,550620.79,2058.71
2019-07-11,0.00383,0.003846,0.0036,0.0036,479168.8,1735.71
2019-07-12,0.0036,0.004129,0.00355,0.003777,252881.63,960.6
2019-07-13,0.003777,0.00415,0.003707,0.003982,527635.27,2069.04
2019-07-14,0.003982,0.003982,0.003234,0.003234,103496.03,360.97
2019-07-15,0.003234,0.00342,0.0031,0.003102,42857.31,137.39
2019-07-16,0.003102,0.00315,0.002608,0.002608,241007.26,703.59
