# Dataset Report: Monero (XMR)
# Coin Name: Monero
# Symbol: XMR
# Approx Row Count: 4021
# Date Range: 2015-01-26 to 2026-01-28
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_XMR, Volume_USD
# --------------------------------------------------
Date,open,high,low,close,Volume_XMR,Volume_USD
2017-11-07,101.05,103.9,93.35,98.45,205129.09,20352708.44
2017-11-08,98.45,115.89,98.09,112.88,188673.03,19764932.05
2017-11-09,112.88,123.14,111.09,119.84,170512.97,19885244.94
2017-11-10,120.03,121.2,100.01,104.48,206867.29,22709952.23
2017-11-11,104.48,127.24,101.45,118.84,217960.94,25134202.51
2017-11-12,118.84,136.74,108.34,122.96,277967.07,33613128.45
2017-11-13,122.97,146.17,118.9,123.08,415388.16,51125406.27
2017-11-14,123.14,125.15,114.99,121.85,225685.57,27499267.22
2017-11-15,121.85,134.52,118.57,120.68,220097.08,26561966.09
2017-11-16,120.75,138.7,117.02,120.0,289564.37,34748949.37
2017-11-17,120.0,126.43,115.5,126.36,204995.77,25902482.31
2017-11-18,126.59,135.7,125.27,130.56,254167.4,33185028.49
2017-11-19,130.57,138.41,126.51,129.25,183788.02,23753723.96
2017-11-20,129.49,141.81,131.75,136.12,236230.65,32155676.37
2017-11-21,136.14,142.15,133.73,141.99,260745.26,37023864.58
2017-11-22,141.82,172.96,138.91,165.73,251408.98,38954069.78
2017-11-23,165.79,173.62,154.95,157.78,153272.37,24975204.62
2017-11-24,157.54,163.69,153.93,158.52,195105.43,30928398.4
2017-11-25,158.44,170.33,158.31,167.76,106795.51,17596022.09
2017-11-26,167.48,179.01,159.62,163.35,187782.9,30674693.99
2017-11-27,163.07,172.28,162.06,172.28,265088.2,45668769.49
2017-11-28,171.8,196.66,170.64,196.36,204280.64,37338461.5
2017-11-29,196.39,207.8,151.84,167.71,278950.08,51447843.73
2017-11-30,167.7,189.52,151.78,175.18,192243.66,32710249.06
2017-12-01,175.07,194.75,185.84,188.99,183807.37,34737677.29
2017-12-02,189.1,201.67,185.08,200.79,218062.14,43785619.93
2017-12-03,199.79,206.9,183.84,196.33,142123.96,28315511.03
2017-12-04,197.0,208.77,199.58,208.77,201525.63,42071583.51
2017-12-05,208.77,248.04,208.14,247.93,532711.33,132073262.22
2017-12-06,248.04,321.33,249.69,256.15,709955.57,181858306.32
2017-12-07,256.16,330.94,255.28,260.0,473906.68,123215871.06
2017-12-08,260.44,287.25,233.65,264.63,378532.67,100169241.45
2017-12-09,264.96,281.73,241.95,257.38,334625.3,86127500.31
2017-12-10,256.32,256.35,215.5,238.23,147429.15,34934929.32
2017-12-11,240.82,276.92,258.85,276.59,275371.31,76164325.29
2017-12-12,276.6,319.47,282.23,307.34,412297.99,126715400.79
2017-12-13,307.17,322.97,281.92,303.59,412477.25,125222452.39
2017-12-14,303.42,338.25,303.67,323.59,418426.7,135400550.11
2017-12-15,323.43,345.94,289.42,310.73,339820.85,105591038.36
2017-12-16,310.54,360.02,315.72,323.84,283516.78,91815067.08
2017-12-17,324.25,356.91,319.16,346.61,334489.43,115938922.59
2017-12-18,346.61,373.56,337.9,373.19,291360.09,108731370.89
2017-12-19,373.16,368.35,340.31,359.94,451677.35,162575299.09
2017-12-20,359.72,473.94,326.77,466.86,807540.29,377009446.23
2017-12-21,467.0,446.92,393.46,419.25,427089.31,179058670.26
2017-12-22,417.08,421.02,195.93,318.79,273410.93,87598607.96
2017-12-23,328.92,367.97,341.63,352.28,250981.06,88415953.22
2017-12-24,352.29,350.82,326.27,336.06,240863.28,80944774.37
2017-12-25,336.06,343.9,334.08,339.34,202390.48,68678276.69
2017-12-26,339.25,388.08,345.86,358.62,242431.55,86940634.12
2017-12-27,358.63,384.65,350.27,375.09,264770.61,99311974.4
2017-12-28,375.08,360.69,333.62,354.35,213270.63,75572875.77
2017-12-29,354.35,359.96,343.98,353.48,248291.81,87766566.2
2017-12-30,353.61,313.16,297.37,307.65,240420.36,73965039.1
2017-12-31,307.67,343.63,329.22,331.72,181833.42,60317251.13
2018-01-01,331.86,343.52,319.85,339.75,194500.64,66082004.31
2018-01-02,339.48,397.92,341.85,365.31,349021.88,127501971.35
2018-01-03,365.31,393.77,363.0,386.8,238990.29,92440713.44
2018-01-04,386.49,397.72,369.03,371.91,187525.82,69743095.27
2018-01-05,371.76,416.75,349.95,356.39,282711.51,100755406.79
2018-01-06,356.56,405.27,353.41,393.76,269892.07,106272927.92
2018-01-07,393.81,413.66,371.62,402.95,303758.11,122397876.27
2018-01-08,403.11,405.7,365.87,401.96,233322.12,93786253.34
2018-01-09,401.66,427.25,379.8,410.33,301080.78,123541470.85
2018-01-10,410.32,435.35,403.87,406.56,262175.02,106588854.3
2018-01-11,406.58,378.35,351.2,353.73,228789.23,80929210.47
2018-01-12,353.86,394.75,364.44,391.01,178215.88,69684835.93
2018-01-13,391.01,444.67,398.81,418.18,252509.79,105594039.77
2018-01-14,418.21,457.3,391.7,396.2,232150.54,91978555.03
2018-01-15,395.79,444.27,391.37,415.23,284146.17,117986045.65
2018-01-16,415.31,359.8,285.9,316.25,415310.36,131341151.59
2018-01-17,313.11,327.31,237.83,319.17,142820.49,41445492.55
2018-01-18,320.93,329.34,308.11,311.8,233418.61,72779224.21
2018-01-19,311.91,370.66,320.07,364.66,255934.23,93329924.29
2018-01-20,364.9,411.39,377.89,384.29,245783.29,94450889.7
2018-01-21,384.27,354.58,340.84,347.77,164165.66,57091627.65
2018-01-22,347.77,325.84,307.67,314.38,174141.74,54746348.72
2018-01-23,314.38,316.52,301.21,308.92,195616.54,60429204.95
2018-01-24,308.79,330.76,320.24,320.93,171627.49,55079875.16
2018-01-25,321.02,316.95,310.47,316.72,98278.39,31127140.11
2018-01-26,316.72,327.24,309.03,323.47,163256.87,52807939.94
2018-01-27,323.47,335.77,322.25,322.93,107643.72,34761884.65
2018-01-28,322.95,337.03,324.44,332.09,121954.75,40499419.11
2018-01-29,332.09,320.39,311.97,314.78,91272.68,28730383.31
2018-01-30,314.79,285.33,269.56,274.92,181870.1,49999268.12
2018-01-31,274.92,284.31,271.42,273.47,145101.24,39680290.0
2018-02-01,273.36,250.47,237.71,240.9,155109.61,37366222.96
2018-02-02,240.99,245.37,211.66,236.41,264757.8,62590690.68
2018-02-03,236.46,257.0,242.2,253.85,118152.67,29993628.18
2018-02-04,253.76,228.87,216.46,219.42,119582.59,26239043.29
2018-02-05,219.53,221.9,166.4,180.08,118770.11,22599139.14
2018-02-06,179.72,210.94,188.14,210.09,257687.45,54137582.14
2018-02-07,210.13,231.65,190.33,206.51,83305.73,17832615.51
2018-02-08,206.85,248.73,224.61,247.74,172761.16,42799520.34
2018-02-09,247.7,264.99,251.77,258.3,180254.01,46558862.91
2018-02-10,258.38,258.54,247.65,247.82,165713.44,41067745.48
2018-02-11,247.65,234.78,223.54,228.47,131204.23,29976371.94
2018-02-12,228.55,256.82,246.4,247.47,118903.64,29424604.36
2018-02-13,247.46,237.54,230.54,232.93,118495.71,27600998.29
2018-02-14,232.76,277.36,257.82,274.61,173939.11,47765293.41
2018-02-15,274.7,298.6,276.13,296.3,133513.19,39559509.26
2018-02-16,296.3,301.18,286.2,293.94,100806.74,29631623.13
2018-02-17,293.94,338.58,318.82,321.6,160741.73,51694081.58
2018-02-18,320.48,322.43,287.41,294.95,50960.77,15476176.62
2018-02-19,294.62,324.06,314.11,315.0,129992.63,40948306.0
2018-02-20,315.0,317.54,297.28,298.41,129165.94,38544144.57
2018-02-21,298.53,311.31,274.1,307.43,210918.89,64842180.11
2018-02-22,308.19,317.31,273.58,274.82,79887.84,23161848.98
2018-02-23,274.83,295.45,263.46,279.2,71166.89,19685281.18
2018-02-24,278.91,273.12,261.76,267.98,111745.57,29945042.06
2018-02-25,268.33,280.71,263.16,278.51,31844.51,8643504.01
2018-02-26,278.51,296.67,267.15,291.16,50410.81,14205116.0
2018-02-27,291.21,307.14,293.37,298.67,121070.64,36159718.2
2018-02-28,298.88,291.74,281.82,284.4,99763.22,28373037.75
2018-03-01,284.4,314.0,299.25,313.02,105421.98,32998888.44
2018-03-02,313.43,351.57,308.2,343.31,129387.99,42741870.5
2018-03-03,343.31,373.77,342.15,349.91,125482.14,44761930.5
2018-03-04,350.38,370.79,348.58,368.14,163966.06,60362701.44
2018-03-05,368.13,375.37,353.75,368.62,177844.69,65557166.64
2018-03-06,370.32,370.32,338.81,344.26,69603.19,24617080.24
2018-03-07,344.26,363.13,317.46,336.95,118857.77,40424748.93
2018-03-08,336.95,336.96,274.03,275.98,121817.69,36885915.0
2018-03-09,275.98,285.77,241.35,285.23,173714.42,45362657.79
2018-03-10,285.23,293.94,251.49,254.35,91327.31,25309109.12
2018-03-11,254.35,286.02,244.38,280.29,80735.09,21392714.97
2018-03-12,280.27,286.52,249.3,257.76,71753.17,19139333.52
2018-03-13,257.76,265.93,244.67,247.47,79159.26,20019352.98
2018-03-14,247.47,253.09,206.55,215.34,94478.25,21150640.59
2018-03-15,215.34,225.69,197.99,212.27,99350.61,20978611.85
2018-03-16,212.4,215.53,207.0,214.62,166775.41,35793086.55
2018-03-17,215.76,216.85,193.68,197.56,71494.94,14574488.49
2018-03-18,197.56,209.91,175.28,209.43,110414.54,20805588.22
2018-03-19,209.36,223.07,201.67,218.16,84140.83,17960940.78
2018-03-20,217.48,230.78,219.45,223.73,151617.35,33921563.01
2018-03-21,223.73,231.25,217.17,217.79,141784.02,30879622.93
2018-03-22,218.58,224.09,203.22,213.17,55270.43,11774574.24
2018-03-23,213.03,215.8,198.71,215.63,52326.95,10847477.65
2018-03-24,216.07,217.57,207.37,208.61,35482.7,7595959.38
2018-03-25,208.5,215.68,202.82,211.41,35255.22,7348070.51
2018-03-26,211.05,203.81,194.02,195.98,110805.08,21715456.36
2018-03-27,195.98,189.67,180.53,187.95,198596.36,37326208.42
2018-03-28,187.95,201.14,189.92,199.47,151660.62,30252060.36
2018-03-29,199.47,179.8,173.69,176.17,164503.56,28981103.74
2018-03-30,176.84,181.51,163.34,172.83,79178.36,13555059.05
2018-03-31,172.78,183.27,172.07,181.06,35189.61,6306502.87
2018-04-01,181.06,184.06,165.9,176.76,51574.57,9048756.37
2018-04-02,175.2,182.31,176.51,177.08,93066.06,16479880.86
2018-04-03,177.08,189.2,183.7,188.98,115333.71,21795753.67
2018-04-04,188.98,173.73,169.16,169.77,150772.64,25597290.01
2018-04-05,169.77,174.45,168.54,172.14,151362.08,26055151.73
2018-04-06,172.14,171.71,161.43,161.56,163550.45,26423021.15
2018-04-07,161.56,170.44,167.26,169.82,118751.16,20165996.61
2018-04-08,169.82,174.34,169.69,174.34,83857.08,14620022.5
2018-04-09,175.79,181.4,164.65,168.04,40632.35,7009792.68
2018-04-10,166.68,169.23,164.91,166.07,131299.88,21805465.01
2018-04-11,166.07,170.03,165.85,169.27,147836.31,25023538.71
2018-04-12,169.26,196.05,188.52,192.41,175638.57,33793915.95
2018-04-13,192.41,194.16,188.31,189.5,167611.71,31762360.2
2018-04-14,189.41,194.47,190.53,191.1,144683.93,27648547.52
2018-04-15,191.02,205.06,199.03,201.63,142753.46,28783079.09
2018-04-16,201.8,196.42,191.73,194.48,100972.23,19637085.74
2018-04-17,194.48,197.64,190.67,196.22,99113.67,19447962.92
2018-04-18,196.22,240.95,202.62,229.81,299393.25,68803645.89
2018-04-19,229.21,239.48,226.16,238.53,70894.18,16570972.19
2018-04-20,238.18,272.53,253.8,272.26,200460.87,54577485.21
2018-04-21,272.26,274.24,246.72,256.46,137722.67,35319689.92
2018-04-22,256.46,280.49,247.94,269.82,190077.71,51286453.86
2018-04-23,269.73,286.54,274.07,283.58,164854.39,46748759.21
2018-04-24,283.56,307.83,291.99,292.47,178536.81,52217245.23
2018-04-25,292.53,269.05,241.27,256.09,240676.55,61635501.07
2018-04-26,256.09,292.02,263.24,267.05,247712.5,66150779.02
2018-04-27,267.34,258.59,246.17,250.63,193668.2,48539970.97
2018-04-28,250.63,265.58,255.58,261.47,187271.12,48965236.88
2018-04-29,261.42,263.02,247.59,255.68,184518.72,47178363.95
2018-04-30,255.41,255.44,239.81,241.48,248181.97,59930244.89
2018-05-01,241.47,241.09,231.83,239.55,193012.47,46236025.09
2018-05-02,239.55,254.72,242.99,249.64,199161.94,49718471.55
2018-05-03,249.64,263.51,243.33,245.28,280730.83,68858403.83
2018-05-04,245.31,248.41,233.66,241.33,207283.81,50023034.25
2018-05-05,241.15,245.75,240.14,240.63,200463.22,48238225.59
2018-05-06,240.75,239.87,233.99,235.82,126698.01,29877708.57
2018-05-07,235.8,234.73,225.16,233.32,103702.66,24195895.59
2018-05-08,233.3,229.81,221.72,224.02,83857.09,18785474.68
2018-05-09,224.02,233.68,223.24,227.16,98313.24,22332508.14
2018-05-10,227.17,225.26,217.04,217.32,90951.81,19765211.98
2018-05-11,216.96,217.07,196.37,197.08,74321.65,15214395.16
2018-05-12,197.08,205.47,190.93,201.27,49906.01,9876849.14
2018-05-13,202.19,213.47,206.85,208.07,81246.71,16904921.65
2018-05-14,207.98,215.17,204.25,212.92,148536.19,31626280.27
2018-05-15,212.92,211.41,201.83,203.52,184262.25,37501760.69
2018-05-16,203.52,201.36,196.69,198.86,169073.7,33621337.85
2018-05-17,198.81,196.37,190.72,190.8,170797.15,32587991.28
2018-05-18,190.8,211.89,191.93,204.14,198373.22,40495070.51
2018-05-19,204.14,204.99,197.07,197.82,118174.55,23376908.39
2018-05-20,197.82,205.73,202.83,203.94,121300.26,24737817.33
2018-05-21,203.94,201.4,196.01,198.79,137363.39,27306184.85
2018-05-22,198.79,189.19,174.64,175.28,201895.4,35388429.12
2018-05-23,175.28,174.06,162.8,170.83,191727.13,32752999.69
2018-05-24,170.83,176.88,166.56,171.79,168025.7,28865867.76
2018-05-25,171.87,170.44,164.16,164.53,114861.87,18898530.57
2018-05-26,164.53,164.97,161.37,164.83,63522.09,10470148.83
2018-05-27,164.9,170.51,162.04,166.39,146637.32,24398455.49
2018-05-28,166.39,162.17,149.5,149.71,173184.25,25927422.1
2018-05-29,149.71,167.66,155.03,157.79,193920.92,30599164.48
2018-05-30,157.79,158.14,154.14,154.88,162388.95,25151412.62
2018-05-31,154.88,158.82,154.47,155.82,169071.77,26344704.96
2018-06-01,155.81,158.82,154.23,157.69,139880.41,22057702.27
2018-06-02,157.69,167.46,159.51,162.57,184413.66,29980523.39
2018-06-03,162.57,176.94,164.2,169.14,185601.66,31392613.27
2018-06-04,169.14,166.12,157.94,159.97,180704.85,28907033.92
2018-06-05,159.97,169.45,161.67,167.24,162968.83,27254328.26
2018-06-06,167.24,168.41,164.04,164.65,186950.07,30781678.08
2018-06-07,164.65,170.87,163.47,163.94,168806.59,27673366.05
2018-06-08,164.1,164.07,157.66,158.35,160840.08,25468594.84
2018-06-09,158.35,157.04,153.73,155.01,140368.43,21758148.84
2018-06-10,155.01,139.95,132.36,139.61,204663.67,28572351.88
2018-06-11,139.61,142.91,134.79,138.09,162931.7,22499526.6
2018-06-12,138.09,131.86,121.17,125.24,184519.29,23108744.55
2018-06-13,125.24,121.98,113.97,121.85,222785.4,27147381.98
2018-06-14,121.85,136.39,124.43,132.8,205765.79,27325443.29
2018-06-15,132.81,129.73,121.47,122.18,194981.65,23822304.44
2018-06-16,122.11,129.09,122.65,126.68,156732.0,19854870.57
2018-06-17,126.68,125.99,122.12,123.47,165005.37,20373667.39
2018-06-18,123.47,129.19,124.69,127.11,163658.42,20802874.23
2018-06-19,127.17,129.23,124.98,125.93,178779.09,22513134.2
2018-06-20,125.99,127.45,121.97,122.65,192933.58,23663195.12
2018-06-21,122.72,123.59,121.37,123.59,172932.67,21373193.05
2018-06-22,123.59,111.89,107.29,110.14,225613.5,24848338.55
2018-06-23,110.2,120.06,111.61,115.01,195385.62,22470512.95
2018-06-24,115.0,124.08,113.8,121.25,254553.56,30863776.12
2018-06-25,121.25,130.22,122.58,127.02,189718.12,24098470.18
2018-06-26,127.02,127.8,119.39,120.49,191721.14,23100334.09
2018-06-27,120.63,130.2,121.23,128.97,194763.72,25119255.42
2018-06-28,128.91,128.99,114.78,116.78,266165.65,31082760.51
2018-06-29,116.77,127.86,121.84,126.5,171012.93,21632363.01
2018-06-30,126.5,134.86,127.45,130.58,132992.96,17366356.5
2018-07-01,130.65,133.06,126.21,129.76,159014.44,20633737.4
2018-07-02,129.83,142.5,133.77,140.78,173311.56,24399017.16
2018-07-03,140.8,141.45,135.46,138.33,148248.54,20507009.28
2018-07-04,138.24,144.12,137.93,138.65,147278.04,20420816.37
2018-07-05,138.65,139.19,133.24,137.95,143285.55,19766218.57
2018-07-06,137.75,140.09,131.58,133.16,162244.87,21604971.99
2018-07-07,133.16,137.32,133.67,134.01,135577.4,18169097.01
2018-07-08,134.01,138.17,132.6,137.57,121237.63,16678462.39
2018-07-09,137.57,140.11,134.91,135.24,162995.76,22044210.82
2018-07-10,135.24,129.1,120.71,120.78,152004.77,18358555.08
2018-07-11,120.78,129.55,122.39,125.07,185746.91,23232049.88
2018-07-12,125.07,124.88,119.38,120.69,158977.39,19187693.42
2018-07-13,120.7,124.22,118.99,122.23,122446.53,14966549.31
2018-07-14,122.22,123.68,121.17,123.24,112534.67,13869180.67
2018-07-15,123.24,125.57,122.51,124.1,117640.33,14599526.11
2018-07-16,124.1,137.17,129.62,135.49,156201.57,21162978.3
2018-07-17,135.48,153.71,143.31,144.19,169421.25,24428757.87
2018-07-18,144.19,147.67,138.66,139.69,142933.06,19966853.55
2018-07-19,139.69,145.81,139.53,139.53,144538.33,20167454.87
2018-07-20,139.6,137.22,128.71,129.66,191810.08,24870839.66
2018-07-21,129.66,132.48,129.59,132.11,124599.79,16461169.32
2018-07-22,132.04,132.88,127.48,127.85,158546.04,20269873.27
2018-07-23,127.85,142.47,131.75,133.6,193671.32,25874213.34
2018-07-24,133.6,149.95,142.14,147.35,183165.86,26988874.22
2018-07-25,147.35,144.78,138.24,143.14,152472.9,21825341.35
2018-07-26,143.14,140.09,135.89,136.52,164522.74,22460759.63
2018-07-27,136.52,142.71,139.68,140.25,130922.95,18362563.61
2018-07-28,140.25,142.64,139.84,140.01,110649.31,15491688.87
2018-07-29,140.01,141.0,134.76,135.49,150794.66,20431877.55
2018-07-30,135.49,135.89,131.47,131.8,145183.68,19134931.32
2018-07-31,131.8,127.94,120.9,121.91,171071.83,20855080.76
2018-08-01,121.92,130.3,119.57,128.4,162048.18,20806319.16
2018-08-02,128.4,128.52,120.68,122.34,130054.12,15910398.99
2018-08-03,122.34,120.76,116.68,120.02,119583.45,14352019.18
2018-08-04,120.02,115.65,111.37,114.04,108395.84,12361538.83
2018-08-05,114.04,117.61,113.38,117.47,120305.51,14131935.19
2018-08-06,117.47,116.76,113.36,113.36,125834.57,14263993.99
2018-08-07,113.35,111.61,107.71,107.77,141881.22,15290972.71
2018-08-08,107.77,101.38,93.14,94.65,189199.22,17908160.48
2018-08-09,94.65,104.1,98.48,100.24,154125.15,15449880.61
2018-08-10,100.24,95.32,91.13,91.56,152017.82,13919168.25
2018-08-11,91.62,94.57,89.58,93.08,195278.68,18175811.42
2018-08-12,93.08,96.05,92.95,93.07,122047.18,11359343.85
2018-08-13,93.07,94.39,87.62,87.75,187685.23,16468896.96
2018-08-14,87.75,87.97,80.9,84.07,235416.24,19790637.23
2018-08-15,84.13,90.66,85.08,89.28,164796.7,14713403.79
2018-08-16,89.28,91.51,89.1,91.06,144097.32,13121914.65
2018-08-17,91.06,102.1,94.78,99.59,163083.84,16241915.53
2018-08-18,99.59,103.52,95.89,98.26,179914.17,17679012.49
2018-08-19,98.26,100.72,96.88,98.7,119405.81,11785722.7
2018-08-20,98.7,99.06,92.54,92.92,137629.42,12788514.42
2018-08-21,92.92,97.17,93.21,95.03,151277.31,14375860.14
2018-08-22,95.03,93.26,89.06,89.95,139907.52,12585159.47
2018-08-23,89.95,92.53,89.98,90.04,137713.73,12399928.99
2018-08-24,90.04,94.6,91.04,93.79,230009.16,21572849.11
2018-08-25,93.79,96.38,92.33,92.6,118140.82,10940308.15
2018-08-26,92.61,95.03,91.47,94.89,106751.83,10130201.24
2018-08-27,94.89,105.81,96.68,105.46,174653.22,18419781.33
2018-08-28,105.47,108.21,103.32,107.79,127061.16,13695792.33
2018-08-29,107.79,108.39,102.18,103.73,109972.32,11407969.82
2018-08-30,103.66,105.4,98.61,103.51,234111.1,24233228.68
2018-08-31,103.51,117.56,103.86,116.44,301159.2,35065991.61
2018-09-01,116.44,125.84,117.92,121.31,244738.18,29688274.86
2018-09-02,121.31,125.65,117.55,120.03,155031.29,18608826.56
2018-09-03,120.03,136.39,119.37,135.37,231560.7,31345985.48
2018-09-04,135.37,141.58,134.5,138.11,209109.37,28880341.09
2018-09-05,138.1,139.94,113.19,114.76,119118.86,14892846.36
2018-09-06,114.66,118.19,109.78,117.34,226813.06,26614860.08
2018-09-07,117.41,117.85,110.73,110.86,167746.93,18596370.34
2018-09-08,110.88,109.56,102.24,104.1,133668.91,13915025.28
2018-09-09,104.1,108.05,101.98,105.3,203867.02,21466550.85
2018-09-10,105.23,108.91,104.48,105.81,184717.43,19544528.99
2018-09-11,105.81,107.91,102.18,105.2,156337.38,16446453.71
2018-09-12,105.2,106.34,98.23,104.06,201467.05,20963723.64
2018-09-13,104.12,115.88,106.01,112.05,160441.69,17977799.41
2018-09-14,112.05,116.94,110.2,116.62,194568.68,22690299.79
2018-09-15,116.61,122.22,116.81,119.29,147880.43,17640485.43
2018-09-16,119.3,118.93,113.99,117.04,130444.81,15267771.91
2018-09-17,117.04,115.71,106.07,106.19,202028.48,21454353.99
2018-09-18,106.19,112.97,105.41,112.01,161432.35,18082790.77
2018-09-19,112.01,113.71,108.84,109.68,179831.87,19723138.03
2018-09-20,109.61,116.2,111.32,116.07,156211.91,18130775.32
2018-09-21,116.07,124.56,118.81,124.15,175305.37,21764410.9
2018-09-22,124.15,124.12,119.82,122.31,83803.93,10249998.84
2018-09-23,122.31,126.95,120.85,122.26,260333.87,31827702.51
2018-09-24,122.26,120.94,114.55,114.88,113547.7,13044654.83
2018-09-25,114.88,116.39,111.76,116.39,98987.24,11521554.39
2018-09-26,116.39,117.43,113.16,115.03,108560.89,12488223.82
2018-09-27,115.03,121.09,116.94,119.15,151095.37,18002535.36
2018-09-28,119.08,119.7,115.85,116.98,110268.49,12899400.86
2018-09-29,116.85,117.68,113.52,114.51,118842.91,13608585.75
2018-09-30,114.51,116.64,114.72,115.78,82599.29,9563548.23
2018-10-01,115.72,116.4,113.7,114.49,73195.02,8380013.87
2018-10-02,114.49,119.29,112.04,116.48,113152.68,13179983.37
2018-10-03,116.48,116.86,112.25,114.39,79415.45,9084620.9
2018-10-04,114.4,116.26,113.44,114.69,70873.05,8128128.16
2018-10-05,114.69,116.01,114.35,115.35,42072.27,4852851.62
2018-10-06,115.35,115.32,113.35,114.86,64965.07,7462060.37
2018-10-07,114.86,115.26,113.01,113.54,53780.66,6106244.3
2018-10-08,113.61,115.51,113.38,114.18,66738.96,7620368.04
2018-10-09,114.18,114.2,112.87,113.34,60905.68,6902884.78
2018-10-10,113.34,114.31,112.01,114.12,63063.07,7196489.77
2018-10-11,114.18,107.86,100.16,100.16,126941.77,12714329.15
2018-10-12,100.16,103.76,100.2,100.89,77386.37,7807411.74
2018-10-13,100.91,103.16,100.97,102.91,56183.96,5781811.17
2018-10-14,102.91,103.39,100.51,100.63,65224.78,6563700.84
2018-10-15,100.57,110.36,103.55,107.52,151441.78,16282561.86
2018-10-16,107.52,108.36,105.99,108.29,76634.56,8298846.36
2018-10-17,108.29,108.41,106.18,106.9,83288.04,8903632.67
2018-10-18,106.93,106.61,102.59,103.69,80218.86,8317873.19
2018-10-19,103.7,105.71,103.25,104.54,62007.92,6482529.0
2018-10-20,104.48,105.86,104.04,104.43,56763.02,5927938.73
2018-10-21,104.43,106.57,104.55,105.72,71448.0,7553503.19
2018-10-22,105.72,106.45,104.83,106.39,77206.69,8214004.64
2018-10-23,106.41,110.45,106.18,108.96,118578.15,12920097.93
2018-10-24,108.97,109.51,106.66,106.79,72017.3,7690969.63
2018-10-25,106.8,106.7,105.08,106.51,73438.49,7821672.83
2018-10-26,106.51,106.54,104.54,104.8,74306.45,7787354.47
2018-10-27,104.8,105.14,103.85,104.04,71523.07,7441284.06
2018-10-28,104.04,105.15,102.24,104.83,76553.57,8024803.61
2018-10-29,104.83,102.54,100.71,101.28,86539.71,8764319.2
2018-10-30,101.28,103.15,101.07,103.03,86445.12,8906247.62
2018-10-31,103.03,105.86,103.38,104.65,86270.64,9028486.9
2018-11-01,104.66,105.42,103.19,104.33,65451.34,6828816.8
2018-11-02,104.33,106.54,104.04,106.15,78540.88,8337220.91
2018-11-03,106.15,107.95,104.76,107.06,67142.66,7188186.61
2018-11-04,107.06,113.69,107.48,112.72,101243.35,11412219.41
2018-11-05,112.79,112.72,109.89,112.01,91392.89,10237046.78
2018-11-06,112.07,114.63,111.06,113.14,101250.73,11455093.6
2018-11-07,113.14,114.07,109.83,111.53,103052.3,11493107.1
2018-11-08,111.55,110.49,108.42,108.68,96157.5,10450452.06
2018-11-09,108.68,108.23,105.36,106.96,95893.14,10256624.03
2018-11-10,106.96,107.33,104.45,104.84,85297.98,8942342.05
2018-11-11,104.84,106.82,103.04,106.82,104738.07,11188577.36
2018-11-12,106.82,106.66,104.93,105.06,101405.05,10653748.25
2018-11-13,105.06,105.74,103.71,104.72,104603.95,10954448.7
2018-11-14,104.72,94.91,85.72,91.0,168464.55,15330661.43
2018-11-15,90.87,90.92,84.99,88.67,177799.18,15764697.64
2018-11-16,88.67,88.77,86.87,87.2,106861.16,9318472.11
2018-11-17,87.21,88.71,85.43,88.43,112133.6,9916508.81
2018-11-18,88.42,92.26,88.55,89.39,154026.06,13769150.27
2018-11-19,89.39,76.86,70.8,72.1,205390.39,14807867.42
2018-11-20,72.1,69.47,65.21,66.05,200644.65,13252521.89
2018-11-21,66.05,70.5,67.56,68.62,167461.01,11491177.45
2018-11-22,68.62,66.5,64.16,65.29,109712.67,7162643.75
2018-11-23,65.29,66.8,64.28,66.63,121159.2,8072602.79
2018-11-24,66.63,59.78,57.35,58.04,112005.29,6501111.47
2018-11-25,58.04,60.54,56.1,57.94,174983.41,10138547.61
2018-11-26,57.98,55.9,53.02,53.36,183611.88,9798029.16
2018-11-27,53.37,58.11,53.87,57.42,188863.7,10844801.03
2018-11-28,57.42,65.19,62.29,63.61,121830.13,7749878.45
2018-11-29,63.61,64.3,60.57,61.26,124981.23,7655950.22
2018-11-30,61.26,58.02,56.86,57.98,103698.91,6012444.99
2018-12-01,57.98,61.28,59.35,59.65,102868.62,6135692.1
2018-12-02,59.65,60.87,58.64,59.26,100534.9,5957416.48
2018-12-03,59.26,56.02,52.92,54.55,137817.19,7517675.08
2018-12-04,54.55,57.21,55.48,56.94,110441.76,6288167.8
2018-12-05,56.94,53.93,51.28,51.54,108963.64,5616044.7
2018-12-06,51.54,48.48,45.66,46.14,160242.87,7394212.25
2018-12-07,46.14,46.62,44.4,46.59,174380.59,8124071.42
2018-12-08,46.59,48.7,45.1,45.27,145615.14,6592113.24
2018-12-09,45.27,48.58,46.71,47.57,120549.55,5734445.85
2018-12-10,47.57,46.22,44.0,44.17,148078.35,6540860.37
2018-12-11,44.17,43.67,42.31,42.38,128968.43,5465257.65
2018-12-12,42.38,44.69,43.36,43.95,106069.7,4662112.27
2018-12-13,43.95,41.84,40.55,40.88,122974.28,5027706.37
2018-12-14,40.88,41.41,38.86,38.89,137853.45,5361185.41
2018-12-15,38.89,39.44,37.63,38.79,144661.2,5611425.31
2018-12-16,38.79,40.3,39.03,39.26,102934.8,4041195.77
2018-12-17,39.64,45.49,39.11,44.18,51067.35,2203790.01
2018-12-18,43.64,48.01,45.67,46.93,122124.13,5731430.2
