# Dataset Report: Dragonchain (DRGN)
# Coin Name: Dragonchain
# Symbol: DRGN
# Approx Row Count: 2996
# Date Range: 2017-12-03 to 2026-02-14
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_DRGN, Volume_USD
# Note: Launched 2017. Originally developed at Disney. Hybrid enterprise blockchain.
# --------------------------------------------------
Date,open,high,low,close,Volume_DRGN,Volume_USD
2018-12-15,0.06922,0.1002,0.06531,0.06531,286312.47,18698.85
2018-12-16,0.06531,0.07001,0.06522,0.06675,335861.24,22418.52
2018-12-17,0.06675,0.0786,0.07289,0.0763,156400.95,11934.06
2018-12-18,0.0763,0.08448,0.07811,0.07967,77952.56,6210.29
2018-12-19,0.07967,0.08754,0.05475,0.08209,64535.91,5298.01
2018-12-20,0.08209,0.1029,0.09083,0.1014,129668.45,13145.22
2018-12-21,0.1014,0.09529,0.08306,0.08722,74274.42,6478.49
2018-12-22,0.08722,0.09774,0.08946,0.09335,26477.46,2471.68
2018-12-23,0.09335,0.1066,0.09209,0.09867,93625.56,9238.03
2018-12-24,0.09867,0.119,0.09837,0.1064,217914.13,23188.94
2018-12-25,0.1064,0.1019,0.093,0.09326,18163.84,1694.05
2018-12-26,0.09326,0.09793,0.09155,0.09389,27525.01,2584.26
2018-12-27,0.09389,0.08417,0.07498,0.07786,87428.59,6807.53
2018-12-28,0.07786,0.09949,0.08656,0.09087,78284.54,7113.44
2018-12-29,0.09087,0.09552,0.08241,0.08456,40746.21,3445.62
2018-12-30,0.08456,0.09637,0.08672,0.08748,35814.9,3133.2
2018-12-31,0.08748,0.08557,0.07123,0.07618,76298.04,5812.59
2019-01-01,0.07618,0.09116,0.0801,0.08568,25408.46,2177.04
2019-01-02,0.08568,0.09635,0.08306,0.08887,41388.71,3678.18
2019-01-03,0.08887,0.0879,0.08071,0.08518,43665.88,3719.49
2019-01-04,0.08518,0.1003,0.0846,0.08481,47493.79,4027.84
2019-01-05,0.08481,0.1506,0.08358,0.08935,32636.32,2915.99
2019-01-06,0.08935,0.09285,0.08728,0.09179,29987.58,2752.49
2019-01-07,0.09179,0.0934,0.08801,0.0906,24665.62,2234.71
2019-01-08,0.0906,0.1314,0.09001,0.1277,245715.33,31383.95
2019-01-09,0.1277,0.1543,0.1157,0.1185,457342.38,54182.23
2019-01-10,0.1185,0.1003,0.08836,0.09263,322512.04,29874.37
2019-01-11,0.09263,0.09275,0.08459,0.08938,100758.06,9005.83
2019-01-12,0.08938,0.0893,0.08305,0.08539,60425.09,5159.59
2019-01-13,0.08539,0.08247,0.07818,0.08132,64357.77,5233.83
2019-01-14,0.08132,0.09249,0.08264,0.08691,104825.38,9110.67
2019-01-15,0.08691,0.0877,0.07746,0.08454,50364.32,4257.74
2019-01-16,0.08454,0.08637,0.083,0.08409,33474.7,2814.92
2019-01-17,0.08409,0.09441,0.0845,0.08972,58422.42,5241.76
2019-01-18,0.08972,0.09091,0.08145,0.08593,62070.7,5333.75
2019-01-19,0.08593,0.09218,0.08661,0.08829,19780.97,1746.54
2019-01-20,0.08829,0.08845,0.07981,0.08683,58771.86,5103.16
2019-01-21,0.08683,0.08917,0.08349,0.08745,83214.9,7276.86
2019-01-22,0.08745,0.08995,0.08627,0.08703,46062.24,4008.75
2019-01-23,0.08703,0.0868,0.08265,0.08366,16862.07,1410.73
2019-01-24,0.08366,0.08529,0.08062,0.0809,23155.96,1873.21
2019-01-25,0.0809,0.08161,0.07909,0.07917,22720.26,1798.84
2019-01-26,0.07917,0.08214,0.07877,0.07934,36649.06,2907.63
2019-01-27,0.07934,0.07932,0.0749,0.07702,26075.04,2008.23
2019-01-28,0.07702,0.07595,0.06989,0.07559,66474.72,5024.83
2019-01-29,0.07559,0.0757,0.07055,0.07224,37457.02,2705.73
2019-01-30,0.07224,0.07946,0.07349,0.07504,29689.81,2227.96
2019-01-31,0.07504,0.07607,0.07204,0.07471,14008.2,1046.49
2019-02-01,0.07471,0.07669,0.07149,0.07537,26107.87,1967.76
2019-02-02,0.07537,0.07915,0.07493,0.07493,43909.0,3289.88
2019-02-03,0.07493,0.07595,0.07215,0.07215,14582.48,1052.16
2019-02-04,0.07215,0.07555,0.07055,0.07167,11857.58,849.78
2019-02-05,0.07167,0.07377,0.0604,0.06972,137897.66,9614.0
2019-02-06,0.06972,0.07312,0.06681,0.06681,46781.76,3125.34
2019-02-07,0.06681,0.07299,0.06411,0.06618,39504.61,2614.35
2019-02-08,0.06618,0.08239,0.07192,0.07406,77641.88,5750.15
2019-02-09,0.07406,0.07951,0.0718,0.07181,23536.54,1690.1
2019-02-10,0.07181,0.0777,0.07368,0.07503,38625.09,2898.2
2019-02-11,0.07503,0.07578,0.07215,0.07406,11691.06,865.86
2019-02-12,0.07406,0.07796,0.07425,0.07598,22560.61,1714.19
2019-02-13,0.07598,0.07614,0.07156,0.07441,18354.12,1365.79
2019-02-14,0.07441,0.07464,0.07174,0.07317,5839.51,427.3
2019-02-15,0.07317,0.07535,0.07252,0.07535,17360.03,1308.03
2019-02-16,0.07535,0.07767,0.07434,0.07507,15180.81,1139.55
2019-02-17,0.07507,0.08425,0.07741,0.07763,29886.31,2319.99
2019-02-18,0.07768,0.08302,0.07508,0.08216,1492005.09,122589.06
2019-02-19,0.07957,0.08361,0.03562,0.08007,45427.62,3637.38
2019-02-20,0.08007,0.08939,0.08033,0.08339,35385.45,2950.78
2019-02-21,0.08339,0.08634,0.05449,0.08145,9177.77,747.52
2019-02-22,0.08145,0.08492,0.07947,0.08193,19836.19,1625.13
2019-02-23,0.08193,0.09853,0.08382,0.08789,73663.01,6474.2
2019-02-24,0.08789,0.08658,0.06806,0.08091,91878.6,7433.52
2019-02-25,0.08091,0.08964,0.07926,0.07985,64446.17,5146.23
2019-02-26,0.07985,0.08022,0.07596,0.07864,31360.29,2466.12
2019-02-27,0.07864,0.08237,0.07477,0.07719,29197.85,2253.69
2019-02-28,0.07719,0.08585,0.07501,0.07706,89834.1,6922.47
2019-03-01,0.07706,0.08439,0.07438,0.07981,70336.89,5613.67
2019-03-02,0.07981,0.07972,0.07449,0.07833,23585.07,1847.47
2019-03-03,0.07833,0.08463,0.07596,0.07921,33327.83,2639.95
2019-03-04,0.07921,0.08078,0.07633,0.07863,23612.37,1856.57
2019-03-05,0.07863,0.1023,0.08414,0.08776,92943.67,8157.19
2019-03-06,0.08776,0.08863,0.08157,0.08465,67527.07,5715.83
2019-03-07,0.08465,0.1055,0.08053,0.08699,107592.86,9360.02
2019-03-08,0.08699,0.09344,0.08173,0.0901,248705.78,22408.82
2019-03-09,0.0901,0.09463,0.0869,0.08809,99496.48,8764.3
2019-03-10,0.08809,0.09212,0.08689,0.09013,97853.53,8819.93
2019-03-11,0.09013,0.09334,0.08827,0.09027,50465.83,4555.7
2019-03-12,0.09027,0.09269,0.08604,0.09187,117315.14,10777.6
2019-03-13,0.09187,0.09171,0.08578,0.0867,38195.73,3311.45
2019-03-14,0.0867,0.09302,0.0813,0.09215,70017.05,6451.79
2019-03-15,0.09215,0.1032,0.0932,0.09396,144112.44,13540.81
2019-03-16,0.09396,0.09854,0.09351,0.09352,54855.81,5130.28
2019-03-17,0.09352,0.09385,0.08653,0.08943,58790.86,5257.88
2019-03-18,0.08943,0.09241,0.08587,0.09241,46665.65,4312.24
2019-03-19,0.09241,0.09305,0.08683,0.08822,79139.48,6981.87
2019-03-20,0.08822,0.09104,0.08663,0.08984,67831.57,6093.92
2019-03-21,0.08984,0.09108,0.08453,0.09108,104701.47,9535.76
2019-03-22,0.09108,0.09274,0.08924,0.09179,59185.53,5432.84
2019-03-23,0.09179,0.09343,0.08671,0.09205,98158.01,9035.61
2019-03-24,0.09205,0.09118,0.08617,0.08696,36742.87,3195.03
2019-03-25,0.08696,0.08769,0.08426,0.08493,59006.37,5011.45
2019-03-26,0.08493,0.09497,0.08441,0.09367,72816.73,6820.54
2019-03-27,0.09367,0.1078,0.09416,0.09788,195762.38,19161.33
2019-03-28,0.09788,0.09941,0.09145,0.0957,96796.05,9263.06
2019-03-29,0.0957,0.1015,0.09534,0.09699,70009.56,6789.93
2019-03-30,0.09699,0.0992,0.0935,0.09744,59211.61,5769.41
2019-03-31,0.09744,0.1011,0.09683,0.1002,73389.81,7357.3
2019-04-01,0.1002,0.1007,0.09287,0.09541,155218.84,14809.17
2019-04-02,0.09541,0.1194,0.1023,0.1023,355753.49,36395.74
2019-04-03,0.1023,0.1136,0.09651,0.1104,361589.32,39934.12
2019-04-04,0.1104,0.1111,0.1039,0.1087,160320.75,17420.02
2019-04-05,0.1087,0.1205,0.1098,0.1128,139537.77,15743.92
2019-04-06,0.1128,0.1192,0.1117,0.1176,73552.79,8651.76
2019-04-07,0.1176,0.1326,0.1159,0.1247,189359.72,23611.23
2019-04-08,0.1247,0.1306,0.1184,0.1184,114892.92,13604.84
2019-04-09,0.1184,0.1278,0.09929,0.1172,216795.97,25409.41
2019-04-10,0.1172,0.1212,0.1129,0.1174,65138.37,7645.87
2019-04-11,0.1174,0.1103,0.1066,0.1088,63877.67,6947.4
2019-04-12,0.1088,0.1115,0.1071,0.1101,48407.91,5330.05
2019-04-13,0.1101,0.1146,0.1099,0.1099,20533.28,2256.06
2019-04-14,0.1099,0.1231,0.1126,0.1158,49730.94,5757.95
2019-04-15,0.1158,0.1128,0.1079,0.1098,129299.1,14193.61
2019-04-16,0.1098,0.1153,0.1096,0.1118,80024.15,8944.53
2019-04-17,0.1118,0.1202,0.1076,0.1141,76539.94,8736.38
2019-04-18,0.1141,0.1193,0.1117,0.1149,74782.14,8592.79
2019-04-19,0.1149,0.1175,0.1111,0.1128,33223.32,3747.64
2019-04-20,0.1128,0.1158,0.1097,0.1124,61692.05,6934.99
2019-04-21,0.1124,0.1121,0.1079,0.1096,69207.68,7581.98
2019-04-22,0.1096,0.1106,0.1048,0.1074,112997.64,12136.3
2019-04-23,0.1074,0.1078,0.104,0.1073,204157.16,21897.86
2019-04-24,0.1073,0.1069,0.09938,0.1019,575199.67,58587.0
2019-04-25,0.1019,0.09559,0.08814,0.0912,644940.11,58816.82
2019-04-26,0.0912,0.09845,0.09163,0.09775,946843.77,92553.94
2019-04-27,0.09775,0.1,0.09237,0.09772,903632.95,88306.59
2019-04-28,0.0983,0.1038,0.09526,0.1012,827255.56,83678.55
2019-04-29,0.1012,0.101,0.09591,0.09662,741034.48,71595.09
2019-04-30,0.09662,0.1049,0.09957,0.1033,631655.13,65251.67
2019-05-01,0.1033,0.1033,0.09222,0.1029,788989.01,81191.11
2019-05-02,0.1029,0.1048,0.09889,0.1029,534319.51,54957.24
2019-05-03,0.1029,0.1093,0.09825,0.1005,796057.48,79982.23
2019-05-04,0.1005,0.1009,0.09588,0.09956,765683.41,76228.9
2019-05-05,0.09956,0.1,0.09602,0.09892,912248.02,90240.85
2019-05-06,0.09892,0.1057,0.0926,0.09312,810432.07,75467.9
2019-05-07,0.09312,0.0918,0.08642,0.0918,926475.65,85047.92
2019-05-08,0.0918,0.09641,0.09039,0.09577,919072.63,88021.75
2019-05-09,0.09577,0.09609,0.09042,0.091,969725.68,88245.07
2019-05-10,0.091,0.1013,0.08798,0.0921,1378572.79,126963.45
2019-05-11,0.0921,0.1059,0.08681,0.1005,1171202.12,117741.72
2019-05-12,0.1005,0.1004,0.08664,0.09112,835774.0,76152.55
2019-05-13,0.09112,0.09952,0.08479,0.08771,823267.76,72210.67
2019-05-14,0.08771,0.1054,0.08901,0.09073,757879.63,68762.0
2019-05-15,0.09073,0.1048,0.09247,0.09478,731395.78,69322.84
2019-05-16,0.09478,0.1039,0.09256,0.09844,580539.81,57145.86
2019-05-17,0.09844,0.0961,0.08572,0.08638,630304.82,54445.45
2019-05-18,0.08638,0.09033,0.07194,0.08708,685569.57,59699.34
2019-05-19,0.08708,0.09789,0.08482,0.08745,478882.62,41880.05
2019-05-20,0.08745,0.09217,0.08339,0.08708,541790.94,47176.63
2019-05-21,0.08708,0.0914,0.07934,0.08288,673882.0,55852.01
2019-05-22,0.08288,0.08331,0.07586,0.08134,828387.29,67381.01
2019-05-23,0.08134,0.08731,0.07984,0.08611,540582.39,46548.12
2019-05-24,0.08611,0.08879,0.07793,0.07955,300647.19,23916.7
2019-05-25,0.07955,0.08503,0.07811,0.0841,188395.66,15843.75
2019-05-26,0.0841,0.09915,0.08697,0.08735,298605.14,26081.8
2019-05-27,0.08735,0.09082,0.07772,0.08226,331229.38,27245.52
2019-05-28,0.08226,0.08415,0.07739,0.07875,348598.36,27451.3
2019-05-29,0.07875,0.08546,0.07576,0.08045,316635.68,25472.91
2019-05-30,0.08045,0.08145,0.07076,0.07771,471260.13,36621.17
2019-05-31,0.07771,0.08378,0.07771,0.07956,344967.8,27444.76
2019-06-01,0.07956,0.08524,0.0769,0.08471,521542.34,44178.39
2019-06-02,0.08471,0.0917,0.08384,0.08712,307408.85,26782.01
2019-06-03,0.08712,0.09033,0.07988,0.08497,380126.88,32298.33
2019-06-04,0.08497,0.08207,0.07715,0.07879,346386.44,27292.3
2019-06-05,0.07879,0.08111,0.07732,0.07865,498854.74,39233.99
2019-06-06,0.07865,0.08463,0.07847,0.07927,372611.26,29536.47
2019-06-07,0.07927,0.08734,0.07868,0.08405,300516.0,25256.89
2019-06-08,0.08405,0.08581,0.0798,0.08239,290022.99,23894.19
2019-06-09,0.08239,0.08183,0.07802,0.08014,261725.31,20975.77
2019-06-10,0.08014,0.08594,0.08083,0.08232,369380.3,30408.39
2019-06-11,0.08232,0.08142,0.0759,0.07955,238998.43,19013.38
2019-06-12,0.07955,0.0856,0.08041,0.08289,310661.89,25749.85
2019-06-13,0.08289,0.0864,0.08007,0.08469,320278.17,27124.32
2019-06-14,0.08469,0.0891,0.08554,0.08733,180107.84,15728.99
2019-06-15,0.08733,0.09022,0.08077,0.08392,292975.74,24585.32
2019-06-16,0.08392,0.08459,0.07277,0.07943,518427.81,41179.33
2019-06-17,0.07943,0.08705,0.07977,0.08056,330500.11,26625.05
2019-06-18,0.08056,0.08266,0.07708,0.08081,179162.08,14477.69
2019-06-19,0.08081,0.09461,0.07992,0.08398,273739.19,22989.96
2019-06-20,0.08398,0.09171,0.08166,0.08166,251886.29,20569.79
2019-06-21,0.08166,0.08881,0.06966,0.08067,275593.49,22231.62
2019-06-22,0.08067,0.08431,0.0629,0.07444,749128.36,55768.15
2019-06-23,0.07444,0.07804,0.06937,0.07663,385092.3,29508.6
2019-06-24,0.07663,0.07833,0.07058,0.07264,296958.6,21570.7
2019-06-25,0.07264,0.07568,0.06878,0.07179,440592.12,31629.67
2019-06-26,0.07179,0.07793,0.06682,0.06972,379849.3,26484.03
2019-06-27,0.06972,0.07055,0.0589,0.06817,402829.7,27459.06
2019-06-28,0.06817,0.08854,0.07171,0.08517,623305.02,53086.61
2019-06-29,0.08517,0.09497,0.08714,0.09044,549941.02,49734.58
2019-06-30,0.09044,0.08879,0.07924,0.08841,615317.93,54399.46
2019-07-01,0.08841,0.1318,0.08534,0.08534,991746.24,84634.35
2019-07-02,0.08534,0.09541,0.0755,0.08632,1022553.75,88263.32
2019-07-03,0.08632,0.1002,0.08482,0.08814,726935.14,64074.24
2019-07-04,0.08814,0.08796,0.07661,0.07828,549690.92,43028.24
2019-07-05,0.07828,0.08061,0.07626,0.07811,599873.67,46854.49
2019-07-06,0.07811,0.08354,0.0768,0.08127,408199.01,33173.5
2019-07-07,0.08127,0.09156,0.08188,0.08304,412883.71,34286.91
2019-07-08,0.08304,0.1407,0.08238,0.09193,777123.43,71444.03
2019-07-09,0.09193,0.09141,0.08104,0.08445,451622.42,38141.42
2019-07-10,0.08445,0.1258,0.07268,0.08887,583654.76,51870.72
2019-07-11,0.08887,0.09182,0.0788,0.08057,612544.58,49351.49
2019-07-12,0.08057,0.08452,0.07888,0.081,534081.86,43259.61
2019-07-13,0.081,0.08227,0.07264,0.08119,640143.43,51975.16
2019-07-14,0.08119,0.07147,0.06563,0.07117,491186.07,34958.97
2019-07-15,0.07117,0.07588,0.0702,0.07339,555907.11,40799.49
2019-07-16,0.07339,0.07962,0.06337,0.07549,424685.19,32059.45
2019-07-17,0.07549,0.08152,0.07429,0.07463,356632.1,26614.61
2019-07-18,0.07463,0.08227,0.0771,0.08126,250653.88,20367.32
2019-07-19,0.08126,0.08411,0.07807,0.07911,299584.49,23699.41
2019-07-20,0.07911,0.08597,0.07863,0.08238,352214.78,29015.93
2019-07-21,0.08238,0.08655,0.08076,0.0852,550313.89,46887.4
2019-07-22,0.0852,0.08424,0.08102,0.08302,335613.81,27863.16
2019-07-23,0.08302,0.0835,0.07794,0.0821,239939.26,19699.98
2019-07-24,0.0821,0.08859,0.08365,0.08489,266071.48,22586.11
2019-07-25,0.08489,0.108,0.08594,0.1004,406801.69,40834.78
2019-07-26,0.1004,0.1003,0.09475,0.09519,268533.4,25561.6
2019-07-27,0.09519,0.09153,0.08508,0.08846,252034.25,22295.35
2019-07-28,0.08846,0.09517,0.08963,0.0935,294506.86,27535.57
2019-07-29,0.0935,0.09909,0.08811,0.08973,387939.24,34809.5
2019-07-30,0.08973,0.09427,0.08762,0.0911,404589.72,36859.68
2019-07-31,0.0911,0.1071,0.09483,0.1029,379635.48,39080.47
2019-08-01,0.1029,0.1213,0.05451,0.08233,1115782.86,91859.65
2019-08-02,0.08233,0.08316,0.07404,0.07791,546408.06,42573.29
2019-08-03,0.07791,0.08324,0.07737,0.07919,306476.24,24271.24
2019-08-04,0.07919,0.08004,0.06908,0.06993,509627.47,35637.13
2019-08-05,0.06993,0.07861,0.07103,0.07441,374053.61,27833.68
2019-08-06,0.07441,0.07738,0.06374,0.07601,550322.63,41827.94
2019-08-07,0.07601,0.08124,0.07094,0.07553,306942.67,23182.11
2019-08-08,0.07553,0.07655,0.07113,0.07604,165502.15,12585.06
2019-08-09,0.07604,0.07402,0.06525,0.06946,197266.36,13701.15
2019-08-10,0.06946,0.06831,0.06099,0.06126,471887.59,28907.47
2019-08-11,0.06126,0.0671,0.06282,0.06435,373157.52,24014.32
2019-08-12,0.06435,0.06431,0.05895,0.06283,437680.19,27501.49
2019-08-13,0.06283,0.0629,0.05935,0.05967,305253.19,18213.03
2019-08-14,0.05967,0.05604,0.05054,0.05421,242856.48,13165.89
2019-08-15,0.05421,0.05598,0.05273,0.05489,449374.89,24666.54
2019-08-16,0.05489,0.0544,0.05086,0.05134,246865.16,12674.06
2019-08-17,0.05134,0.05201,0.04941,0.05062,429932.13,21762.77
2019-08-18,0.05062,0.05502,0.05107,0.05315,281437.36,14959.16
2019-08-19,0.05315,0.05711,0.05332,0.05356,422741.18,22643.28
2019-08-20,0.05356,0.05407,0.05022,0.05211,399735.2,20828.36
2019-08-21,0.05211,0.0538,0.04844,0.05299,335580.25,17783.35
2019-08-22,0.05299,0.05551,0.05234,0.05341,73480.23,3924.37
2019-08-23,0.05341,0.05551,0.0515,0.05238,117136.57,6135.34
2019-08-24,0.05238,0.05159,0.04876,0.05075,143767.28,7296.31
2019-08-25,0.05075,0.05235,0.04956,0.05151,49578.72,2554.03
2019-08-26,0.05151,0.05377,0.04987,0.05277,223028.49,11768.95
2019-08-27,0.05277,0.05484,0.05241,0.05368,72840.1,3910.08
2019-08-28,0.05368,0.04981,0.04545,0.04659,311482.39,14512.46
2019-08-29,0.04659,0.05065,0.04413,0.0456,117435.14,5355.0
2019-08-30,0.0456,0.04762,0.04442,0.04575,86095.85,3939.16
2019-08-31,0.04575,0.04837,0.0465,0.04734,50610.53,2395.97
2019-09-01,0.04734,0.0504,0.04675,0.04918,81693.83,4017.74
2019-09-02,0.04918,0.05382,0.05084,0.05382,49023.35,2638.66
2019-09-03,0.05382,0.05483,0.05249,0.05388,53519.86,2883.77
2019-09-04,0.05388,0.05415,0.05131,0.05313,29893.65,1588.34
2019-09-05,0.05313,0.05305,0.04904,0.04933,33501.5,1652.7
2019-09-06,0.04933,0.04823,0.04633,0.04633,69068.53,3200.16
2019-09-07,0.04633,0.04993,0.04654,0.04658,179719.83,8370.84
2019-09-08,0.04658,0.04767,0.04344,0.04453,211964.8,9438.22
2019-09-09,0.04453,0.04566,0.04324,0.04376,55220.73,2416.64
2019-09-10,0.04376,0.04549,0.04056,0.0418,78227.87,3269.79
2019-09-11,0.0418,0.04307,0.04064,0.04175,43302.48,1807.73
2019-09-12,0.04175,0.047,0.04214,0.04249,44610.81,1895.47
2019-09-13,0.04249,0.04557,0.04149,0.04149,95752.19,3972.42
2019-09-14,0.04149,0.04373,0.04141,0.04256,76978.78,3276.15
2019-09-15,0.04256,0.04269,0.03979,0.04131,28323.31,1169.94
2019-09-16,0.04131,0.04489,0.04135,0.04188,63278.26,2650.4
2019-09-17,0.04188,0.0478,0.0401,0.04062,126734.26,5148.41
2019-09-18,0.04062,0.0429,0.04023,0.04265,75953.49,3239.21
2019-09-19,0.04265,0.04491,0.04078,0.04235,113044.51,4786.93
2019-09-20,0.04235,0.04348,0.04103,0.04173,89018.0,3714.84
2019-09-21,0.04173,0.04117,0.0396,0.04117,66453.32,2735.89
2019-09-22,0.04117,0.04231,0.03975,0.04064,88086.4,3579.89
2019-09-23,0.04064,0.03959,0.03628,0.03814,153844.83,5868.27
2019-09-24,0.03814,0.03552,0.0297,0.03128,379921.4,11883.83
2019-09-25,0.03128,0.03386,0.02986,0.03072,411872.86,12654.67
2019-09-26,0.03072,0.03152,0.02883,0.02949,120988.99,3568.24
2019-09-27,0.02949,0.04252,0.03069,0.03118,96025.42,2994.16
2019-09-28,0.03118,0.03638,0.0306,0.03115,41997.62,1308.38
2019-09-29,0.03115,0.03667,0.03036,0.03182,12728.31,404.95
2019-09-30,0.03182,0.03631,0.03364,0.03579,94068.34,3366.32
2019-10-01,0.03579,0.03642,0.03348,0.03642,114856.47,4183.59
2019-10-02,0.03642,0.03833,0.03545,0.0375,30525.7,1144.64
2019-10-03,0.0375,0.04225,0.03575,0.0422,229580.94,9687.96
2019-10-04,0.0422,0.07061,0.04067,0.04197,185047.83,7767.05
2019-10-05,0.04197,0.07072,0.04101,0.04267,68201.43,2910.04
2019-10-06,0.04267,0.04173,0.03473,0.03567,167207.68,5964.21
2019-10-07,0.03567,0.05234,0.0364,0.03705,175119.46,6488.98
2019-10-08,0.03705,0.03776,0.0326,0.03691,216029.83,7972.83
2019-10-09,0.03691,0.04062,0.03551,0.03629,83979.0,3047.39
2019-10-10,0.03629,0.03641,0.03376,0.03451,55274.97,1907.62
2019-10-11,0.03451,0.07371,0.02913,0.031,235475.58,7298.57
2019-10-12,0.031,0.0342,0.03056,0.03218,106633.01,3431.67
2019-10-13,0.03218,0.03609,0.03085,0.03355,238848.98,8014.21
2019-10-14,0.03355,0.04719,0.03208,0.03635,482517.15,17537.1
2019-10-15,0.03635,0.04359,0.03499,0.03528,165161.99,5826.99
2019-10-16,0.03528,0.03824,0.03411,0.03668,112911.44,4141.83
2019-10-17,0.03668,0.03983,0.03456,0.03605,237857.85,8574.83
2019-10-18,0.03605,0.04078,0.03466,0.03896,247544.13,9643.23
2019-10-19,0.03896,0.03885,0.03549,0.03658,58688.86,2146.66
2019-10-20,0.03658,0.03807,0.03573,0.03614,182975.62,6611.85
2019-10-21,0.03614,0.03638,0.03346,0.03519,141226.59,4969.76
2019-10-22,0.03519,0.03527,0.0334,0.03489,84389.46,2944.72
2019-10-23,0.03489,0.03308,0.03074,0.03186,69923.97,2227.82
2019-10-24,0.03186,0.03186,0.03007,0.03139,92904.33,2916.5
2019-10-25,0.03139,0.03627,0.03278,0.0339,101405.35,3438.03
2019-10-26,0.0339,0.0389,0.0325,0.03609,98725.65,3562.62
2019-10-27,0.03609,0.03713,0.03302,0.03379,159602.15,5392.88
2019-10-28,0.03379,0.03529,0.03299,0.0352,132790.62,4673.96
2019-10-29,0.0352,0.06098,0.03608,0.03608,372172.28,13428.56
2019-10-30,0.03608,0.03841,0.03465,0.03757,118732.13,4460.36
2019-10-31,0.03757,0.03814,0.03458,0.03734,79307.2,2961.3
2019-11-01,0.03734,0.03778,0.0353,0.03668,103083.46,3781.1
2019-11-02,0.03668,0.03759,0.03464,0.03585,65397.37,2344.24
2019-11-03,0.03585,0.03769,0.03544,0.037,16079.42,594.98
2019-11-04,0.037,0.03857,0.03739,0.03739,27763.97,1038.13
2019-11-05,0.03739,0.03836,0.03413,0.03537,107828.16,3814.24
2019-11-06,0.03537,0.03679,0.03442,0.03473,204567.01,7104.45
2019-11-07,0.03473,0.03442,0.0319,0.03326,158906.19,5285.23
2019-11-08,0.03326,0.03346,0.03107,0.03127,87841.84,2747.07
2019-11-09,0.03127,0.03354,0.03058,0.03178,97696.32,3105.12
2019-11-10,0.03178,0.03337,0.0315,0.03218,25247.0,812.43
2019-11-11,0.03218,0.03299,0.03088,0.03299,36842.32,1215.35
2019-11-12,0.03299,0.03472,0.03237,0.03403,63427.11,2158.53
2019-11-13,0.03403,0.03431,0.03089,0.03241,227838.07,7384.15
2019-11-14,0.03241,0.03391,0.03047,0.03149,89089.54,2805.25
2019-11-15,0.03149,0.03377,0.03052,0.03097,107430.34,3326.6
2019-11-16,0.03097,0.03353,0.0307,0.03322,18933.68,628.92
2019-11-17,0.03322,0.03351,0.03148,0.0324,157095.28,5090.01
2019-11-18,0.0324,0.03242,0.0301,0.03155,153467.26,4841.39
2019-11-19,0.03155,0.03114,0.0294,0.03044,81247.33,2473.26
2019-11-20,0.03044,0.03319,0.02999,0.0306,151231.02,4628.26
2019-11-21,0.0306,0.03062,0.02806,0.02822,38435.81,1084.76
2019-11-22,0.02822,0.0308,0.02615,0.02947,216266.46,6374.06
2019-11-23,0.02947,0.03208,0.0282,0.02843,347611.32,9881.31
2019-11-24,0.02843,0.02727,0.02619,0.02696,46005.63,1240.34
2019-11-25,0.02696,0.02876,0.0272,0.02796,66403.01,1856.45
2019-11-26,0.02796,0.02839,0.02742,0.02744,144525.73,3965.67
2019-11-27,0.02744,0.02952,0.02833,0.02859,196880.26,5628.76
2019-11-28,0.02859,0.0297,0.0281,0.02904,30779.93,893.74
2019-11-29,0.02904,0.03568,0.02928,0.03063,49283.36,1509.63
2019-11-30,0.03063,0.0333,0.02921,0.03027,152748.75,4624.1
2019-12-01,0.03027,0.03536,0.02956,0.03077,44584.5,1371.93
2019-12-02,0.03077,0.03122,0.02838,0.0286,43903.61,1255.75
2019-12-03,0.0286,0.03091,0.02807,0.02935,93529.89,2745.47
2019-12-04,0.02935,0.03089,0.02804,0.02922,105136.54,3071.97
2019-12-05,0.02922,0.03023,0.02831,0.02876,37898.85,1089.94
2019-12-06,0.02876,0.0316,0.02807,0.02904,79918.5,2320.58
2019-12-07,0.02904,0.03163,0.02857,0.02979,69825.65,2080.42
2019-12-08,0.02979,0.03153,0.02832,0.02968,183909.01,5459.02
2019-12-09,0.02968,0.02902,0.02751,0.02791,106766.33,2980.01
2019-12-10,0.02791,0.02983,0.02743,0.02772,101908.52,2825.39
2019-12-11,0.02772,0.02798,0.02701,0.02756,53834.22,1483.6
2019-12-12,0.02756,0.02889,0.02747,0.02779,22406.94,622.72
2019-12-13,0.02779,0.02844,0.02744,0.02824,4688.62,132.41
2019-12-14,0.02824,0.02828,0.02691,0.02728,14632.55,399.24
2019-12-15,0.02728,0.02832,0.02694,0.02818,48621.48,1370.0
2019-12-16,0.02818,0.02723,0.02521,0.02634,58715.27,1546.38
2019-12-17,0.02634,0.02511,0.02359,0.02359,116900.19,2757.87
2019-12-18,0.02359,0.02826,0.02555,0.02683,193521.33,5191.58
2019-12-19,0.02683,0.02759,0.02556,0.02686,37289.26,1001.41
2019-12-20,0.02686,0.02731,0.02636,0.02705,30442.0,823.55
2019-12-21,0.02705,0.02739,0.02624,0.02673,156493.94,4182.8
2019-12-22,0.02673,0.02906,0.02759,0.02887,59465.67,1716.87
