# Dataset Report: Ink (INK)
# Coin Name: Ink (Legacy 2017 Project)
# Symbol: INK
# Base Currency: BTC
# Date Range: 2017-12-01 to 2026-02-15
# Frequency: Daily
# Note: Creative industry project on Qtum. Not to be confused with Kraken's Ink L2.
# --------------------------------------------------
Date,open,high,low,close,Volume_INK,Volume_BTC
2017-12-24,4.312e-05,4.856e-05,3.816e-05,4.661e-05,684553.74,29.46
2017-12-25,4.661e-05,4.724e-05,4.15e-05,4.39e-05,8134651.88,345.15
2017-12-26,4.39e-05,4.563e-05,3.754e-05,3.839e-05,434313.69,17.55
2017-12-27,3.839e-05,4.3e-05,3.724e-05,4.089e-05,23626620.48,995.71
2017-12-28,4.089e-05,4.187e-05,3.54e-05,4.142e-05,23587529.6,937.58
2017-12-29,4.142e-05,4.25e-05,3.728e-05,3.829e-05,23306370.39,944.95
2017-12-30,3.829e-05,4.092e-05,3.622e-05,3.979e-05,18990877.51,739.15
2017-12-31,3.979e-05,4.345e-05,3.622e-05,4.05e-05,15076137.67,630.37
2018-01-01,4.05e-05,4.251e-05,4e-05,4.149e-05,3676390.04,152.39
2018-01-02,4.15e-05,4.326e-05,3.9e-05,3.9e-05,262674.44,10.74
2018-01-03,3.9e-05,4.156e-05,3.763e-05,4.023e-05,309378.14,11.97
2018-01-04,4.023e-05,4.341e-05,3.83e-05,3.96e-05,245833.84,10.0
2018-01-05,3.96e-05,4.998e-05,3.63e-05,3.635e-05,397914.34,16.79
2018-01-06,3.642e-05,3.828e-05,3.51e-05,3.79e-05,449132.73,16.37
2018-01-07,3.79e-05,4.33e-05,3.525e-05,3.85e-05,434010.01,16.24
2018-01-08,3.909e-05,4.108e-05,3.179e-05,3.645e-05,370692.14,13.78
2018-01-09,3.645e-05,4.26e-05,3.217e-05,4.09e-05,318903.91,12.32
2018-01-10,4.056e-05,4.355e-05,3.7e-05,3.944e-05,570354.28,22.51
2018-01-11,3.944e-05,4.098e-05,3.632e-05,3.634e-05,446412.65,17.06
2018-01-12,3.634e-05,3.974e-05,3.557e-05,3.79e-05,230248.25,8.607
2018-01-13,3.79e-05,3.799e-05,3.2e-05,3.798e-05,291161.18,10.54
2018-01-14,3.798e-05,3.961e-05,3.429e-05,3.672e-05,331405.31,12.32
2018-01-15,3.669e-05,3.782e-05,3.204e-05,3.492e-05,193272.24,6.805
2018-01-16,3.432e-05,3.82e-05,2.282e-05,2.391e-05,317957.4,9.595
2018-01-17,2.391e-05,2.893e-05,1.481e-05,2.705e-05,203036.01,4.968
2018-01-18,2.674e-05,3.157e-05,2.357e-05,2.833e-05,251263.55,6.924
2018-01-19,2.833e-05,3.017e-05,2.5e-05,2.979e-05,96034.55,2.589
2018-01-20,2.979e-05,3.485e-05,2.845e-05,3.299e-05,130690.25,3.998
2018-01-21,3.299e-05,3.299e-05,2.717e-05,2.832e-05,75536.12,2.173
2018-01-22,2.832e-05,3.3e-05,2.717e-05,2.996e-05,153997.12,4.567
2018-01-23,2.996e-05,3.3e-05,2.934e-05,2.952e-05,78864.65,2.415
2018-01-24,2.951e-05,3.261e-05,2.95e-05,3.231e-05,202220.69,6.264
2018-01-25,3.231e-05,3.494e-05,3.091e-05,3.476e-05,185964.46,6.048
2018-01-26,3.476e-05,3.498e-05,3.06e-05,3.427e-05,150977.28,4.991
2018-01-27,3.427e-05,3.515e-05,3.043e-05,3.303e-05,117103.3,3.921
2018-01-28,3.303e-05,3.436e-05,3.101e-05,3.158e-05,328846.42,10.59
2018-01-29,3.158e-05,3.235e-05,2.9e-05,3.049e-05,198469.01,6.267
2018-01-30,3.049e-05,3.121e-05,2.881e-05,3.011e-05,254666.98,7.664
2018-01-31,3.011e-05,3.325e-05,2.837e-05,3.259e-05,173911.39,5.385
2018-02-01,3.259e-05,3.281e-05,2.969e-05,3.186e-05,182883.2,5.715
2018-02-02,3.186e-05,3.24e-05,2.7e-05,3.102e-05,158819.6,4.618
2018-02-03,3.102e-05,3.162e-05,2.829e-05,2.96e-05,193456.82,5.723
2018-02-04,2.96e-05,3.047e-05,2.7e-05,2.744e-05,106763.07,3.103
2018-02-05,2.744e-05,2.887e-05,2.5e-05,2.713e-05,99949.49,2.67
2018-02-06,2.562e-05,2.724e-05,2.305e-05,2.595e-05,145459.79,3.603
2018-02-07,2.61e-05,2.699e-05,2.396e-05,2.498e-05,152667.22,3.818
2018-02-08,2.498e-05,2.532e-05,2.342e-05,2.507e-05,59106.26,1.444
2018-02-09,2.507e-05,2.581e-05,2.21e-05,2.565e-05,30241675.6,759.11
2018-02-10,2.565e-05,2.881e-05,2.311e-05,2.698e-05,22489056.08,574.88
2018-02-11,2.698e-05,2.845e-05,2.414e-05,2.789e-05,118167227.23,3150.06
2018-02-12,2.789e-05,2.791e-05,2.311e-05,2.389e-05,95125159.7,2462.11
2018-02-13,2.344e-05,2.539e-05,2.211e-05,2.382e-05,127075279.39,3023.17
2018-02-14,2.382e-05,2.44e-05,2.199e-05,2.31e-05,17500070.6,411.92
2018-02-15,2.31e-05,2.678e-05,2.088e-05,2.098e-05,11075176.02,267.29
2018-02-16,2.098e-05,2.277e-05,2.002e-05,2.1e-05,15526196.01,345.51
2018-02-17,2.1e-05,2.161e-05,2.001e-05,2.012e-05,17504602.55,369.87
2018-02-18,2.012e-05,2.103e-05,1.875e-05,1.94e-05,202728.83,4.049
2018-02-19,1.94e-05,2.149e-05,1.926e-05,1.995e-05,49304857.67,992.62
2018-02-20,1.995e-05,2e-05,1.7e-05,1.755e-05,46970866.54,865.73
2018-02-21,1.755e-05,1.998e-05,1.72e-05,1.825e-05,117711679.72,2166.58
2018-02-22,1.825e-05,2.466e-05,1.701e-05,1.989e-05,139034507.93,2601.71
2018-02-23,1.989e-05,1.989e-05,1.773e-05,1.801e-05,63343038.65,1157.23
2018-02-24,1.801e-05,1.96e-05,1.8e-05,1.859e-05,61852103.18,1144.58
2018-02-25,1.859e-05,2.028e-05,1.79e-05,1.895e-05,41125408.21,757.23
2018-02-26,1.895e-05,1.895e-05,1.756e-05,1.759e-05,35589952.55,659.72
2018-02-27,1.759e-05,1.897e-05,1.7e-05,1.759e-05,33861158.82,591.11
2018-02-28,1.759e-05,1.761e-05,1.627e-05,1.729e-05,53608945.19,924.91
2018-03-01,1.72e-05,1.725e-05,1.611e-05,1.672e-05,47617357.88,788.44
2018-03-02,1.672e-05,1.675e-05,1.543e-05,1.644e-05,38106714.35,625.83
2018-03-03,1.644e-05,1.644e-05,1.364e-05,1.42e-05,23415500.74,345.14
2018-03-04,1.42e-05,1.51e-05,1.323e-05,1.429e-05,36032767.69,507.45
2018-03-05,1.429e-05,1.447e-05,1.334e-05,1.37e-05,3128746.47,44.01
2018-03-06,1.37e-05,1.412e-05,1.217e-05,1.268e-05,32286961.47,411.78
2018-03-07,1.268e-05,1.378e-05,1.107e-05,1.156e-05,3346615.8,42.48
2018-03-08,1.156e-05,1.312e-05,1.011e-05,1.011e-05,7061440.99,81.33
2018-03-09,1.011e-05,1.285e-05,1.011e-05,1.123e-05,748600.55,8.731
2018-03-10,1.123e-05,1.281e-05,1.012e-05,1.126e-05,270183.81,2.867
2018-03-11,1.126e-05,1.2e-05,1.074e-05,1.184e-05,56777.64,0.6501
2018-03-12,1.184e-05,1.185e-05,1.049e-05,1.064e-05,6521.21,0.07037
2018-03-13,1.064e-05,1.222e-05,1.057e-05,1.2e-05,59187.48,0.6999
2018-03-14,1.2e-05,1.23e-05,7.59e-06,8.36e-06,86594.7,1.035
2018-03-15,8.36e-06,1.229e-05,8.36e-06,1.057e-05,167726.13,1.729
2018-03-16,1.057e-05,1.147e-05,1.03e-05,1.07e-05,50257.33,0.5397
2018-03-17,1.07e-05,1.075e-05,9.93e-06,1.024e-05,17819.49,0.1865
2018-03-18,1.024e-05,1.027e-05,7.9e-06,8.18e-06,30720.46,0.2653
2018-03-19,8.14e-06,9.97e-06,8.03e-06,8.27e-06,230012.07,2.001
2018-03-20,8.27e-06,1.097e-05,8.09e-06,8.71e-06,220438.07,2.088
2018-03-21,8.83e-06,9.31e-06,8.16e-06,8.67e-06,226663.83,1.963
2018-03-22,8.58e-06,1.769e-05,8.19e-06,8.92e-06,307318.68,2.764
