# Dataset Report: OriginTrail (TRAC)
# Coin Name: OriginTrail
# Symbol: TRAC
# Approx Row Count: 2917
# Date Range: 2018-01-24 to 2026-02-09
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_TRAC, Volume_USD
# Note: Launched Jan 2018. Decentralized Knowledge Graph (DKG) for AI/Supply Chain.
# --------------------------------------------------
Date,open,high,low,close,Volume_TRAC,Volume_USD
2018-03-09,0.1681,0.1875,0.1748,0.1875,76420.44,14332.3
2018-03-10,0.1872,0.1842,0.1699,0.1842,161013.76,29662.12
2018-03-11,0.1943,0.2051,0.178,0.1807,124126.78,22425.52
2018-03-12,0.1847,0.192,0.1708,0.1885,141753.34,26726.73
2018-03-13,0.1881,0.2153,0.1806,0.2153,123517.34,26589.27
2018-03-14,0.1932,0.187,0.1643,0.1765,31089.13,5488.04
2018-03-15,0.1718,0.1734,0.1634,0.166,65717.97,10905.91
2018-03-16,0.166,0.1728,0.1595,0.1709,38033.57,6500.35
2018-03-17,0.1709,0.1631,0.1501,0.153,32184.91,4922.73
2018-03-18,0.1534,0.1505,0.1275,0.1401,141654.34,19852.67
2018-03-19,0.1401,0.1718,0.1422,0.1718,64891.27,11146.77
2018-03-20,0.1718,0.2175,0.1604,0.1645,32849.44,5403.18
2018-03-21,0.1702,0.1751,0.1594,0.1619,40684.37,6585.58
2018-03-22,0.1619,0.1792,0.1548,0.1792,95467.56,17111.94
2018-03-23,0.1628,0.1767,0.1635,0.17,10918.75,1856.2
2018-03-24,0.17,0.1626,0.156,0.1624,917.42,148.98
2018-03-25,0.1613,0.1737,0.1517,0.167,112517.56,18790.11
2018-03-26,0.167,0.1935,0.1553,0.1595,112250.6,17908.31
2018-03-27,0.1643,0.1586,0.1438,0.1438,23361.0,3359.06
2018-03-28,0.1428,0.1463,0.1338,0.1346,19913.45,2679.99
2018-03-29,0.1342,0.1156,0.1088,0.1106,30444.48,3366.04
2018-03-30,0.1089,0.1131,0.1116,0.1121,2385.14,267.42
2018-03-31,0.1113,0.1117,0.1065,0.1107,17424.55,1928.11
2018-04-02,0.1064,0.108,0.09232,0.105,12848.77,1349.35
2018-04-03,0.105,0.1217,0.1082,0.1195,3108.37,371.44
2018-04-04,0.1195,0.1158,0.09466,0.1116,96312.21,10743.65
2018-04-05,0.1116,0.1152,0.1096,0.1134,20819.39,2361.26
2018-04-07,0.09348,0.1183,0.09717,0.1183,6582.05,778.69
2018-04-08,0.1183,0.1231,0.1183,0.12,2251.73,270.15
2018-04-09,0.12,0.1195,0.1037,0.1193,29075.36,3468.89
2018-04-10,0.1234,0.1285,0.1195,0.1195,4309.65,515.18
2018-04-11,0.1195,0.1334,0.1238,0.1334,8957.62,1195.22
2018-04-12,0.1334,0.1614,0.1378,0.1614,5552.5,896.03
2018-04-13,0.1614,0.1617,0.1599,0.1599,200.0,31.98
2018-04-14,0.1599,0.1625,0.1509,0.1512,1814.36,274.31
2018-04-15,0.1479,0.1589,0.1532,0.1532,4695.89,719.38
2018-04-16,0.1549,0.1535,0.1429,0.1535,23329.84,3581.15
2018-04-17,0.1535,0.1509,0.1434,0.1434,9436.57,1352.86
2018-04-18,0.1434,0.154,0.1372,0.154,271897.04,41872.41
2018-04-19,0.154,0.1661,0.1599,0.1599,435533.39,69620.47
2018-04-20,0.1599,0.188,0.1735,0.188,336154.38,63192.63
2018-04-21,0.188,0.1843,0.174,0.1755,554348.29,97287.74
2018-04-22,0.1755,0.1864,0.1802,0.1864,511266.71,95299.6
2018-04-23,0.1864,0.1983,0.1932,0.1983,486556.5,96466.26
2018-04-24,0.1983,0.2202,0.1969,0.1969,494836.66,97452.14
2018-04-25,0.202,0.1848,0.1743,0.1848,558045.93,103140.74
2018-04-26,0.1848,0.1984,0.1859,0.1904,311826.36,59360.92
2018-04-27,0.1904,0.1917,0.1852,0.1917,498111.72,95494.16
2018-04-28,0.1916,0.2149,0.2035,0.2149,571938.75,122897.11
2018-04-29,0.2149,0.2169,0.1846,0.1905,720634.26,137299.05
2018-04-30,0.1905,0.1893,0.1786,0.18,969749.58,174528.49
2018-05-01,0.18,0.1811,0.1718,0.1731,617989.49,106954.81
2018-05-02,0.1731,0.1957,0.1772,0.1957,729170.66,142713.94
2018-05-03,0.1957,0.2249,0.1998,0.2176,281037.1,61147.51
2018-05-04,0.2176,0.2431,0.2194,0.2431,271847.51,66087.52
2018-05-05,0.2431,0.2572,0.2041,0.245,8396.67,2056.97
2018-05-06,0.245,0.2411,0.2055,0.2055,4333.43,890.53
2018-05-07,0.2051,0.2384,0.1952,0.2384,2325.13,554.22
2018-05-08,0.2332,0.2318,0.2049,0.2305,17933.96,4133.22
2018-05-09,0.2296,0.2367,0.2235,0.2363,207949.09,49148.67
2018-05-10,0.2363,0.27,0.2276,0.27,1096809.19,296115.33
2018-05-11,0.2696,0.2529,0.0,0.2526,923286.13,233236.9
2018-05-12,0.2526,0.2687,0.2548,0.2687,430086.56,115551.58
2018-05-13,0.2687,0.3108,0.2699,0.3025,644934.59,195112.21
2018-05-14,0.3025,0.3055,0.3017,0.3055,1110691.65,339329.85
2018-05-15,0.3055,0.3267,0.2816,0.2816,490313.92,138048.06
2018-05-16,0.2816,0.3066,0.282,0.2968,142235.68,42218.74
2018-05-17,0.2968,0.293,0.2748,0.2834,205043.74,58107.99
2018-05-18,0.2834,0.6936,0.2667,0.2667,392297.98,104644.32
2018-05-19,0.2667,0.2715,0.2677,0.2715,176737.38,47977.04
2018-05-20,0.2715,0.2838,0.2424,0.2529,393614.36,99536.03
2018-05-21,0.2529,0.2588,0.2321,0.2473,341615.72,84471.14
2018-05-22,0.2473,0.2338,0.1869,0.2153,531581.7,114461.36
2018-05-23,0.2154,0.2079,0.1812,0.2077,771084.41,160172.43
2018-05-24,0.2077,0.2533,0.1989,0.2191,617936.58,135390.97
2018-05-25,0.2191,0.2319,0.2029,0.2237,610445.2,136576.74
2018-05-26,0.2237,0.2325,0.2135,0.2197,496197.11,109023.72
2018-05-27,0.2197,0.2171,0.1908,0.1981,744721.36,147544.79
2018-05-28,0.1981,0.1888,0.1675,0.1817,630006.55,114484.44
2018-05-29,0.1817,0.2153,0.1921,0.2002,459065.11,91893.93
2018-05-30,0.2002,0.2096,0.1963,0.1992,351181.67,69944.99
2018-05-31,0.1986,0.2098,0.1965,0.2028,355331.59,72054.46
2018-06-01,0.2028,0.2141,0.1979,0.2083,255709.44,53271.38
2018-06-02,0.2083,0.2285,0.2097,0.2244,317975.17,71354.07
2018-06-03,0.2244,0.2395,0.219,0.2204,197169.74,43451.92
2018-06-04,0.2204,0.2182,0.1935,0.1935,398095.55,77045.73
2018-06-05,0.1935,0.2253,0.1952,0.2092,319538.36,66857.37
2018-06-06,0.2092,0.2183,0.1911,0.2137,285115.01,60934.99
2018-06-07,0.2137,0.2145,0.2032,0.2137,257521.49,55024.5
2018-06-08,0.2137,0.2178,0.2037,0.2059,97546.69,20083.45
2018-06-09,0.2059,0.2044,0.1889,0.1975,306047.97,60455.55
2018-06-10,0.1975,0.1747,0.1477,0.1655,245562.13,40641.27
2018-06-11,0.1655,0.1675,0.1488,0.1579,283763.51,44809.35
2018-06-12,0.1575,0.1627,0.1367,0.1367,286815.62,39204.28
2018-06-13,0.1367,0.1374,0.1213,0.1218,230825.61,28123.22
2018-06-14,0.1218,0.1583,0.133,0.1524,248171.95,37824.92
2018-06-15,0.1524,0.1606,0.1408,0.1449,174568.35,25292.85
2018-06-16,0.1449,0.1681,0.1443,0.1467,101545.22,14894.64
2018-06-17,0.1467,0.1497,0.1359,0.138,107011.96,14767.05
2018-06-18,0.138,0.1498,0.1413,0.146,260955.46,38092.1
2018-06-19,0.146,0.1529,0.1373,0.1398,176617.64,24687.9
2018-06-20,0.1398,0.1454,0.1237,0.1278,313359.92,40037.03
2018-06-21,0.1278,0.1356,0.117,0.1263,415690.22,52519.35
2018-06-22,0.1263,0.1145,0.09474,0.1039,503207.35,52280.01
2018-06-23,0.1039,0.1116,0.1022,0.1087,195506.75,21248.08
2018-06-24,0.1087,0.1088,0.09433,0.1021,146999.66,15010.51
2018-06-25,0.1021,0.1124,0.09672,0.1044,110825.81,11573.25
2018-06-26,0.1044,0.1018,0.08944,0.09696,108215.67,10492.18
2018-06-27,0.09703,0.102,0.09502,0.1001,173594.42,17369.23
2018-06-28,0.1001,0.09769,0.08886,0.09214,64207.22,5915.9
2018-06-29,0.09213,0.1049,0.09201,0.101,257206.99,25972.25
2018-06-30,0.101,0.1133,0.1025,0.1048,138244.11,14485.96
2018-07-01,0.1048,0.1129,0.1012,0.1069,43829.79,4684.8
2018-07-02,0.1069,0.119,0.1051,0.1115,89519.31,9983.17
2018-07-03,0.1115,0.1155,0.1061,0.1127,104202.82,11740.49
2018-07-04,0.1126,0.1162,0.1084,0.1104,104325.02,11517.17
2018-07-05,0.1104,0.1158,0.106,0.1101,62726.58,6906.7
2018-07-06,0.1101,0.1155,0.1016,0.1043,223666.52,23323.38
2018-07-07,0.1043,0.1143,0.1065,0.1113,84361.81,9385.29
2018-07-08,0.1113,0.1187,0.1021,0.1118,327238.95,36593.07
2018-07-09,0.1118,0.1108,0.1024,0.1102,415416.99,45792.26
2018-07-10,0.1102,0.1053,0.09433,0.09658,354038.85,34191.8
2018-07-11,0.09658,0.1026,0.09669,0.0979,95072.46,9307.23
2018-07-12,0.0979,0.09739,0.09243,0.09355,108620.2,10161.48
2018-07-13,0.09355,0.09774,0.09069,0.09363,167809.8,15711.63
2018-07-14,0.09363,0.09633,0.0874,0.09312,223981.34,20858.03
2018-07-15,0.09312,0.09959,0.09527,0.09784,153245.31,14993.11
2018-07-16,0.09784,0.117,0.101,0.1095,338680.8,37098.42
2018-07-17,0.1096,0.1198,0.1053,0.1147,410147.22,47037.32
2018-07-18,0.1147,0.1134,0.09858,0.1083,190649.72,20648.59
2018-07-19,0.1083,0.1155,0.106,0.1098,220790.37,24243.82
2018-07-20,0.1098,0.1072,0.09201,0.09269,181049.54,16780.66
2018-07-21,0.09269,0.105,0.09225,0.1,267834.76,26783.36
2018-07-22,0.1,0.1005,0.09277,0.09794,478116.69,46825.36
2018-07-23,0.09794,0.09977,0.08543,0.08966,524535.31,47027.85
2018-07-24,0.08966,0.09561,0.07916,0.08746,658424.49,57582.73
2018-07-25,0.08743,0.09341,0.08106,0.08558,1147724.67,98227.38
2018-07-26,0.08559,0.09619,0.0839,0.09222,393845.78,36320.93
2018-07-27,0.09222,0.1014,0.09295,0.09417,114640.21,10795.99
2018-07-28,0.09422,0.0984,0.09366,0.09769,109406.95,10688.26
2018-07-29,0.09769,0.0993,0.09422,0.09814,141145.58,13851.34
2018-07-30,0.09814,0.09761,0.0862,0.09122,187023.52,17060.41
2018-07-31,0.09122,0.08843,0.07629,0.0807,269293.97,21730.87
2018-08-01,0.08069,0.07936,0.06932,0.07407,467157.1,34600.02
2018-08-02,0.07407,0.07387,0.06688,0.0698,242501.24,16926.59
2018-08-03,0.0698,0.07095,0.06147,0.06348,445408.17,28273.73
2018-08-04,0.06348,0.06234,0.0518,0.05721,320169.06,18317.37
2018-08-05,0.05721,0.06357,0.05437,0.0623,288560.96,17978.11
2018-08-06,0.0623,0.06313,0.05592,0.05823,564524.24,32873.27
2018-08-07,0.05823,0.05885,0.05242,0.05673,268948.92,15257.15
2018-08-08,0.05673,0.05533,0.04765,0.04793,274018.28,13133.93
2018-08-09,0.04793,0.05918,0.04755,0.05325,383589.43,20427.75
2018-08-10,0.05325,0.0508,0.04582,0.04582,461311.53,21138.67
2018-08-11,0.04582,0.04757,0.04163,0.04452,383672.67,17081.64
2018-08-12,0.04452,0.04703,0.04429,0.04534,227856.17,10331.8
2018-08-13,0.04534,0.04277,0.03991,0.04059,176080.79,7146.75
2018-08-14,0.04059,0.04216,0.0376,0.0383,809970.72,31018.2
2018-08-15,0.0383,0.04238,0.03861,0.04134,295657.87,12223.17
2018-08-16,0.04134,0.04661,0.04193,0.04417,93061.13,4110.25
2018-08-17,0.04417,0.05072,0.04649,0.05068,159807.52,8099.71
2018-08-18,0.05068,0.05033,0.04455,0.04718,78528.46,3704.66
2018-08-19,0.04718,0.05363,0.04575,0.04803,145148.08,6971.33
2018-08-20,0.04803,0.05413,0.03962,0.04644,271655.96,12616.77
2018-08-21,0.04638,0.05029,0.04568,0.04715,257932.52,12160.36
2018-08-22,0.04715,0.04945,0.04442,0.04442,206128.78,9156.61
2018-08-23,0.04442,0.04711,0.04532,0.0454,127689.0,5797.29
2018-08-24,0.0454,0.05051,0.04631,0.04831,147423.38,7122.2
2018-08-25,0.04831,0.04874,0.04383,0.04632,146413.36,6782.56
2018-08-26,0.04632,0.04638,0.04257,0.04499,159453.54,7173.05
2018-08-27,0.04499,0.05297,0.04533,0.04991,347205.4,17330.36
2018-08-28,0.04997,0.05376,0.04992,0.0501,285417.77,14298.21
2018-08-29,0.0501,0.05133,0.04832,0.05133,396657.8,20358.67
2018-08-30,0.05133,0.05191,0.04879,0.04879,132263.14,6452.93
2018-08-31,0.04879,0.05318,0.04833,0.05233,198238.44,10374.3
2018-09-01,0.0523,0.05488,0.05074,0.05216,98677.66,5147.08
2018-09-02,0.05216,0.05487,0.05189,0.05304,104478.07,5542.0
2018-09-03,0.05304,0.05331,0.0508,0.0508,113751.73,5778.69
2018-09-04,0.0508,0.05146,0.05011,0.05146,115790.44,5958.05
2018-09-05,0.05146,0.04223,0.03547,0.0368,654662.65,24089.7
2018-09-06,0.0368,0.03888,0.03574,0.03725,367885.68,13704.14
2018-09-07,0.03726,0.04012,0.03363,0.03681,360371.67,13265.44
2018-09-08,0.03681,0.03638,0.03148,0.03235,198326.13,6415.65
2018-09-09,0.03235,0.03369,0.03163,0.03369,136238.53,4589.97
2018-09-10,0.03369,0.03574,0.03259,0.0347,211695.95,7345.14
2018-09-11,0.03469,0.03329,0.03042,0.03148,323302.61,10176.11
2018-09-12,0.03146,0.03137,0.02903,0.03046,258237.12,7864.92
2018-09-13,0.03046,0.03769,0.03425,0.03488,334455.81,11666.05
2018-09-14,0.03488,0.03526,0.03175,0.03265,349021.45,11394.29
2018-09-15,0.03267,0.03845,0.03291,0.03413,215040.63,7339.56
2018-09-16,0.03413,0.04306,0.02974,0.03154,296081.05,9339.34
2018-09-17,0.03154,0.02831,0.02647,0.02711,648359.07,17578.53
2018-09-18,0.02711,0.03001,0.0142,0.02892,300755.36,8699.21
2018-09-19,0.02892,0.02918,0.02708,0.02824,215823.66,6094.08
2018-09-20,0.02824,0.03153,0.03016,0.03016,203956.4,6151.89
2018-09-21,0.03016,0.03678,0.03205,0.03242,187296.59,6072.65
2018-09-22,0.03242,0.03552,0.03152,0.0334,54790.09,1829.78
2018-09-23,0.0334,0.03546,0.03098,0.0325,47051.37,1529.2
2018-09-24,0.0325,0.03148,0.02968,0.0304,60975.87,1853.94
2018-09-25,0.0304,0.03135,0.02858,0.03042,98687.19,3002.55
2018-09-26,0.03042,0.03243,0.0295,0.03117,62394.66,1944.69
2018-09-27,0.03117,0.03388,0.02974,0.0321,66052.92,2120.0
2018-09-28,0.0321,0.03188,0.02224,0.03077,59275.52,1824.19
2018-09-29,0.03077,0.03273,0.02922,0.03077,106525.62,3277.32
2018-09-30,0.03077,0.03228,0.03014,0.03228,214749.56,6933.16
2018-10-01,0.03228,0.03627,0.03071,0.03627,357475.18,12966.63
2018-10-02,0.03627,0.03717,0.03223,0.03489,304497.55,10624.98
2018-10-03,0.0349,0.03781,0.03405,0.03739,179490.23,6712.02
2018-10-04,0.03739,0.0377,0.0338,0.03459,145060.86,5018.32
2018-10-05,0.03459,0.03599,0.03471,0.03535,114012.44,4030.03
2018-10-06,0.03535,0.03884,0.03401,0.03814,142362.07,5429.76
2018-10-07,0.03814,0.03877,0.02699,0.03678,61436.74,2259.7
2018-10-08,0.03678,0.03954,0.03681,0.03768,154451.73,5819.57
2018-10-09,0.03768,0.0384,0.03308,0.03676,43230.05,1589.24
2018-10-10,0.03676,0.03737,0.03462,0.03667,318754.06,11689.45
2018-10-11,0.03667,0.03259,0.02885,0.02997,164210.93,4922.08
2018-10-12,0.02997,0.03312,0.03094,0.03175,81897.56,2600.01
2018-10-13,0.03175,0.03365,0.0286,0.03163,55815.3,1765.59
2018-10-14,0.03163,0.03315,0.02859,0.03233,97545.17,3153.57
2018-10-15,0.03233,0.03619,0.03147,0.0351,228120.73,8006.63
2018-10-16,0.0351,0.03572,0.03164,0.03454,370374.36,12792.41
2018-10-17,0.03454,0.03411,0.03236,0.03239,117087.75,3791.96
2018-10-18,0.03239,0.03341,0.03017,0.03096,153095.23,4739.94
2018-10-19,0.03096,0.03327,0.03035,0.03327,131039.3,4359.55
2018-10-20,0.03327,0.03363,0.03134,0.03222,46593.33,1501.15
2018-10-21,0.0322,0.03432,0.02844,0.02844,88094.18,2505.62
2018-10-22,0.02844,0.0339,0.02659,0.03294,79162.54,2607.81
2018-10-23,0.03294,0.03463,0.03255,0.0333,280254.15,9333.85
2018-10-24,0.0333,0.03529,0.03318,0.03521,158484.1,5579.69
2018-10-25,0.03521,0.03497,0.03266,0.03475,322116.51,11194.33
2018-10-26,0.03475,0.03805,0.03508,0.03764,310029.8,11670.7
2018-10-27,0.03764,0.03829,0.03593,0.03825,103053.88,3941.42
2018-10-28,0.03825,0.03901,0.03494,0.03691,89710.07,3311.56
2018-10-29,0.03692,0.03579,0.03256,0.03317,282102.98,9356.25
2018-10-30,0.03317,0.03502,0.02749,0.03168,209125.42,6626.07
2018-10-31,0.03169,0.03466,0.0296,0.03338,47340.3,1580.09
2018-11-01,0.03338,0.03981,0.03305,0.03645,160531.98,5850.92
2018-11-02,0.03645,0.03687,0.0352,0.03636,250924.74,9124.76
2018-11-03,0.03636,0.03654,0.03445,0.03471,23112.71,802.19
2018-11-04,0.03471,0.03846,0.03639,0.03789,144733.03,5483.37
2018-11-05,0.03789,0.03898,0.0367,0.03783,155239.11,5872.68
2018-11-06,0.03783,0.04079,0.0382,0.03836,133276.8,5112.12
2018-11-07,0.03836,0.03917,0.03769,0.03913,95093.12,3720.92
2018-11-08,0.03914,0.03831,0.03484,0.03672,24891.14,914.06
2018-11-09,0.03672,0.0374,0.03486,0.03545,124062.07,4397.97
2018-11-10,0.03545,0.03804,0.03465,0.03666,125102.25,4586.09
2018-11-11,0.03666,0.03783,0.03624,0.03747,57589.62,2157.93
2018-11-12,0.03747,0.0375,0.03575,0.03594,94916.14,3411.58
2018-11-13,0.03594,0.03899,0.03468,0.03557,505062.32,17963.13
2018-11-14,0.03557,0.03196,0.0249,0.03013,244879.16,7378.34
2018-11-15,0.03013,0.03024,0.02776,0.02823,147457.58,4162.42
2018-11-16,0.02823,0.03021,0.02719,0.02892,50124.02,1449.51
2018-11-17,0.02892,0.02909,0.02484,0.02711,197644.3,5357.87
2018-11-18,0.02711,0.02983,0.02448,0.02622,204415.6,5360.02
2018-11-19,0.02622,0.02281,0.01967,0.02057,278016.65,5719.62
2018-11-20,0.02057,0.02023,0.01802,0.01945,317841.31,6183.32
2018-11-21,0.01945,0.02215,0.01968,0.02143,443518.54,9504.82
2018-11-22,0.02143,0.02409,0.01936,0.02348,1025611.14,24081.89
2018-11-23,0.02348,0.02335,0.02069,0.02214,557679.25,12349.76
2018-11-24,0.02214,0.0203,0.01873,0.01873,189877.83,3555.99
2018-11-25,0.01873,0.01971,0.01833,0.01882,154755.67,2912.52
2018-11-26,0.01881,0.02003,0.016,0.0196,173582.82,3401.63
2018-11-27,0.0196,0.0211,0.01906,0.02105,286915.44,6038.51
2018-11-28,0.02105,0.02372,0.02182,0.02372,594207.29,14092.13
2018-11-29,0.02372,0.02351,0.02105,0.02213,389363.3,8617.87
2018-11-30,0.02213,0.02167,0.02018,0.02084,169242.09,3526.29
2018-12-01,0.02084,0.02343,0.02045,0.0211,307446.78,6488.62
2018-12-02,0.0211,0.02202,0.02029,0.02146,91075.21,1954.86
2018-12-03,0.02147,0.02471,0.01921,0.02263,722130.15,16342.45
2018-12-04,0.02263,0.02962,0.02197,0.02883,1001529.74,28871.85
2018-12-05,0.02883,0.02666,0.02248,0.02307,305989.81,7058.13
2018-12-06,0.02307,0.02233,0.01833,0.0208,239945.57,4990.6
2018-12-07,0.0208,0.02419,0.02002,0.02208,301113.66,6649.37
2018-12-08,0.02208,0.02312,0.01898,0.01979,259499.43,5134.88
2018-12-09,0.01979,0.02322,0.02043,0.02195,86901.48,1907.72
2018-12-10,0.02195,0.02121,0.01849,0.02014,139910.44,2818.42
2018-12-11,0.02014,0.02089,0.01956,0.02002,474600.85,9502.73
2018-12-12,0.02002,0.02151,0.01973,0.02151,75546.06,1624.81
2018-12-13,0.02151,0.02053,0.01958,0.02009,51601.73,1036.46
2018-12-14,0.02009,0.02168,0.01951,0.01957,45951.4,899.45
2018-12-15,0.01957,0.02006,0.01882,0.01985,94762.27,1880.61
2018-12-16,0.01985,0.02011,0.01789,0.01941,165333.45,3208.98
2018-12-17,0.01941,0.02271,0.02132,0.0225,63760.94,1434.32
2018-12-18,0.0225,0.0246,0.02286,0.02356,42233.42,995.07
2018-12-19,0.02356,0.02345,0.02223,0.0231,48380.4,1117.81
2018-12-20,0.0231,0.02673,0.02464,0.02482,99559.66,2471.36
2018-12-21,0.02482,0.02422,0.0202,0.02342,62035.25,1452.88
2018-12-22,0.02342,0.0259,0.02379,0.02381,26497.57,631.01
2018-12-23,0.02381,0.02647,0.02358,0.02385,124118.93,2960.46
2018-12-24,0.02385,0.02599,0.02276,0.02461,125616.38,3091.42
2018-12-25,0.02461,0.02866,0.0207,0.02265,77675.63,1759.21
2018-12-26,0.02265,0.02372,0.02225,0.02342,24459.46,572.81
2018-12-27,0.02342,0.02151,0.01845,0.021,50233.85,1054.81
2018-12-28,0.021,0.02575,0.02381,0.02415,56660.03,1368.08
2018-12-29,0.02415,0.0243,0.01952,0.02348,169566.18,3981.13
2018-12-30,0.02348,0.025,0.02168,0.02297,48489.72,1113.62
2018-12-31,0.02297,0.02281,0.021,0.02215,47806.35,1058.72
2019-01-01,0.02215,0.02424,0.02013,0.02214,91197.58,2019.19
2019-01-02,0.02214,0.0254,0.02172,0.02345,145324.72,3408.47
2019-01-03,0.02345,0.02294,0.02167,0.02242,198863.63,4457.73
2019-01-04,0.02242,0.02341,0.02245,0.0233,83821.47,1952.77
2019-01-05,0.0233,0.02343,0.02236,0.02273,57876.73,1315.62
2019-01-06,0.02273,0.02455,0.02301,0.02332,92436.01,2155.21
2019-01-07,0.02332,0.02367,0.02205,0.02217,61373.03,1360.93
2019-01-08,0.02217,0.02294,0.02174,0.02273,57656.73,1310.27
2019-01-09,0.02273,0.02339,0.02107,0.02193,86776.68,1903.43
2019-01-10,0.02193,0.01994,0.01857,0.01905,74120.3,1412.23
2019-01-11,0.01905,0.02035,0.01801,0.01868,62655.61,1170.39
2019-01-12,0.01868,0.01904,0.01811,0.01882,90684.06,1707.05
2019-01-13,0.01882,0.01864,0.01734,0.01828,48182.86,880.62
2019-01-14,0.01828,0.02103,0.01959,0.02103,54974.44,1156.16
2019-01-15,0.02103,0.02029,0.01847,0.01856,44714.17,829.84
2019-01-16,0.01856,0.01983,0.01775,0.01942,22063.48,428.39
2019-01-17,0.01942,0.02098,0.01915,0.01942,45083.6,875.71
2019-01-18,0.01942,0.02058,0.01752,0.02036,45707.88,930.81
2019-01-19,0.02036,0.02428,0.02028,0.023,84386.23,1940.66
2019-01-20,0.023,0.02181,0.02034,0.02104,11586.47,243.8
2019-01-21,0.02104,0.02074,0.01921,0.0198,20537.53,406.56
2019-01-22,0.0198,0.02113,0.01663,0.01818,76313.57,1387.21
2019-01-23,0.01818,0.02266,0.01794,0.02266,18581.48,420.98
2019-01-24,0.02266,0.02289,0.02088,0.02088,32371.72,675.92
2019-01-25,0.02088,0.02121,0.02052,0.0212,27556.6,584.25
2019-01-26,0.0212,0.02137,0.02057,0.02137,1810.36,38.69
2019-01-27,0.02137,0.02232,0.01759,0.02005,68908.85,1381.72
2019-01-28,0.02005,0.01985,0.01884,0.01947,33998.76,662.11
2019-01-29,0.01947,0.01988,0.01824,0.01904,18053.16,343.8
2019-01-30,0.01904,0.02126,0.01982,0.01993,15592.62,310.8
2019-01-31,0.01993,0.02019,0.01913,0.01924,3510.26,67.54
2019-02-01,0.01924,0.02009,0.01905,0.01958,35195.43,688.98
2019-02-02,0.01958,0.02953,0.0191,0.0191,59245.79,1131.78
2019-02-03,0.0191,0.01961,0.01795,0.01871,63004.68,1178.7
2019-02-04,0.01871,0.01967,0.0181,0.01849,69139.34,1278.64
2019-02-05,0.01849,0.01892,0.01816,0.01888,44927.54,848.4
2019-02-06,0.01888,0.0185,0.01769,0.01769,57652.0,1019.97
2019-02-07,0.01769,0.01782,0.017,0.01781,116164.69,2069.41
2019-02-08,0.01781,0.02043,0.01797,0.01797,195664.42,3516.34
2019-02-09,0.01797,0.01911,0.01797,0.01804,30653.88,552.95
2019-02-10,0.01804,0.01984,0.01896,0.01913,13753.7,263.05
2019-02-11,0.01913,0.01936,0.01839,0.0186,19519.27,363.0
2019-02-12,0.0186,0.01965,0.01866,0.01961,16838.17,330.17
2019-02-13,0.01961,0.01969,0.01851,0.01969,8234.68,162.16
2019-02-14,0.01969,0.01946,0.01745,0.01825,62674.6,1143.71
2019-02-15,0.01825,0.01911,0.01727,0.01833,40477.31,741.84
2019-02-16,0.01833,0.01875,0.01812,0.01846,30313.52,559.72
2019-02-17,0.01846,0.0205,0.019,0.01998,20095.68,401.53
2019-02-18,0.01998,0.02342,0.01914,0.01914,5224.0,99.97
