# Dataset Report: OriginTrail (TRAC)
# Coin Name: OriginTrail
# Symbol: TRAC
# Approx Row Count: 2917
# Date Range: 2018-01-24 to 2026-02-09
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_TRAC, Volume_USD
# Note: Launched Jan 2018. Decentralized Knowledge Graph (DKG) for AI/Supply Chain.
# --------------------------------------------------
Date,open,high,low,close,Volume_TRAC,Volume_USD
2019-02-19,0.01914,0.0231,0.01886,0.0204,73452.51,1498.7
2019-02-20,0.0204,0.02262,0.01971,0.02061,179043.06,3689.84
2019-02-21,0.02061,0.02342,0.02021,0.02023,39057.23,790.01
2019-02-22,0.02023,0.02203,0.0206,0.02124,45711.4,970.83
2019-02-23,0.02124,0.0244,0.02249,0.02249,119752.89,2692.84
2019-02-24,0.02249,0.01995,0.01785,0.01921,570424.98,10959.28
2019-02-25,0.01921,0.02113,0.01917,0.02002,24408.16,488.62
2019-02-26,0.02002,0.02227,0.01918,0.02047,134684.05,2757.25
2019-02-27,0.02047,0.02098,0.02019,0.02098,49566.39,1039.68
2019-02-28,0.02098,0.02103,0.01916,0.01964,27233.25,534.84
2019-03-01,0.01964,0.02177,0.01955,0.01992,48905.39,974.13
2019-03-02,0.01992,0.02148,0.01958,0.02148,42629.08,915.52
2019-03-03,0.02148,0.02106,0.01916,0.02042,25486.31,520.34
2019-03-04,0.02042,0.02402,0.0166,0.02168,422368.67,9158.11
2019-03-05,0.02168,0.0267,0.02244,0.02345,306772.52,7193.23
2019-03-06,0.02345,0.02714,0.02278,0.02414,420125.22,10141.32
2019-03-07,0.02414,0.03345,0.02396,0.02822,1251296.54,35309.4
2019-03-08,0.02822,0.02831,0.0258,0.02676,197166.01,5276.76
2019-03-09,0.02676,0.02862,0.02628,0.02628,460484.0,12101.25
2019-03-10,0.02628,0.02858,0.02592,0.02816,77937.3,2194.58
2019-03-11,0.02816,0.02875,0.02477,0.02477,120058.46,2974.05
2019-03-12,0.02477,0.02862,0.02339,0.02497,250495.61,6253.86
2019-03-13,0.02497,0.02585,0.02321,0.02482,45194.36,1121.64
2019-03-14,0.02482,0.0297,0.02312,0.0233,124837.93,2908.18
2019-03-15,0.0233,0.02876,0.02293,0.02444,117951.0,2883.09
2019-03-16,0.02444,0.02543,0.02355,0.02454,74180.08,1820.3
2019-03-17,0.02454,0.02514,0.02011,0.02011,20093.22,404.05
2019-03-18,0.02011,0.02508,0.01993,0.02418,45178.26,1092.51
2019-03-19,0.02418,0.02594,0.0206,0.02534,117020.35,2965.28
2019-03-20,0.02534,0.03041,0.02389,0.03041,138821.08,4222.07
2019-03-21,0.03041,0.03156,0.02701,0.02834,146626.3,4155.75
2019-03-22,0.02834,0.03167,0.02754,0.02965,148392.7,4399.78
2019-03-23,0.02965,0.03306,0.02986,0.03197,329383.46,10530.21
2019-03-24,0.03197,0.03266,0.02799,0.03232,182107.88,5886.21
2019-03-25,0.03232,0.03443,0.03052,0.03206,271657.37,8708.42
2019-03-26,0.03206,0.03743,0.03211,0.035,392193.96,13725.21
2019-03-27,0.035,0.03893,0.03647,0.03647,420906.54,15352.07
2019-03-28,0.03647,0.03784,0.03463,0.03784,121476.16,4596.15
2019-03-29,0.03784,0.03948,0.03301,0.03567,144502.06,5154.28
2019-03-30,0.03567,0.03539,0.03181,0.03181,80710.31,2567.43
2019-03-31,0.03181,0.03956,0.03073,0.03354,48992.91,1642.99
2019-04-01,0.03354,0.0397,0.03264,0.03507,208205.91,7300.81
2019-04-02,0.03507,0.04717,0.0396,0.03983,542246.91,21598.02
2019-04-03,0.03983,0.04252,0.0371,0.03854,172076.23,6631.5
2019-04-04,0.03854,0.0411,0.03639,0.03792,103897.8,3939.91
2019-04-05,0.03792,0.04576,0.03992,0.03995,171009.26,6831.86
2019-04-06,0.03995,0.04456,0.03992,0.04456,68020.55,3031.2
2019-04-07,0.04456,0.04705,0.04008,0.04363,73282.26,3197.24
2019-04-08,0.04363,0.04637,0.03623,0.03838,198086.99,7603.51
2019-04-09,0.03838,0.04529,0.03626,0.03984,116729.06,4650.93
2019-04-10,0.03984,0.05872,0.0392,0.05377,1191825.28,64080.76
2019-04-11,0.05377,0.05122,0.04379,0.04513,270336.33,12199.48
2019-04-12,0.04513,0.0495,0.03787,0.04792,225786.1,10819.64
2019-04-13,0.04792,0.05099,0.04689,0.04956,37878.47,1877.12
2019-04-14,0.04956,0.05565,0.05022,0.05447,166497.23,9068.57
2019-04-15,0.05447,0.05288,0.0365,0.05016,232775.49,11675.52
2019-04-16,0.05016,0.05429,0.04678,0.05287,86250.86,4560.42
2019-04-17,0.05287,0.05547,0.04678,0.05036,370082.42,18636.07
2019-04-18,0.05036,0.05509,0.04983,0.05285,548780.71,29003.84
2019-04-19,0.05285,0.0548,0.04653,0.04982,206802.71,10302.62
2019-04-20,0.04982,0.04982,0.0406,0.04803,126938.23,6096.89
2019-04-21,0.04803,0.04717,0.04418,0.0463,34076.52,1577.9
2019-04-22,0.0463,0.04989,0.04297,0.04839,107297.11,5192.09
2019-04-23,0.04839,0.05099,0.04193,0.04367,139619.71,6097.46
2019-04-24,0.04367,0.04669,0.03763,0.04228,163230.63,6900.79
2019-04-25,0.04228,0.04019,0.03782,0.03927,501377.85,19690.38
2019-04-26,0.03927,0.04116,0.03761,0.03802,421211.84,16013.36
2019-04-27,0.03802,0.03885,0.03641,0.03723,375547.29,13981.79
2019-04-28,0.03732,0.03739,0.03482,0.03692,469484.18,17333.58
2019-04-29,0.03692,0.03792,0.03496,0.03735,251526.44,9395.74
2019-04-30,0.03735,0.04272,0.03554,0.0361,313503.65,11317.5
2019-05-01,0.0361,0.03801,0.03408,0.03787,467509.18,17704.17
2019-05-02,0.03787,0.04052,0.0356,0.03989,385887.86,15391.92
2019-05-03,0.03989,0.04179,0.03679,0.03745,389365.52,14581.83
2019-05-04,0.03745,0.03642,0.03437,0.03557,349173.05,12419.67
2019-05-05,0.03557,0.04264,0.0341,0.03448,370590.03,12776.68
2019-05-06,0.03448,0.03841,0.03523,0.03644,181004.42,6596.21
2019-05-07,0.03644,0.0364,0.03215,0.03309,216069.26,7150.64
2019-05-08,0.03309,0.03428,0.03012,0.03267,241331.13,7884.93
2019-05-09,0.03267,0.03299,0.02659,0.02848,413360.62,11773.49
2019-05-10,0.02848,0.03139,0.02725,0.02848,338524.74,9641.1
2019-05-11,0.02848,0.03797,0.03175,0.03287,437587.47,14382.95
2019-05-12,0.03287,0.03558,0.03157,0.03486,388968.9,13560.37
2019-05-13,0.03486,0.03819,0.03237,0.03388,391559.97,13265.5
2019-05-14,0.03388,0.03848,0.03496,0.03498,390626.04,13665.85
2019-05-15,0.03498,0.0408,0.03605,0.03754,347864.17,13060.44
2019-05-16,0.03754,0.03993,0.02671,0.03409,437625.34,14918.73
2019-05-17,0.03409,0.03428,0.02705,0.03073,116549.7,3581.27
2019-05-18,0.03073,0.02936,0.02386,0.02574,232854.33,5992.65
2019-05-19,0.02574,0.03911,0.02826,0.03872,674636.24,26120.27
2019-05-20,0.03872,0.03741,0.02844,0.03151,119004.57,3750.13
2019-05-21,0.03151,0.03727,0.0296,0.03197,135108.81,4319.36
2019-05-22,0.03197,0.0362,0.03036,0.03396,80411.62,2730.99
2019-05-23,0.03396,0.03463,0.02957,0.02962,144940.94,4293.06
2019-05-24,0.02962,0.03492,0.02763,0.02898,75848.75,2198.08
2019-05-25,0.02898,0.03405,0.0292,0.03046,74505.53,2269.1
2019-05-26,0.03046,0.03337,0.03093,0.03179,201998.27,6421.28
2019-05-27,0.03179,0.03942,0.02756,0.02881,198875.3,5730.39
2019-05-28,0.02881,0.03358,0.02356,0.02994,436852.03,13079.76
2019-05-29,0.02994,0.03122,0.02427,0.02785,324460.46,9036.12
2019-05-30,0.02785,0.02789,0.02359,0.02501,84917.5,2123.99
2019-05-31,0.02501,0.02907,0.02557,0.02562,158442.81,4059.54
2019-06-01,0.02562,0.02613,0.02277,0.02486,190594.03,4737.46
2019-06-02,0.02486,0.02639,0.01952,0.02286,438957.48,10036.51
2019-06-03,0.02286,0.02419,0.02092,0.02227,275117.33,6125.55
2019-06-04,0.02227,0.02389,0.02028,0.02242,114952.94,2577.51
2019-06-05,0.02242,0.02462,0.02132,0.02331,94213.95,2196.25
2019-06-06,0.02331,0.02372,0.02225,0.02242,84706.77,1899.44
2019-06-07,0.02242,0.02261,0.02049,0.02166,207926.77,4503.71
2019-06-08,0.02166,0.02307,0.02092,0.0227,294034.56,6675.98
2019-06-09,0.0227,0.02182,0.02057,0.02145,598758.21,12845.5
2019-06-10,0.02145,0.02336,0.02242,0.02276,603530.69,13738.0
2019-06-11,0.02276,0.02501,0.02224,0.02466,573291.64,14139.15
2019-06-12,0.02466,0.02796,0.0247,0.02707,205236.79,5555.32
2019-06-13,0.02707,0.02709,0.02428,0.02594,290735.73,7542.46
2019-06-14,0.02594,0.02709,0.02268,0.0244,339687.28,8287.62
2019-06-15,0.0244,0.0284,0.0234,0.0269,236247.93,6353.91
2019-06-16,0.0269,0.02742,0.02419,0.02454,313610.96,7697.16
2019-06-17,0.02454,0.02756,0.02224,0.02364,278038.69,6572.64
2019-06-18,0.02364,0.02367,0.02123,0.02234,119319.78,2665.98
2019-06-19,0.02234,0.02345,0.02014,0.02152,109589.48,2358.45
2019-06-20,0.02152,0.02368,0.009696,0.02254,159139.65,3586.41
2019-06-21,0.02254,0.02596,0.01948,0.02194,164550.11,3610.03
2019-06-22,0.02194,0.02723,0.02027,0.02246,490373.72,11015.35
2019-06-23,0.02246,0.02668,0.0213,0.02213,182442.48,4037.01
2019-06-24,0.02213,0.02557,0.02234,0.02362,113357.29,2677.68
2019-06-25,0.02362,0.02615,0.02374,0.02599,130597.49,3393.85
2019-06-26,0.02599,0.0286,0.02153,0.02376,441707.76,10496.62
2019-06-27,0.02376,0.02207,0.0178,0.02182,180655.11,3941.89
2019-06-28,0.02182,0.02703,0.02001,0.02394,126068.87,3018.36
2019-06-29,0.02394,0.0396,0.02073,0.03042,612426.07,18630.9
2019-06-30,0.03042,0.03171,0.02324,0.02713,563422.23,15285.1
2019-07-01,0.02713,0.03236,0.0265,0.02818,399362.43,11254.63
2019-07-02,0.02818,0.02989,0.02689,0.02767,302461.69,8370.26
2019-07-03,0.02767,0.03121,0.02789,0.03082,342526.89,10557.14
2019-07-04,0.03082,0.02888,0.0259,0.02735,123938.18,3389.39
2019-07-05,0.02735,0.02781,0.02677,0.02775,148559.86,4123.06
2019-07-06,0.02775,0.02822,0.02615,0.0273,100436.25,2741.96
2019-07-07,0.0273,0.03159,0.02877,0.02911,104231.71,3034.27
2019-07-08,0.02911,0.0344,0.02569,0.0267,161712.43,4317.17
2019-07-09,0.0267,0.02888,0.02494,0.02608,247685.46,6459.21
2019-07-10,0.02608,0.02549,0.02425,0.02456,252958.12,6213.48
2019-07-11,0.02456,0.02433,0.02256,0.0232,72671.72,1686.24
2019-07-12,0.0232,0.02559,0.02313,0.02413,102680.0,2477.25
2019-07-13,0.02413,0.02383,0.02259,0.02348,260064.23,6105.91
2019-07-14,0.02348,0.02103,0.01954,0.01995,95917.61,1913.3
2019-07-15,0.01995,0.02268,0.01983,0.02147,51723.29,1110.39
2019-07-16,0.02122,0.01929,0.01806,0.01929,174192.91,3361.01
2019-07-17,0.01929,0.02052,0.01897,0.01931,176668.03,3411.8
2019-07-18,0.01931,0.02105,0.01899,0.02071,225677.8,4673.75
2019-07-19,0.02071,0.02412,0.01859,0.01952,189456.27,3697.6
2019-07-20,0.01952,0.02111,0.01987,0.02081,245643.22,5112.48
2019-07-21,0.02081,0.02335,0.02029,0.02096,307189.68,6439.37
2019-07-22,0.02096,0.03141,0.01804,0.01946,641868.29,12492.63
2019-07-23,0.01946,0.01941,0.01814,0.01857,124522.41,2312.18
2019-07-24,0.01857,0.02268,0.01816,0.01896,112636.03,2135.33
2019-07-25,0.01896,0.01922,0.01874,0.01874,133954.67,2509.99
2019-07-26,0.01874,0.01874,0.01763,0.01831,80521.56,1474.0
2019-07-27,0.01831,0.02163,0.01659,0.01844,231651.05,4271.21
2019-07-28,0.01844,0.01879,0.01727,0.01736,178066.35,3090.61
2019-07-29,0.01736,0.01862,0.01689,0.01716,315213.59,5409.56
2019-07-30,0.01716,0.01817,0.01706,0.01783,421260.1,7513.05
2019-07-31,0.01783,0.01894,0.01833,0.01839,292836.01,5386.04
2019-08-01,0.01839,0.01879,0.01829,0.01868,352536.01,6586.82
2019-08-02,0.01868,0.01924,0.01859,0.01905,331708.16,6318.63
2019-08-03,0.01905,0.01965,0.01889,0.01909,237689.17,4538.37
2019-08-04,0.01909,0.01944,0.01811,0.01819,324787.54,5909.38
2019-08-05,0.01819,0.02089,0.01894,0.01903,314274.39,5980.11
2019-08-06,0.01903,0.01991,0.01808,0.01866,208916.41,3898.93
2019-08-07,0.01866,0.01916,0.0153,0.0162,389362.17,6309.02
2019-08-08,0.0162,0.0171,0.01548,0.01573,105250.71,1655.16
2019-08-09,0.01573,0.01579,0.01488,0.01579,40239.78,635.19
2019-08-10,0.01579,0.01596,0.01392,0.01409,337378.48,4752.84
2019-08-11,0.01409,0.01504,0.01417,0.01435,258397.2,3707.14
2019-08-12,0.01435,0.01449,0.01384,0.01386,77148.85,1069.28
2019-08-13,0.01386,0.01627,0.01364,0.01531,261989.1,4011.76
2019-08-14,0.01531,0.0144,0.01233,0.01255,288571.72,3621.8
2019-08-15,0.01255,0.01468,0.01267,0.01429,83442.0,1192.17
2019-08-16,0.01429,0.0145,0.01355,0.01394,78463.23,1094.0
2019-08-17,0.01394,0.0157,0.01369,0.01452,59368.34,862.09
2019-08-18,0.01452,0.01656,0.01398,0.01595,51465.97,820.97
2019-08-19,0.01595,0.01715,0.01528,0.0163,8896.64,144.98
2019-08-20,0.0163,0.02046,0.01573,0.0161,202272.45,3256.07
2019-08-21,0.0161,0.01579,0.0144,0.01495,141583.84,2116.41
2019-08-22,0.01495,0.01886,0.01522,0.01555,50274.92,781.54
2019-08-23,0.01555,0.01876,0.01415,0.01415,37477.25,530.32
2019-08-24,0.01415,0.01576,0.01389,0.01576,17287.89,272.53
2019-08-25,0.01576,0.01644,0.01461,0.01493,29515.97,440.57
2019-08-26,0.01493,0.01559,0.01447,0.01453,22811.94,331.46
2019-08-27,0.01453,0.01507,0.01355,0.01355,14195.28,192.36
2019-08-28,0.01355,0.01339,0.01161,0.0133,114222.04,1519.66
2019-08-29,0.0133,0.0146,0.01137,0.01281,120063.28,1537.58
2019-08-30,0.01281,0.01385,0.01277,0.01385,56778.46,786.51
2019-08-31,0.01385,0.01436,0.01208,0.01351,27365.6,369.67
2019-09-01,0.01351,0.01407,0.01315,0.01315,18646.03,245.16
2019-09-02,0.01315,0.01438,0.01311,0.014,6988.17,97.8
2019-09-03,0.014,0.01429,0.01186,0.01261,287620.41,3627.11
2019-09-04,0.01261,0.01297,0.01216,0.01297,83748.95,1086.08
2019-09-05,0.01297,0.0148,0.01108,0.01346,222065.21,2989.47
2019-09-06,0.01346,0.01335,0.01212,0.01244,434973.16,5410.67
2019-09-07,0.01244,0.01348,0.0125,0.01264,466283.03,5895.16
2019-09-08,0.01264,0.01341,0.01274,0.01341,357074.77,4787.39
2019-09-09,0.01341,0.01347,0.01232,0.01246,663144.65,8262.7
2019-09-10,0.01246,0.01282,0.01208,0.01271,442913.54,5628.86
2019-09-11,0.01271,0.01264,0.01196,0.01217,673957.19,8203.63
2019-09-12,0.01217,0.01267,0.01199,0.01207,599022.52,7228.56
2019-09-13,0.01207,0.01496,0.01184,0.014,623187.78,8723.55
2019-09-14,0.014,0.01606,0.01309,0.01589,617461.57,9809.3
2019-09-15,0.01589,0.01847,0.01349,0.01417,473745.88,6714.45
2019-09-16,0.01417,0.01504,0.01347,0.01458,886271.34,12923.21
2019-09-17,0.01458,0.01532,0.0127,0.0127,691277.31,8781.08
2019-09-18,0.0127,0.01381,0.01286,0.01337,726688.21,9713.46
2019-09-19,0.01337,0.01448,0.01317,0.01379,684135.34,9434.93
2019-09-20,0.01379,0.01362,0.01262,0.01299,939226.04,12197.23
2019-09-21,0.01299,0.01327,0.0123,0.0125,764515.63,9554.39
2019-09-22,0.0125,0.01337,0.01221,0.01261,771288.79,9726.28
2019-09-23,0.01261,0.01216,0.01021,0.01135,778846.29,8843.65
2019-09-24,0.01135,0.0104,0.009406,0.0104,930175.75,9677.9
2019-09-25,0.0104,0.01103,0.008171,0.01023,1045884.24,10699.63
2019-09-26,0.01023,0.01035,0.009515,0.01033,1375755.79,14210.09
2019-09-27,0.01033,0.01132,0.01046,0.01046,799671.81,8367.29
2019-09-28,0.01046,0.01083,0.01013,0.0104,1423029.72,14794.04
2019-09-29,0.0104,0.01044,0.009689,0.009774,890265.92,8701.07
2019-09-30,0.009774,0.01127,0.01031,0.01087,1220358.64,13265.36
2019-10-01,0.01087,0.01092,0.01012,0.01076,1365044.52,14687.59
2019-10-02,0.01076,0.01123,0.01081,0.01106,1305437.79,14441.75
2019-10-03,0.01106,0.01172,0.0107,0.01077,1213290.24,13070.72
2019-10-04,0.01077,0.01087,0.01057,0.01075,1325307.19,14245.48
2019-10-05,0.01075,0.01116,0.01076,0.01083,952432.04,10311.3
2019-10-06,0.01083,0.01107,0.01018,0.01107,711967.09,7879.27
2019-10-07,0.01107,0.01173,0.01079,0.01148,1526700.44,17525.24
2019-10-08,0.01148,0.01152,0.01059,0.01087,1131029.99,12289.09
2019-10-09,0.01087,0.01178,0.01112,0.01159,1124299.66,13026.65
2019-10-10,0.01159,0.01164,0.01127,0.01131,1206804.83,13651.46
2019-10-11,0.01131,0.01102,0.01068,0.01077,1323286.03,14246.4
2019-10-12,0.01077,0.01088,0.01034,0.01034,851310.38,8800.14
2019-10-13,0.01034,0.01041,0.01016,0.01034,1108459.79,11459.36
2019-10-14,0.01034,0.01077,0.01047,0.01049,2612278.57,27398.77
2019-10-15,0.01049,0.01034,0.01012,0.01034,1274237.31,13173.48
2019-10-16,0.01034,0.01005,0.009874,0.01001,1818663.14,18211.63
2019-10-17,0.01001,0.01022,0.00994,0.009958,1574451.16,15677.99
2019-10-18,0.009958,0.009912,0.009618,0.009826,1140985.61,11210.8
2019-10-19,0.009826,0.009825,0.00948,0.009567,1494626.14,14298.39
2019-10-20,0.009567,0.01001,0.009583,0.009777,996104.11,9738.62
2019-10-21,0.009777,0.01004,0.00971,0.01004,1671058.92,16780.44
2019-10-22,0.01004,0.009869,0.009663,0.009852,1851151.5,18237.8
2019-10-23,0.009852,0.009356,0.008559,0.009015,1867626.05,16836.07
2019-10-24,0.009015,0.008972,0.008698,0.008827,1556643.44,13739.93
2019-10-25,0.008827,0.01025,0.009726,0.009998,1874773.84,18744.83
2019-10-26,0.009998,0.01025,0.00953,0.01025,1929392.43,19778.4
2019-10-27,0.01025,0.01049,0.009033,0.009623,2070710.63,19925.51
2019-10-28,0.009623,0.01034,0.009378,0.01022,2143631.98,21897.73
2019-10-29,0.01022,0.01072,0.01003,0.01032,1647650.88,17003.66
2019-10-30,0.01032,0.01044,0.009635,0.01022,2299499.48,23505.63
2019-10-31,0.01022,0.01024,0.009622,0.009933,2031343.45,20177.12
2019-11-01,0.009933,0.01059,0.009977,0.01019,1482950.41,15105.39
2019-11-02,0.01019,0.01151,0.009631,0.009649,1701751.78,16421.0
2019-11-03,0.009649,0.01001,0.009296,0.01001,1536196.58,15370.57
2019-11-04,0.01001,0.0105,0.009903,0.01035,1255689.69,12996.63
2019-11-05,0.01035,0.01049,0.01003,0.01011,1135004.75,11474.17
2019-11-06,0.01011,0.01088,0.009925,0.01059,1495842.74,15848.0
2019-11-07,0.01059,0.01073,0.0102,0.0102,2016410.4,20574.92
2019-11-08,0.0102,0.01057,0.01006,0.01035,1148576.62,11888.64
2019-11-09,0.01035,0.01064,0.01024,0.01046,1638036.97,17131.76
2019-11-10,0.01046,0.01069,0.01011,0.01043,207145.13,2160.5
2019-11-11,0.01043,0.01061,0.009689,0.0101,2352387.15,23749.9
2019-11-12,0.0101,0.01053,0.0102,0.01036,1301008.38,13484.67
2019-11-13,0.01036,0.01044,0.009894,0.009932,1230192.71,12217.88
2019-11-14,0.009932,0.009899,0.009566,0.009566,1666865.32,15945.94
2019-11-15,0.009566,0.009506,0.008785,0.0092,1673036.78,15391.16
2019-11-16,0.0092,0.009477,0.009076,0.009204,1242487.01,11435.28
2019-11-17,0.009204,0.009726,0.009265,0.009449,1613319.63,15245.0
2019-11-18,0.009449,0.01023,0.009001,0.01023,1600159.92,16370.28
2019-11-19,0.01023,0.01028,0.009854,0.01005,1606249.5,16138.5
2019-11-20,0.01005,0.009974,0.00952,0.009904,1093070.64,10826.16
2019-11-21,0.009904,0.009381,0.008462,0.008462,1502975.27,12718.1
2019-11-22,0.008462,0.007977,0.007796,0.007977,1322832.98,10551.82
2019-11-23,0.007977,0.008551,0.007956,0.008475,1382104.94,11712.72
2019-11-24,0.008475,0.008046,0.007541,0.007541,1619640.25,12212.98
2019-11-25,0.007541,0.008378,0.007852,0.008101,1676399.79,13579.82
2019-11-26,0.008101,0.008347,0.007829,0.007829,1390758.15,10888.52
2019-11-27,0.007829,0.008219,0.007836,0.007836,1456459.05,11413.05
2019-11-28,0.007836,0.00811,0.007671,0.00811,2008832.82,16292.07
2019-11-29,0.00811,0.008413,0.007964,0.008367,1612406.04,13490.61
2019-11-30,0.008367,0.008249,0.007914,0.008097,1626359.14,13168.7
2019-12-01,0.008097,0.008113,0.007871,0.007871,782451.19,6158.45
2019-12-02,0.007871,0.008708,0.007767,0.008484,1469003.09,12462.51
2019-12-03,0.008484,0.008613,0.008037,0.008317,2314931.41,19253.75
2019-12-04,0.008317,0.008467,0.008205,0.008438,1217342.97,10271.66
2019-12-05,0.008452,0.008647,0.008306,0.008306,2313225.19,19213.46
2019-12-06,0.008306,0.008511,0.008273,0.008482,1647718.7,13975.15
2019-12-07,0.008496,0.008631,0.008424,0.008454,1459689.68,12339.62
2019-12-08,0.008454,0.008656,0.008233,0.008399,2002411.25,16818.12
2019-12-09,0.008399,0.008211,0.007783,0.007842,1541790.29,12090.42
2019-12-10,0.007842,0.008069,0.007734,0.00804,1724114.66,13862.21
2019-12-11,0.00804,0.007913,0.007152,0.007195,2001691.31,14401.89
2019-12-12,0.007195,0.007354,0.006977,0.006977,1446987.14,10095.49
2019-12-13,0.006977,0.007466,0.006973,0.007466,1023024.84,7637.86
2019-12-14,0.007466,0.007436,0.007137,0.007137,1836476.41,13107.73
2019-12-15,0.007137,0.007878,0.005206,0.006251,2589963.16,16188.78
2019-12-16,0.006251,0.00682,0.004928,0.006513,1020874.51,6649.22
2019-12-17,0.006513,0.006313,0.005983,0.00624,1443644.18,9008.08
2019-12-18,0.00624,0.007771,0.006693,0.007771,2337278.79,18163.67
2019-12-19,0.007771,0.00793,0.007046,0.007224,2848081.56,20574.12
2019-12-20,0.007224,0.007843,0.006618,0.007406,2022011.23,14975.44
2019-12-21,0.007406,0.007944,0.006861,0.00723,2010453.24,14536.35
2019-12-22,0.00723,0.008152,0.007228,0.00798,1440818.33,11497.89
2019-12-23,0.00798,0.008711,0.007481,0.008416,2355563.49,19824.82
2019-12-24,0.008416,0.00891,0.007899,0.00836,1558499.27,13028.6
2019-12-25,0.00836,0.008694,0.007894,0.008419,2413243.05,20317.65
2019-12-26,0.008419,0.009329,0.007595,0.008613,1633877.6,14071.78
2019-12-27,0.008613,0.009171,0.008412,0.008691,1319107.62,11463.77
2019-12-28,0.008691,0.0095,0.008346,0.009154,1047692.25,9590.78
2019-12-29,0.009154,0.01087,0.009526,0.009526,2313489.3,22038.62
2019-12-30,0.009526,0.01179,0.009304,0.01129,2317466.86,26159.84
2019-12-31,0.01129,0.01221,0.01066,0.01124,1936910.67,21772.72
2020-01-01,0.01124,0.01172,0.01004,0.01032,1854227.14,19130.8
2020-01-02,0.01032,0.01026,0.009157,0.009344,1628743.65,15218.84
2020-01-03,0.009344,0.01083,0.009639,0.01083,1827040.25,19794.11
2020-01-04,0.01083,0.01203,0.01068,0.01165,1990199.17,23178.68
2020-01-05,0.01165,0.01277,0.01126,0.01132,1486556.14,16831.95
2020-01-06,0.01132,0.01265,0.01055,0.0111,1805333.27,20030.41
2020-01-07,0.0111,0.01273,0.00889,0.0112,649687.88,7273.41
2020-01-08,0.0112,0.01244,0.008476,0.01111,646910.24,7188.56
2020-01-09,0.01111,0.01099,0.01038,0.01063,947300.17,10071.78
2020-01-10,0.01063,0.01301,0.008735,0.01112,885891.47,9854.56
2020-01-11,0.01112,0.0125,0.01086,0.0124,785125.45,9735.37
2020-01-12,0.0124,0.01342,0.01216,0.0124,1020941.43,12657.76
2020-01-13,0.0124,0.01322,0.01216,0.01298,608649.18,7897.9
2020-01-14,0.01298,0.01574,0.01448,0.01569,671455.56,10535.38
2020-01-15,0.01569,0.01704,0.0112,0.01521,1563651.74,23784.38
2020-01-16,0.01521,0.01649,0.01395,0.01411,370499.06,5228.39
2020-01-17,0.01411,0.01524,0.01405,0.01502,372903.65,5601.75
2020-01-18,0.01502,0.0159,0.01423,0.01509,336301.41,5073.38
2020-01-19,0.01509,0.01481,0.01344,0.01424,505328.71,7195.87
2020-01-20,0.01424,0.01438,0.01348,0.01393,71139.47,990.64
2020-01-21,0.01393,0.01446,0.01389,0.01431,328336.4,4698.8
2020-01-22,0.01431,0.01448,0.01366,0.01448,230972.81,3344.55
2020-01-23,0.01448,0.01436,0.01389,0.01418,230602.62,3270.25
2020-01-24,0.01418,0.01493,0.01408,0.01467,467075.32,6851.64
2020-01-25,0.01467,0.01451,0.01349,0.01349,643208.52,8674.49
2020-01-26,0.01349,0.01439,0.0137,0.01405,863772.26,12140.26
2020-01-27,0.01405,0.01434,0.01377,0.01405,377697.05,5308.48
2020-01-28,0.01405,0.01589,0.01456,0.01542,695015.57,10715.47
2020-01-29,0.01542,0.01562,0.0148,0.01529,261613.75,4000.01
2020-01-30,0.01529,0.01673,0.01583,0.01609,184007.71,2959.91
2020-01-31,0.01609,0.01616,0.01503,0.01571,295133.96,4636.86
2020-02-01,0.01571,0.01658,0.01504,0.01508,72731.18,1096.68
2020-02-02,0.01508,0.01631,0.01486,0.01537,116289.8,1787.68
2020-02-03,0.01537,0.01549,0.0134,0.01342,46114.08,618.7
2020-02-04,0.01342,0.0143,0.01327,0.01398,101748.42,1422.67
2020-02-05,0.01398,0.01555,0.01427,0.01476,62907.93,928.44
2020-02-06,0.01476,0.01586,0.01465,0.01467,106291.71,1559.03
2020-02-07,0.01467,0.016,0.01485,0.01497,49601.16,742.66
2020-02-08,0.01497,0.01507,0.01295,0.01333,177279.24,2362.25
2020-02-09,0.01333,0.01379,0.01178,0.0128,489970.53,6272.41
2020-02-10,0.0128,0.01283,0.01189,0.01247,443064.7,5525.84
2020-02-11,0.01247,0.01379,0.01213,0.01213,317243.96,3847.47
2020-02-12,0.01213,0.01477,0.01147,0.01174,289577.97,3398.58
2020-02-13,0.01174,0.01209,0.01144,0.01198,186745.15,2236.79
2020-02-14,0.01198,0.01277,0.0116,0.01255,291152.3,3652.85
2020-02-15,0.01255,0.01261,0.01152,0.01179,67149.96,791.42
2020-02-16,0.01179,0.01235,0.01118,0.01188,35628.89,423.34
2020-02-17,0.01188,0.01437,0.0111,0.01413,685420.82,9683.14
2020-02-18,0.01413,0.01516,0.01324,0.01423,226668.45,3225.69
2020-02-19,0.01423,0.0163,0.01301,0.01475,548362.98,8086.73
2020-02-20,0.01475,0.01544,0.01317,0.01394,1044228.92,14558.19
2020-02-21,0.01394,0.01533,0.01357,0.01357,1099554.71,14923.33
2020-02-22,0.01357,0.01472,0.0122,0.01432,916438.31,13125.34
2020-02-23,0.01432,0.01626,0.01425,0.01433,308694.9,4424.61
2020-02-24,0.01433,0.0143,0.01246,0.01318,437002.93,5760.01
