coin_symbol,volatility_baseline,volatility_skew,volatility_kurtosis,vol_of_vol,up_day_ratio,autocorrelation,trend_efficiency,risk_adjusted_momentum,max_drawdown,avg_drawdown_depth,avg_drawdown_duration,recovery_speed_ratio,log_avg_volume,volume_stability_cv,vol_return_correlation,crisis_liquidity_retention,btc_correlation,market_beta,downside_coupling,r_squared
BNT,6005.486795641074,59.262119204849455,3511.9991814882446,10.706703841481357,0.4832004555808656,-0.0002240864906589,0.130866222911041,0.3225027295242287,-0.9982934021378548,-0.9784223155708544,1754.0,201.0,6.022188375946259,4.317227255753356,-0.003877567844028,2.9774003986231725,0.0143625904568849,127.87008838793636,0.3691163815527811,0.0002062840046322
BTC,1.3200638948129602,21.820275282661267,1017.7779235738396,1.2467928539163902,0.5240613432046536,0.0012079670846134,0.1625111961408084,1.160327801760082,-0.9307432432432432,-0.4474692233027448,54.7979797979798,104.36842105263158,8.868396441988024,1.6016227490421135,0.013180910467617,1.1552539902976984,1.0,1.0,1.0,1.0
CMT,3.235597708362684,9.82411212271722,193.6640502545975,1.5766515099137786,0.322661644695543,-0.1547794421700377,0.1092390385786537,1.0549037021950105,-0.9985875706214687,-0.9227365592680252,197.8125,5.75,5.850387846578063,3.698651450388457,0.1615225803901724,4.1364721667626325,0.1586879187757305,0.741477488215092,0.1700906357031057,0.0251818555653728
COTI,1.407187811346478,0.977576287383702,9.51895398687026,0.4286698013037328,0.4867184307315079,-0.066563811585762,0.1211704059502836,0.4802180268705004,-0.9820904739848696,-0.7412600924711238,186.53846153846155,75.0,7.0078693992416925,2.5469383013358327,0.3215897320866371,3.753735428953653,0.5114990251352072,1.150823572606403,0.4765935646444742,0.2616312527142673
CRO,1.0318406202293986,1.6383751465050491,20.42347376653456,0.5557028843354473,0.4966202783300198,-0.0469967772942238,0.1563184289938188,0.4926073716432478,-0.9448493027440396,-0.6603578780661179,112.0909090909091,33.0,6.958106140007981,3.9129640221920927,0.2544590986015156,4.054511551658665,0.5976052964695534,0.9779840904801066,0.526816438901581,0.3571320903684628
CVC,1.7317048718306425,6.242662250689195,108.26951444956477,0.739132762066929,0.5,0.0194899575453569,0.1083375939878502,0.6390043662926016,-0.9898857142857144,-0.876175179038765,1053.0,399.0,5.856189628830135,2.128885833168714,0.2444627268602649,2.6593669027947366,0.4045936969888263,1.0144003851604575,0.4130624349952622,0.1636960596430862
DAI,1.1257426836994964,46.97884674006379,2491.590297444174,6.279105302931495,0.3728470111448835,-0.2384879260787916,0.0236292118558435,0.2697515049677381,-0.7657817109144542,-0.7417795253992543,979.6666666666666,1.0,6.439940331669401,2.7217666853886757,-0.0094628241650663,0.2952847337485469,0.0415622740019946,0.0706975710917552,-0.0043090388654739,0.0017274226202168
DASH,3.784030891146784,28.685969249284724,1032.386074143071,2.204716226616039,0.4947584320875114,-0.0920165772641388,0.124363352966877,0.8288784289064403,-0.987276167684666,-0.7967485565424536,123.08571428571427,24.857142857142858,7.146769140622449,1.836651112932003,0.030222239546343,1.8455273574875808,0.390170460093443,1.1635039651182306,0.129181354041549,0.152232987929529
DBC,1.6329051875526532,1.3421067383079353,20.87290834558192,0.5731682279250521,0.4724940938238272,-0.0969907689299183,0.1282365336637713,0.3392923997318017,-0.999590389369592,-0.9848146057698564,2959.0,2964.0,5.156958143862177,3.3607956898806157,0.2853678534928721,5.001160910924915,0.3879126888509823,0.951371989487934,0.3987186571006552,0.150476254171599
DCR,3.5655387565751333,38.91119581334269,1886.5144030207416,2.2646192187866707,0.4896795219989136,0.3476836551554411,0.1162075108582273,0.709588818717382,-0.9612757653372362,-0.7001291911226827,92.5897435897436,42.2,6.097868441645483,2.650418682567828,0.0348672922692778,2.399866894301468,0.182385176320822,0.963417587831042,0.4120988870749822,0.0332643525415773
DENT,2.7421039225984454,2.712611714346912,19.52803654899277,0.7748146347133914,0.488183659689399,-0.3117626948779792,0.0998952264063689,0.9198524550643564,-0.9990829175071664,-0.9730489863234676,1480.5,2963.0,5.609377083296625,3.0773620546260942,0.0783330178613421,1.0829465435042167,0.3117498226274,1.309859941591778,0.2769481189947526,0.0971879519082153
DGB,1.7426401156811544,5.794612479547374,104.10833236657488,0.7159439191011561,0.4750682212850409,-0.0342110333132857,0.099239214792753,0.9270568713896006,-0.9773040293040294,-0.7742200309161721,199.3,49.8,5.884356681052213,7.589702241360539,0.2967167949849892,11.213199898059289,0.3762757097160896,0.9826749600109044,0.414148914105689,0.1415834097223469
DOT,1.0418050073220475,1.159204253891501,12.210998983933456,0.4527950155119645,0.4886991461577097,-0.0302987321941623,0.1248320609727511,0.4025761160499279,-0.9723056946763124,-0.7270558610893247,108.66666666666669,26.0,7.477985822536287,1.5282981865575933,0.3038831464583615,2.34412777031691,0.6452281658738027,1.1501459338740925,0.5966481334619045,0.4163193860368714
DRGN,3.045949096523101,18.59428755541764,568.0318071921362,1.1145128955690191,0.4771285475792988,-0.1532567091890735,0.1119720494155731,0.7192518334204206,-0.9989926313748304,-0.9641554452780716,426.0,2.5,4.886037906153919,3.5607734648266347,0.1571186082194216,4.29949603508596,0.1998006237941291,0.9079994914925744,0.1463719687507356,0.0399202892685231
ELF,1.272869707120359,3.93393823837032,75.9853834294405,0.6371407740788336,0.5054017555705604,-0.0840990412955408,0.129774995997093,0.2927867921159984,-0.9823560209424084,-0.8706108994286048,1479.5,2963.0,5.967976043128092,3.119694808646119,0.3142571349532081,4.3434308697223365,0.4821520698855461,0.9398879221261858,0.5018581749069811,0.2324706184949165
ENJ,1.6053005866749983,3.368006546387877,38.37178293953341,0.6621468129217063,0.4985133795837463,-0.1361908279788039,0.123271707629349,0.7263937484900018,-0.995474176313446,-0.7722322020103262,135.77272727272728,66.54545454545455,6.588340116082152,3.617226981309933,0.1398291436023377,3.23290836946012,0.4904894828136821,1.1680152168124909,0.474312684352778,0.2405799327508334
ERG,1.6163490713434678,6.262306380753464,149.59763406701828,0.8103860892327245,0.4412447747329308,-0.0757461388081642,0.1298988103647743,0.6136574755366194,-0.9923338048090524,-0.8596503050210837,193.54545454545453,46.5,5.612807131628836,1.9002177367667243,0.0628550308694207,1.5674718028637042,0.3523799057875831,0.9753403937532212,0.2746590203982217,0.1241715980028659
ETC,1.5325247577327037,16.259964837403764,598.3276756553171,0.5413073548942361,0.4850574712643678,-0.1061026438474792,0.1186906484777968,0.7112621235498504,-0.9287596376974324,-0.7198446215491774,172.05,84.9090909090909,7.289225867206979,3.338709916048359,0.2013911095494839,3.705338559601852,0.4210015199747864,0.9421168284602388,0.5101888457538784,0.1772422798210804
ETH,1.0547163703967382,0.2218021577981977,15.22820260879129,0.4621556843951885,0.5047046523784632,-0.0020702442157502,0.1410065208367237,1.1739285107265929,-0.9392644149542968,-0.5058670893895881,86.46511627906976,146.72727272727272,8.839047287054889,1.195268743703052,0.0895222675252302,1.2782295192056417,0.5948659614581712,0.9285845389981192,0.5434253692338907,0.3538655121015543
ETN,976.4959511641588,55.017361108043154,3026.939975197892,33.352321441253025,0.4691113313511728,-0.0356826427743899,0.0952492871406165,0.3501663538014635,-0.9980538737814264,-0.9462675479021392,755.5,9.0,5.3776223882941085,5.831013931906947,0.0203430190747198,4.836708338876964,0.0218046321647613,31.623951650509447,0.1838972808241832,0.0004754419838405
EVX,4.813984882542992,17.823510103267687,447.0637612221394,1.7621174329556475,0.3466216216216216,-0.1436674088804699,0.107823401137099,0.8930225744357648,-0.9999461214461214,-0.9470497784384152,1479.0,2961.0,3.332905314983921,4.331020170939175,0.0189083529375537,1.351342643853265,0.0947970384069956,0.700255606700154,0.1257280984790244,0.0089864784907374
FET,1.3869175435620424,0.5894809878112014,6.287903623239889,0.3695634494920718,0.485218762317698,-0.0455337081043641,0.1441925803060275,0.6095118685038385,-0.9776017179023508,-0.6795231035312572,193.30769230769232,114.0,6.91426315604301,1.730988385138726,0.194397969353651,1.822125121108089,0.5046470281461609,1.111892806475922,0.4824480128374556,0.2546686230167521
FIRO,1.585837079084946,6.553577211832302,138.36033708323333,0.8017809488301842,0.4925531914893617,-0.0245019493347479,0.0988720958224084,0.5300600133968356,-0.9839503166098392,-0.8232112216797104,102.94444444444444,3.5,5.611576741864503,2.9716510314799574,0.3962864116685886,4.745615388174292,0.4146421779107616,1.1226484327121595,0.4399742932886362,0.1719281357025796
FUN,413.4761900505473,23.52503663004807,592.3894577968679,4.996244998454218,0.4763239002521715,-0.0059018252453197,0.1008535547389458,1.0782569798770034,-0.9999989937363832,-0.9921127412012456,1782.0,16.0,4.259762007493317,4.385272488137007,-0.0058115081700787,1.384232461853696,-0.0278659160476012,-16.85724940125175,-0.0854156892193344,0.0007765092771719
GNO,1.080978407970481,0.9364720255162384,11.229126756374711,0.4975245003410956,0.4998439937597504,-0.0106945689972487,0.130192055802713,0.5774549069822841,-0.9785472143067702,-0.716464457188613,226.92857142857144,182.2,5.490861526327246,3.3354962629941456,0.3600945326363359,4.979021634754411,0.5899836276537824,0.9163656681166074,0.5947964344928428,0.348080680899517
GT,0.906868127660896,5.345370041482951,123.41295650388317,0.832304369603482,0.5117370892018779,0.0058768485968236,0.1368606522138947,0.8331697951100452,-0.7716049382716049,-0.4205940574852911,114.75,54.0,5.57371446135198,4.821501918229847,0.1249710871923446,2.641309051134661,0.4904022853238098,0.7246965934593897,0.5620942170499736,0.2404944014508154
HBAR,1.2987151095302272,3.758541772213692,43.77173137617071,0.6490153327412651,0.4896640826873385,-0.0193190532574374,0.127319486003078,0.6681814541139829,-0.9277766778855672,-0.6303251105495978,208.72727272727272,124.71428571428572,7.175561064746385,2.461696157071944,0.2190792235474331,2.7092534788244174,0.4984691921242795,1.051965136341261,0.4978485249898363,0.2484715354970319
HT,1.0390914237240425,-0.1130530988728293,42.09122814796563,0.7792178903202621,0.4145754554829838,-0.0749242103612882,0.1463713856767447,0.339857173514548,-0.9929645635263612,-0.6838135724626995,239.91666666666663,47.5,6.492206430004197,2.2323828303722126,0.2721813067870717,3.141470455674971,0.4052431388842061,0.6307096363810325,0.4264336575166367,0.164222001612724
ICP,1.128019431536709,0.8414955223317858,6.65644465416879,0.4113546270589771,0.470213996529786,0.0144955153345723,0.1150401034614087,-0.3909416841835175,-0.9938638812122348,-0.9641993776968882,1729.0,1730.0,7.185867401433438,1.6661600824493572,0.475493669624086,3.716197851855868,0.6117165996511739,1.2396902720057648,0.5418684108030221,0.3741971982887945
IOST,1.4715834258077525,9.803367910592996,287.0821919707072,0.5376792326328141,0.5025432349949135,-0.0502545778487439,0.1170695945467696,0.3161402872387223,-0.990925778132482,-0.8841633567727063,1473.0,2.0,6.108350094267901,4.368276362812326,0.4640628788094316,5.661629040659622,0.5177610100159064,1.173351722744029,0.5503001980529874,0.2680764634926915
KCS,1.1435963182883917,3.3669689844159816,41.45259347729578,0.745469363774735,0.4934409687184662,0.0621204131861388,0.1342159341987476,0.8367898375236609,-0.983351167315175,-0.7076788086462706,327.6666666666667,492.0,5.775266133774996,2.362363978720348,0.2804247411526263,2.690485118772841,0.5302449862323505,0.9141820955678378,0.5216492554628069,0.2811597454245456
KDA,3.3577715484567503,32.49659418458601,1326.2614273113268,1.8208934164036736,0.4694638694638695,-0.0402649474661342,0.1533290746774561,0.4872854034112488,-0.9997504159733775,-0.7909983296505908,80.6923076923077,19.285714285714285,6.765768004937121,1.7359985940862162,0.0656110304585058,2.0407592723680064,0.1710832826963258,0.9859057788387722,0.0914647551344355,0.0292694896181509
KEY,3.495373045468948,11.345864981777847,243.23956506454277,1.3744809781593368,0.4630055902663597,-0.1918483446553222,0.1071621708983207,0.9662164051572428,-0.9995962193988224,-0.9833496545936182,1520.0,78.0,6.520197293710361,3.9280655764449897,0.1122295528395963,3.807909858704389,0.1522684424536464,0.795407609949251,0.0956886787902501,0.0231856785672594
LEO,0.829675765645933,17.35587435515498,615.0034807772512,1.2956973530536111,0.5272876487484612,-0.2525679734329672,0.1165032047457653,0.6561747536457472,-0.5885786802030457,-0.3032577005133129,88.25925925925925,169.2,5.643571006388324,1.979594761358555,0.5285032606214366,2.932268110779362,0.0692398605694241,0.0917178210533373,0.0668933159308681,0.0047941582916732
LINK,1.2471768671116965,0.9358890971125648,8.477356929007785,0.4573737191980358,0.5080301540478531,-0.0298488053304376,0.1016471837565589,1.0151019031213402,-0.9018546845124282,-0.59387685544364,74.7,76.46153846153847,7.632206949218977,1.4501643004041562,0.1956981910898958,1.832077546028666,0.5326271786632575,0.9824986304486224,0.5157502634959137,0.2836917114507816
LPT,1.7013348693641477,4.798767318161208,58.87286785190223,0.6090947396252482,0.4737856592135698,-0.0377688060933983,0.1166497609259408,0.6851511570400041,-0.969997321189392,-0.7248738099078926,171.06666666666666,33.714285714285715,6.12290597034994,6.860190131001688,0.2168990761590227,6.010528481596749,0.4245867350141644,1.152729491444895,0.4274827460279513,0.1802738955499882
LRC,1.686708449767648,2.269626693632312,22.57022317109587,0.5889102306019423,0.4864776800260671,-0.1324971777334271,0.1160014914903951,0.7395347326671471,-0.993067207938656,-0.8690643547693157,253.5,88.71428571428571,6.8245525165578025,5.053929257485518,0.2089740196463781,4.308771403220554,0.4214819225508843,1.052543577242689,0.3929737223223213,0.1776470110371896
LTC,1.5434005605969556,6.684887254089157,113.3803850603118,0.959802082988187,0.4987775061124694,-0.1385587499732544,0.1176102495153415,0.8226143713904662,-0.9765739385065886,-0.7486864195860221,234.8947368421053,245.8571428571429,7.841745049774371,1.856272106482212,0.128772767811866,2.2288956514292724,0.2432873052915126,0.2916401799735168,0.1122864816119909,0.0591887129160056
MANA,2.2015110576477417,10.7917626558687,247.4628486328629,1.0655854301873695,0.4928046050527662,-0.0250835397432307,0.1151560344001076,0.8493897208599556,-0.982466281310212,-0.7813896909658169,172.16666666666666,15.5,6.933826727735818,5.464456280276799,0.1959071745523503,3.628280366605383,0.3340492008863029,1.0685588256987295,0.2448233433986659,0.1115888686127775
MED,2.0008784132130497,3.591220825921226,38.3349064597399,0.8614341882977431,0.4882613133718952,-0.2437083372327408,0.1009268698299026,0.6485623192223117,-0.9930881164106712,-0.9115438677800672,978.0,613.0,4.248970468432902,11.419625926772888,0.0370517843578903,2.367833581649885,0.2535916076136045,0.7824439826698855,0.2651867825292132,0.0643087034520523
NEAR,1.2408471534784218,0.7020514961657823,4.880174823285262,0.3774983645121461,0.4876033057851239,-0.014507106511941,0.1251300920107783,0.6217870566460494,-0.951178217821782,-0.6773659129004644,95.1,11.571428571428571,6.969441659764615,1.4030741603668335,0.3259704064882202,2.314673593627363,0.5722552082034066,1.2081054855973283,0.4368079367341276,0.3274760233159242
NEO,1.4774495839154016,3.5562195351206123,54.51302062099461,0.687585391748937,0.5046756282875512,-0.0322014767810281,0.1224164271750523,0.7795218238770086,-0.9858349166138908,-0.8385626837333099,226.33333333333331,39.16666666666666,7.15263413006413,2.169345968112458,0.2359613038060309,2.96142317744594,0.4925177069447735,1.0581638937398323,0.4934922216066195,0.2425736916541378
NMR,1.8132948236568365,6.5955561050287885,98.55160867654408,0.7203846093934417,0.4746675110829639,-0.0856213534131751,0.1056803745415571,0.6124471162412991,-0.9802702702702702,-0.8183577411355188,3157.0,625.0,6.106750678921538,2.956516527412846,0.3013152318321093,4.312249647721261,0.353009402687425,0.9266964547307583,0.3531707036052116,0.1246156383857326
OKB,1.2053787967062253,4.380939769082079,73.78831874063542,0.7470005352846307,0.4943342776203966,-0.0854546565929702,0.1213012238037825,0.899487406375908,-0.9073786099650905,-0.4182700241944401,163.8235294117647,57.3,6.7946512213660215,1.7495091076988003,0.2264610395485861,2.3653404300198675,0.4436553254353794,0.8485677520597683,0.4650819531406877,0.1968300477871724
ONGAS,2.0145739716313167,19.998363025507647,699.9298200966203,1.2208607199744803,0.497954629973968,-0.1323441298356772,0.1104820492046209,0.4163102338579093,-0.975822528363047,-0.8025220027342497,536.8,180.0,5.532868704972357,1.9898671460726929,0.0428537797545161,1.2588760085765212,0.3260770498492765,1.0393919649114065,0.4093595762996175,0.1063262424384075
OST,12.124658080398593,50.4490091588532,2628.138254486227,4.07048217975284,0.4696485623003195,-0.0095174283239597,0.1045600851054165,0.3645068344085401,-0.9999931203605514,-0.9717489819037516,2815.0,2818.0,4.285899035309475,4.191482198841974,0.0941592463177686,3.740538193733169,0.0411771683464898,0.7630351057292883,0.3345111770967906,0.0016955591930351
POWR,1.3323686258456124,1.681352284766158,17.84173759544859,0.5495061581808037,0.5161929940515532,-0.015550039202407,0.1051744976874483,0.591845577908259,-0.980694058856191,-0.8602243889847594,376.5,369.5,6.351954452540399,3.877632172246673,0.4483954668474438,8.086689681862227,0.4855530986145012,0.9592428229046572,0.4745108518750269,0.2357618115741435
QNT,1.2610301112518698,1.951006309128767,20.252166305556656,0.5287244059488401,0.4695959199686151,-0.095265550081706,0.1057463467844854,0.9898952031926792,-0.8904515173945226,-0.5906729801618197,96.07692307692308,19.875,6.426977374162581,1.4387838382597804,0.095377562203067,1.300668680476879,0.4514929244629186,0.905305632445565,0.4178546304457425,0.2038458608400787
QRL,6.981182206961223,43.53996858240687,2226.6962959572875,1.2827078932560256,0.488945041061276,-0.0789521105558482,0.089699973516301,0.7311511544802844,-0.9910871183916604,-0.9150294288237002,450.57142857142856,463.0,6.862241869086113,20.8760569635384,-0.0021306473445328,1.4955509549422534,0.2380737673163985,0.9652972243137394,0.1816606552436543,0.0566791186842226
REQ,1.85185823484008,8.427040668063084,198.6389315022207,0.8291141276852757,0.4899638038828562,-0.115287353586692,0.0983316482851676,0.7451238179898535,-0.9936712859180764,-0.8742612588587959,302.1,150.5,6.220266939443121,10.19835130094546,0.3384204635933301,5.206648815828375,0.3239125950261438,0.8901311770470453,0.3472626722316254,0.1049193692165706
RNDR,2.372455672030167,18.10604645828596,563.5536397095378,1.177282982972412,0.4808806488991888,-0.1551642900277941,0.1202779294348917,0.7349391447767318,-0.9597388197609954,-0.642642635042352,284.3333333333333,196.33333333333331,6.877867848364048,1.9116010653472768,0.0156366240593366,0.9139455678070696,0.3137113214283046,1.3315659206083446,0.3575155288982382,0.098414793192293
RVN,1.3589607803332089,1.5866415901138684,13.000660895997228,0.530948523848413,0.478108581436077,-0.0799313698155538,0.1180611285345428,0.4846121919999671,-0.9762409535972756,-0.7402634621206531,257.8181818181818,69.28571428571429,6.321307187944917,3.114886983920885,0.2640668121459187,3.932028514758889,0.4949988124443299,1.065937477657026,0.4625744984696032,0.2450238243212969
SALT,1.9683548172208027,3.773813254409796,47.81015930375622,0.6924967728862838,0.422875816993464,-0.1214279284658849,0.0975049590919328,0.4584214572869191,-0.9997266706803132,-0.9591552411665758,380.875,17.0,5.505543638185199,5.844533022011074,0.0966437446952441,3.899787226846113,0.2818528880554219,0.8225743708146818,0.2838416174309203,0.0794410505051822
SC,1.6742247633980862,3.150556732605649,41.87009709621855,0.6866010736535884,0.4917603975935129,-0.1136191895791704,0.1280402705101861,0.9442188450403576,-0.9890809473312124,-0.8206728477494358,144.96153846153845,49.30769230769231,6.3814362897613774,4.679459238768569,0.2339019168946737,5.5350490554191705,0.4003721223982011,0.9934909450267048,0.4338568106556261,0.1602978363936401
SHIB,1.1367574359058583,3.284858293525413,29.7113482256989,0.6048501433924236,0.478286734086853,9.244642248216036e-05,0.1177989846738203,0.5555883328766851,-0.917265733383781,-0.7545158033023184,277.5,13.5,7.627991786664943,2.1355678311375117,0.3319065722919677,3.30926469048004,0.552942100890992,1.177500620618474,0.454487836820386,0.305744966937744
SNT,1.602838692527283,3.816161974508271,42.285680228663566,0.680696369131077,0.4934982556295591,-0.0593034224929225,0.1062110502023335,0.5900973187204193,-0.9871856106408706,-0.903009353537565,523.3333333333334,15.0,5.775731203663555,11.259509347542474,0.3392405024252586,13.571346292331222,0.4325744738629056,1.0041598852469218,0.441730457130727,0.1871206754377695
SNX,1.4584598539387152,1.5378603184415411,13.232530999729114,0.4282144670986042,0.48843728100911,-0.0658775847674855,0.1192067844801906,0.6688271078843723,-0.9896940656100258,-0.7222976530178584,84.45454545454545,45.0,6.596344973164931,2.0038145156820293,0.1839251626175073,2.2165203374277724,0.4944910240230118,1.1426394474199022,0.4335725512837056,0.2445213728393268
SOL,1.222723136341512,0.5537511077342876,5.764614559563704,0.4382619317260583,0.4988201982067012,-0.0431175459053924,0.1380632741319505,1.2944347514396235,-0.9627228086455556,-0.503862843578526,63.96875,64.44444444444444,8.336614201972885,1.170863974726149,0.0832286594208489,1.2137484721405778,0.5353996207029186,1.1204937609521242,0.4143192696545253,0.2866527538488291
STEEM,1.6413084627638104,4.678067485590654,70.01742214230762,0.7464573740153128,0.4935933147632312,0.0775940943616209,0.1120909413131021,0.5842212312382014,-0.9941429104942114,-0.905444870390392,895.75,35.0,5.802686773101686,4.986230627525758,0.2468126595403537,5.697269851728918,0.4147831628619881,0.9974921386253076,0.4500087677836427,0.1720450721937945
STRAX,1.4573274072224616,1.57191978565213,23.62324447331522,0.5431438604772987,0.506336405529954,-0.0148254027924664,0.1238924349789309,0.7720258903145062,-0.9993662551440328,-0.8534866483769135,126.07407407407408,10.166666666666666,6.318109217864514,4.091264944137598,0.1946383923997747,4.190166645266839,0.4586325653319146,0.9781773576047804,0.472045356976359,0.2103438299829329
TEL,1.5622135846291232,1.1598194191595157,6.412591830370383,0.4515544589992292,0.4623765747361253,-0.0727412836150953,0.1198015104301819,0.6884656032069554,-0.9899639361154045,-0.8848641631553074,365.625,121.0,5.140419738803905,2.992428182396176,0.3135063397431605,3.8823198383463176,0.5099681895540228,1.2280841804255704,0.4361501548895888,0.2600675543570077
THETA,1.2589782363879174,0.7751662922759798,8.704734422372045,0.4107749448484881,0.4943705220061412,-0.08435611032168,0.119268220412644,0.6131129758401791,-0.9871971830985916,-0.6965772917099756,102.60714285714286,24.375,6.304519678584826,4.754355872161435,0.0991594036694841,2.5852466098926983,0.5736473667443106,1.115098611706488,0.5040168925446101,0.3290713013726816
TRAC,1.6923906879164707,3.0824520517069978,37.42546599413191,0.4630466041202913,0.4753086419753086,-0.0992494472874241,0.1149976452886499,0.8521398368692011,-0.987596366858662,-0.7738804144989563,289.6,144.2,5.489063375172497,2.3638446234304373,0.1723930271506127,2.113729714709128,0.4248766187240156,1.1180703757445989,0.3565403573950279,0.1805201411383525
