# Dataset Report: Tierion (TNT)
# Source Exchange: HitBTC (Legacy Archive)
# Date Range: 2017-07-25 to 2026-02-15
# Note: Token retired Dec 2020 via SEC settlement. Data ends at contract pause.
# --------------------------------------------------
Date,open,high,low,close,Volume_TNT,Volume_BTC
2018-06-24,8e-06,8e-06,7e-06,8e-06,59315.23,0.4526
2018-06-25,8e-06,8e-06,7e-06,8e-06,22917.33,0.1623
2018-06-26,8e-06,8e-06,7e-06,8e-06,31304.83,0.2209
2018-06-27,8e-06,8e-06,6e-06,7e-06,5935.83,0.04116
2018-06-28,7e-06,7e-06,6e-06,6e-06,3815.49,0.02385
2018-06-29,6e-06,7e-06,6e-06,6e-06,16309.29,0.1021
2018-06-30,6e-06,7e-06,6e-06,6e-06,2080.38,0.01253
2018-07-01,6e-06,7e-06,6e-06,7e-06,101376.15,0.6945
2018-07-02,7e-06,8e-06,7e-06,8e-06,40508.28,0.3123
2018-07-03,8e-06,9e-06,8e-06,8e-06,16644.72,0.1332
2018-07-04,8e-06,9e-06,7e-06,7e-06,16677.6,0.1348
2018-07-05,7e-06,8e-06,7e-06,8e-06,7332.32,0.05857
2018-07-06,8e-06,8e-06,6e-06,7e-06,37334.63,0.2622
2018-07-07,7e-06,8e-06,7e-06,7e-06,2932.47,0.02156
2018-07-08,7e-06,8e-06,7e-06,7e-06,2863.58,0.02013
2018-07-09,7e-06,8e-06,6e-06,7e-06,10028.8,0.07035
2018-07-10,7e-06,7e-06,6e-06,7e-06,304.25,0.00213
2018-07-11,7e-06,7e-06,6e-06,6e-06,91261.01,0.611
2018-07-12,6e-06,7e-06,6e-06,6e-06,7833.1,0.05428
2018-07-13,6e-06,7e-06,6e-06,7e-06,972.82,0.006494
2018-07-14,7e-06,7e-06,6e-06,6e-06,5379.23,0.03258
2018-07-15,6e-06,7e-06,6e-06,6e-06,152.27,0.001016
2018-07-16,6e-06,7e-06,6e-06,7e-06,104.08,0.0007285
2018-07-17,7e-06,7e-06,6e-06,6e-06,1097.65,0.006636
2018-07-18,6e-06,7e-06,6e-06,7e-06,16590.63,0.09969
2018-07-19,7e-06,7e-06,6e-06,7e-06,1373.68,0.009332
2018-07-20,7e-06,7e-06,5e-06,5e-06,47976.18,0.2888
2018-07-21,5e-06,6e-06,5e-06,5e-06,32.41,0.0001635
2018-07-22,5e-06,6e-06,5e-06,6e-06,1307.46,0.007725
2018-07-23,6e-06,6e-06,5e-06,5e-06,5310.32,0.02658
2018-07-24,5e-06,6e-06,4e-06,5e-06,32936.9,0.1647
2018-07-25,5e-06,5e-06,4e-06,4e-06,24842.86,0.124
2018-07-26,4e-06,6e-06,4e-06,5e-06,7092.72,0.03561
2018-07-27,5e-06,5e-06,4e-06,4e-06,2042.47,0.008272
2018-07-28,4e-06,5e-06,4e-06,5e-06,14681.31,0.06058
2018-07-29,5e-06,5e-06,4e-06,5e-06,6706.06,0.03015
2018-07-30,5e-06,5e-06,4e-06,5e-06,1272.03,0.00636
2018-07-31,5e-06,5e-06,4e-06,4e-06,58322.79,0.2346
2018-08-01,4e-06,5e-06,4e-06,5e-06,53.18,0.000265
2018-08-02,5e-06,5e-06,3e-06,4e-06,1477236.79,5.889
2018-08-03,4e-06,4e-06,3e-06,3e-06,1580.04,0.005522
2018-08-04,3e-06,4e-06,3e-06,4e-06,1102.24,0.004116
2018-08-05,4e-06,4e-06,3e-06,4e-06,7889.8,0.03156
2018-08-06,4e-06,5e-06,3e-06,3e-06,43884.6,0.1752
2018-08-07,3e-06,5e-06,3e-06,4e-06,23224.59,0.1029
2018-08-08,4e-06,5e-06,3e-06,3e-06,4040.43,0.01616
2018-08-09,3e-06,4e-06,3e-06,3e-06,1612.98,0.006345
2018-08-10,3e-06,5e-06,3e-06,4e-06,1095694.11,4.38
2018-08-11,4e-06,4e-06,3e-06,4e-06,34242.21,0.1366
2018-08-12,4e-06,4e-06,3e-06,4e-06,4168.03,0.01652
2018-08-13,4e-06,4e-06,3e-06,3e-06,94329.65,0.2832
2018-08-14,3e-06,4e-06,2e-06,2e-06,5689.64,0.01471
2018-08-15,2e-06,3e-06,2e-06,3e-06,7576.11,0.02233
2018-08-16,3e-06,3e-06,2e-06,2e-06,1352.64,0.003749
2018-08-17,2e-06,4e-06,2e-06,4e-06,90769.13,0.2726
2018-08-18,4e-06,4e-06,3e-06,3e-06,981.2,0.003144
2018-08-19,3e-06,4e-06,2e-06,4e-06,49277.1,0.1557
2018-08-20,4e-06,4e-06,2e-06,3e-06,129581.14,0.3866
2018-08-21,3e-06,3e-06,2e-06,3e-06,5716.54,0.01144
2018-08-22,3e-06,3e-06,2e-06,3e-06,156.46,0.0004652
2018-08-23,3e-06,3e-06,2e-06,3e-06,182.95,0.0005455
2018-08-24,3e-06,3e-06,2e-06,3e-06,6843.22,0.01718
2018-08-25,3e-06,3e-06,2e-06,3e-06,457.38,0.001365
2018-08-26,3e-06,3e-06,2e-06,3e-06,11.89,3.563e-05
2018-08-27,3e-06,3e-06,2e-06,3e-06,18288.33,0.0367
2018-08-28,3e-06,4e-06,2e-06,3e-06,29674.14,0.08883
2018-08-29,3e-06,4e-06,3e-06,4e-06,6356.35,0.01911
2018-08-30,4e-06,4e-06,3e-06,4e-06,5222.9,0.01589
2018-08-31,4e-06,4e-06,3e-06,4e-06,6.062,2.355e-05
2018-09-01,4e-06,4e-06,3e-06,4e-06,9.105,3.561e-05
2018-09-02,4e-06,4e-06,3e-06,4e-06,157.75,0.000481
2018-09-03,4e-06,4e-06,2e-06,3e-06,88248.83,0.2574
2018-09-04,3e-06,4e-06,2e-06,4e-06,17368.53,0.05212
2018-09-05,4e-06,4e-06,2e-06,3e-06,1680.59,0.004949
2018-09-06,3e-06,3e-06,2e-06,3e-06,503.64,0.001123
2018-09-07,3e-06,3e-06,3e-06,3e-06,111.04,0.0003331
2018-09-08,3e-06,3e-06,2e-06,3e-06,1098.33,0.002485
2018-09-09,3e-06,3e-06,2e-06,2e-06,865.77,0.001914
2018-09-10,2e-06,3e-06,2e-06,3e-06,200.0,0.0006
2018-09-11,3e-06,3e-06,2e-06,3e-06,1002.1,0.002004
2018-09-12,3e-06,3e-06,2e-06,3e-06,34535.22,0.1026
2018-09-13,3e-06,3e-06,2e-06,3e-06,121.41,0.0003593
2018-09-14,3e-06,3e-06,3e-06,3e-06,3.667,1.1e-05
2018-09-15,3e-06,5e-06,2e-06,4e-06,57969.56,0.2257
2018-09-16,4e-06,6e-06,3e-06,5e-06,255224.38,1.303
2018-09-17,5e-06,6e-06,4e-06,5e-06,170835.59,0.9286
2018-09-18,5e-06,5e-06,3e-06,4e-06,73558.87,0.2901
2018-09-19,4e-06,4e-06,3e-06,4e-06,2840.83,0.008862
2018-09-20,4e-06,5e-06,3e-06,5e-06,84735.21,0.4
2018-09-21,5e-06,5e-06,3e-06,3e-06,26915.56,0.1076
2018-09-22,3e-06,5e-06,3e-06,4e-06,4150.3,0.01661
2018-09-23,4e-06,5e-06,4e-06,5e-06,57528.2,0.2301
2018-09-24,5e-06,5e-06,3e-06,4e-06,5619.67,0.02256
2018-09-25,4e-06,5e-06,3e-06,4e-06,18637.15,0.07388
2018-09-26,4e-06,5e-06,3e-06,3e-06,9805.74,0.03395
2018-09-27,3e-06,5e-06,3e-06,4e-06,19588.8,0.07723
2018-09-28,4e-06,5e-06,3e-06,4e-06,20976.74,0.08363
2018-09-29,4e-06,4e-06,3e-06,4e-06,12294.95,0.04897
2018-09-30,4e-06,4e-06,4e-06,4e-06,185.96,0.0007438
2018-10-01,4e-06,4e-06,4e-06,4e-06,25.0,0.0001
2018-10-02,4e-06,5e-06,4e-06,5e-06,200.15,0.001001
2018-10-03,5e-06,5e-06,4e-06,5e-06,7503.59,0.03382
2018-10-04,5e-06,5e-06,4e-06,5e-06,702.62,0.003513
2018-10-05,5e-06,5e-06,4e-06,4e-06,1135.87,0.004951
2018-10-06,4e-06,5e-06,4e-06,5e-06,2.194,1.097e-05
2018-10-07,5e-06,5e-06,4e-06,5e-06,273.51,0.00116
2018-10-08,5e-06,5e-06,4e-06,4e-06,417.85,0.001689
2018-10-09,4e-06,5e-06,4e-06,5e-06,358.54,0.00146
2018-10-10,5e-06,5e-06,4e-06,5e-06,1313.67,0.005358
2018-10-11,5e-06,5e-06,4e-06,5e-06,1464.58,0.005863
2018-10-12,5e-06,5e-06,3e-06,5e-06,15037.04,0.05815
2018-10-13,5e-06,5e-06,3e-06,4e-06,17608.94,0.06352
2018-10-14,4e-06,5e-06,4e-06,4e-06,390.4,0.001564
2018-10-15,4e-06,4e-06,4e-06,4e-06,12.0,4.8e-05
2018-10-16,4e-06,6e-06,4e-06,5e-06,44920.43,0.2246
2018-10-17,5e-06,6e-06,4e-06,4e-06,24838.5,0.1236
2018-10-18,4e-06,5e-06,3e-06,5e-06,69435.48,0.2533
2018-10-19,5e-06,5e-06,4e-06,4e-06,23748.69,0.095
2018-10-20,4e-06,5e-06,4e-06,5e-06,14834.31,0.07382
2018-10-21,5e-06,6e-06,4e-06,5e-06,4926.69,0.02463
2018-10-22,5e-06,5e-06,5e-06,5e-06,0.0,0.0
2018-10-23,5e-06,6e-06,4e-06,6e-06,4780.7,0.02386
2018-10-24,6e-06,6e-06,5e-06,6e-06,156.96,0.0009303
2018-10-25,6e-06,7e-06,5e-06,5e-06,55746.65,0.3351
2018-10-26,5e-06,6e-06,5e-06,6e-06,354.24,0.001975
2018-10-27,6e-06,6e-06,5e-06,6e-06,1085.47,0.005513
2018-10-28,6e-06,6e-06,5e-06,5e-06,12239.33,0.06157
2018-10-29,5e-06,6e-06,5e-06,5e-06,1062.9,0.005317
2018-10-30,5e-06,6e-06,5e-06,5e-06,16727.34,0.09987
2018-10-31,5e-06,6e-06,5e-06,5e-06,34.24,0.0001752
2018-11-01,5e-06,6e-06,5e-06,6e-06,118.13,0.0007007
2018-11-02,6e-06,6e-06,5e-06,6e-06,7246.21,0.0433
2018-11-03,6e-06,6e-06,5e-06,6e-06,571.35,0.002865
2018-11-04,6e-06,6e-06,5e-06,6e-06,47.92,0.0002755
2018-11-05,6e-06,6e-06,5e-06,5e-06,8016.76,0.04009
2018-11-06,5e-06,5e-06,4e-06,5e-06,15195.11,0.07482
2018-11-07,5e-06,5e-06,4e-06,5e-06,19305.39,0.09436
2018-11-08,5e-06,6e-06,4e-06,5e-06,16659.96,0.07788
2018-11-09,5e-06,6e-06,5e-06,5e-06,195.45,0.001127
2018-11-10,5e-06,5e-06,5e-06,5e-06,250.0,0.00125
2018-11-11,5e-06,5e-06,5e-06,5e-06,26.11,0.0001306
2018-11-12,5e-06,6e-06,5e-06,5e-06,6.964,4.173e-05
2018-11-13,5e-06,6e-06,5e-06,6e-06,12.62,7.574e-05
2018-11-14,6e-06,6e-06,4e-06,4e-06,8829.09,0.04225
2018-11-15,4e-06,5e-06,4e-06,4e-06,10525.92,0.04261
2018-11-16,4e-06,5e-06,4e-06,5e-06,945.34,0.003796
2018-11-17,5e-06,5e-06,4e-06,4e-06,6387.69,0.02557
2018-11-18,4e-06,5e-06,4e-06,5e-06,441.55,0.00177
2018-11-19,5e-06,5e-06,3e-06,4e-06,117196.64,0.4687
2018-11-20,4e-06,4e-06,3e-06,4e-06,172.1,0.0006794
2018-11-21,4e-06,4e-06,3e-06,4e-06,243.05,0.0007442
2018-11-22,4e-06,4e-06,3e-06,4e-06,728.93,0.002218
2018-11-23,4e-06,4e-06,3e-06,4e-06,25401.15,0.07624
2018-11-24,4e-06,4e-06,3e-06,4e-06,9326.91,0.03607
2018-11-25,4e-06,4e-06,3e-06,3e-06,20968.58,0.06291
2018-11-26,3e-06,4e-06,3e-06,3e-06,2999.34,0.01196
2018-11-27,3e-06,3e-06,3e-06,3e-06,1930.05,0.00579
2018-11-28,3e-06,4e-06,3e-06,4e-06,175315.2,0.7002
2018-11-29,4e-06,5e-06,3e-06,4e-06,11779.63,0.04714
2018-11-30,4e-06,5e-06,3e-06,4e-06,31703.29,0.1217
2018-12-01,4e-06,5e-06,4e-06,4e-06,590.41,0.002394
2018-12-02,4e-06,5e-06,4e-06,4e-06,2437.22,0.009749
2018-12-03,4e-06,5e-06,3e-06,4e-06,43282.19,0.1653
2018-12-04,4e-06,4e-06,3e-06,4e-06,7385.46,0.02954
2018-12-05,4e-06,4e-06,3e-06,4e-06,7554.53,0.03015
2018-12-06,4e-06,4e-06,3e-06,3e-06,12542.17,0.03801
2018-12-07,3e-06,4e-06,3e-06,3e-06,178.71,0.0005361
2018-12-08,3e-06,4e-06,3e-06,3e-06,15.7,6.268e-05
2018-12-09,3e-06,4e-06,3e-06,3e-06,2410.54,0.00782
2018-12-10,3e-06,4e-06,3e-06,3e-06,2719.3,0.008158
2018-12-11,3e-06,4e-06,3e-06,3e-06,6196.57,0.02479
2018-12-12,3e-06,4e-06,3e-06,3e-06,270.2,0.0008107
2018-12-13,3e-06,4e-06,3e-06,3e-06,11931.19,0.04771
2018-12-14,3e-06,3e-06,3e-06,3e-06,322.22,0.0009667
2018-12-15,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2018-12-16,3e-06,4e-06,3e-06,3e-06,1429.65,0.00429
2018-12-17,3e-06,3e-06,3e-06,3e-06,201.0,0.000603
2018-12-18,3e-06,4e-06,3e-06,3e-06,20259.6,0.06258
2018-12-19,3e-06,4e-06,3e-06,3e-06,0.1,3e-07
2018-12-20,3e-06,4e-06,3e-06,4e-06,14.32,5.728e-05
2018-12-21,4e-06,4e-06,3e-06,3e-06,9660.15,0.03864
2018-12-22,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2018-12-23,3e-06,3e-06,3e-06,3e-06,0.002,6e-09
2018-12-24,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2018-12-25,3e-06,3e-06,3e-06,3e-06,263.82,0.0007915
2018-12-26,3e-06,3e-06,3e-06,3e-06,53312.04,0.1599
2018-12-27,3e-06,4e-06,3e-06,3e-06,40.01,0.00016
2018-12-28,3e-06,4e-06,2e-06,3e-06,145755.41,0.4371
2018-12-29,3e-06,4e-06,3e-06,3e-06,14909.48,0.04473
2018-12-30,3e-06,4e-06,3e-06,3e-06,423.56,0.001271
2018-12-31,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2019-01-01,3e-06,3e-06,2e-06,3e-06,33011.08,0.09888
2019-01-02,3e-06,4e-06,3e-06,3e-06,4073.95,0.01222
2019-01-03,3e-06,3e-06,3e-06,3e-06,2316.72,0.00695
2019-01-04,3e-06,3e-06,2e-06,3e-06,13555.3,0.04067
2019-01-05,3e-06,4e-06,3e-06,3e-06,1000.43,0.003001
2019-01-06,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2019-01-07,3e-06,3e-06,3e-06,3e-06,166.67,0.0005
2019-01-08,3e-06,3e-06,3e-06,3e-06,509.79,0.001529
2019-01-09,3e-06,4e-06,3e-06,4e-06,100.0,0.0004
2019-01-10,4e-06,4e-06,3e-06,4e-06,39.0,0.000155
2019-01-11,4e-06,4e-06,4e-06,4e-06,19030.0,0.07612
2019-01-12,4e-06,4e-06,4e-06,4e-06,0.0,0.0
2019-01-13,4e-06,4e-06,4e-06,4e-06,0.0,0.0
2019-01-14,4e-06,4e-06,3e-06,3e-06,100.0,0.0003
2019-01-15,3e-06,7e-06,3e-06,6e-06,115209.74,0.6026
2019-01-16,6e-06,7e-06,4e-06,5e-06,19320.6,0.1045
2019-01-17,5e-06,5e-06,5e-06,5e-06,4310.92,0.02155
2019-01-18,5e-06,5e-06,4e-06,4e-06,2700.84,0.01322
2019-01-19,4e-06,6e-06,4e-06,4e-06,3183.48,0.01575
2019-01-20,4e-06,5e-06,4e-06,5e-06,2174.31,0.008704
2019-01-21,5e-06,5e-06,4e-06,5e-06,14200.15,0.07035
2019-01-22,5e-06,5e-06,4e-06,4e-06,585.12,0.00288
2019-01-23,4e-06,6e-06,4e-06,4e-06,2918.41,0.01297
2019-01-24,4e-06,6e-06,4e-06,6e-06,64720.52,0.3237
2019-01-25,6e-06,6e-06,4e-06,5e-06,10.01,5.004e-05
2019-01-26,5e-06,6e-06,4e-06,5e-06,13552.08,0.06777
2019-01-27,5e-06,5e-06,4e-06,4e-06,13697.86,0.06083
2019-01-28,4e-06,4e-06,4e-06,4e-06,27191.66,0.1088
2019-01-29,4e-06,4e-06,4e-06,4e-06,2084.2,0.008337
2019-01-30,4e-06,5e-06,4e-06,5e-06,6671.18,0.02692
2019-01-31,5e-06,5e-06,3e-06,4e-06,18424.76,0.07479
2019-02-01,4e-06,4e-06,4e-06,4e-06,6366.05,0.02546
2019-02-02,4e-06,5e-06,4e-06,5e-06,9901.81,0.04951
2019-02-03,5e-06,5e-06,4e-06,5e-06,6955.1,0.02787
2019-02-04,5e-06,5e-06,3e-06,4e-06,6605.73,0.02276
2019-02-05,4e-06,4e-06,3e-06,4e-06,7335.28,0.0288
2019-02-06,4e-06,4e-06,3e-06,3e-06,3323.91,0.01112
2019-02-07,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2019-02-08,3e-06,3e-06,3e-06,3e-06,0.0,0.0
2019-02-09,3e-06,4e-06,3e-06,4e-06,10434.38,0.04033
2019-02-10,4e-06,5e-06,3e-06,5e-06,3846.25,0.01483
2019-02-11,5e-06,5e-06,4e-06,4e-06,2388.77,0.009569
2019-02-12,4e-06,4.78e-06,3e-06,3.91e-06,213816.0,0.8627
2019-02-13,3.91e-06,4.16e-06,3.83e-06,3.93e-06,564111.0,2.229
2019-02-14,3.93e-06,3.95e-06,3.5e-06,3.84e-06,1371986.0,5.316
2019-02-15,3.84e-06,3.92e-06,3.52e-06,3.76e-06,2457452.0,9.412
2019-02-16,3.76e-06,3.76e-06,3.58e-06,3.72e-06,4563874.0,16.96
2019-02-17,3.72e-06,4.02e-06,3.6e-06,3.79e-06,5974212.0,22.61
2019-02-18,3.79e-06,4.15e-06,3.6e-06,4.07e-06,4865734.0,18.68
2019-02-19,4.07e-06,4.1e-06,3.68e-06,3.94e-06,4478382.0,17.48
2019-02-20,3.94e-06,4.15e-06,3.91e-06,4.09e-06,3558238.0,14.19
2019-02-21,4.09e-06,4.13e-06,3.91e-06,4.05e-06,3592539.0,14.45
2019-02-22,4.05e-06,4.75e-06,3.97e-06,4.67e-06,9688387.0,41.15
2019-02-23,4.67e-06,4.95e-06,3.96e-06,4.12e-06,4847311.0,21.09
2019-02-24,4.12e-06,4.17e-06,3.72e-06,3.84e-06,7498222.0,29.95
2019-02-25,3.84e-06,4.15e-06,3.8e-06,3.92e-06,4387557.0,17.47
2019-02-26,3.92e-06,4.25e-06,3.81e-06,4.11e-06,6934190.0,28.23
2019-02-27,4.11e-06,4.22e-06,3.89e-06,4.03e-06,4401135.0,17.93
2019-02-28,4.03e-06,4.11e-06,3.88e-06,4.02e-06,3385042.0,13.59
2019-03-01,4.02e-06,4.46e-06,3.8e-06,3.96e-06,2308287.0,9.351
2019-03-02,3.96e-06,4.09e-06,3.9e-06,4.01e-06,5855210.0,23.36
2019-03-03,4.01e-06,4.04e-06,3.92e-06,3.93e-06,11261450.0,44.93
2019-03-04,3.93e-06,4.9e-06,3.8e-06,4.31e-06,4795603.0,19.59
2019-03-05,4.31e-06,4.61e-06,3.98e-06,4.2e-06,1300941.0,5.537
2019-03-06,4.2e-06,4.25e-06,4e-06,4.09e-06,1120648.0,4.603
2019-03-07,4.09e-06,4.14e-06,4.04e-06,4.08e-06,935467.0,3.824
2019-03-08,4.08e-06,4.46e-06,4.08e-06,4.24e-06,1414471.0,6.038
2019-03-09,4.24e-06,4.39e-06,4.19e-06,4.24e-06,3982515.0,17.07
2019-03-10,4.24e-06,4.58e-06,4.23e-06,4.54e-06,3156114.0,13.86
2019-03-11,4.54e-06,4.7e-06,4.07e-06,4.64e-06,2536153.0,11.02
2019-03-12,4.64e-06,5.81e-06,4.24e-06,4.89e-06,3162353.0,15.62
2019-03-13,4.89e-06,4.95e-06,4.61e-06,4.79e-06,1954490.0,9.35
2019-03-14,4.79e-06,5.64e-06,4.69e-06,5.13e-06,2631622.0,13.57
2019-03-15,5.13e-06,5.23e-06,4.91e-06,4.98e-06,2473445.0,12.62
2019-03-16,4.98e-06,5.01e-06,4.76e-06,4.8e-06,2209527.0,10.78
2019-03-17,4.8e-06,5.06e-06,4.78e-06,4.91e-06,2579663.0,12.58
2019-03-18,4.91e-06,4.96e-06,4.76e-06,4.8e-06,1197728.0,5.815
2019-03-19,4.8e-06,4.92e-06,4.76e-06,4.86e-06,907550.0,4.379
2019-03-20,4.86e-06,4.92e-06,4.81e-06,4.83e-06,802144.0,3.901
2019-03-21,4.83e-06,5.09e-06,4.39e-06,4.59e-06,1595222.0,7.535
2019-03-22,4.59e-06,4.67e-06,4.36e-06,4.56e-06,3104550.0,14.17
2019-03-23,4.56e-06,4.71e-06,4.49e-06,4.5e-06,1533484.0,6.985
2019-03-24,4.5e-06,4.74e-06,4.1e-06,4.56e-06,2473174.0,11.21
2019-03-25,4.56e-06,4.9e-06,4.45e-06,4.62e-06,2287913.0,10.46
2019-03-26,4.62e-06,5.51e-06,4.49e-06,4.97e-06,3801694.0,18.44
2019-03-27,4.97e-06,6.32e-06,4.93e-06,5.25e-06,3028480.0,16.11
2019-03-28,5.25e-06,5.26e-06,4.88e-06,5.03e-06,3011242.0,15.23
2019-03-29,5.03e-06,5.41e-06,5.01e-06,5.11e-06,2673567.0,13.88
2019-03-30,5.11e-06,5.42e-06,5e-06,5.37e-06,2521715.0,13.09
2019-03-31,5.37e-06,5.41e-06,4.97e-06,5.25e-06,2096325.0,11.02
2019-04-01,5.25e-06,5.29e-06,5.13e-06,5.2e-06,1803956.0,9.42
2019-04-02,5.2e-06,5.26e-06,4.44e-06,4.78e-06,2146675.0,10.38
2019-04-03,4.78e-06,4.83e-06,4.02e-06,4.29e-06,1757162.0,8.04
2019-04-04,4.29e-06,4.84e-06,4.22e-06,4.54e-06,7911872.0,35.31
2019-04-05,4.54e-06,4.55e-06,4.29e-06,4.39e-06,10527241.0,46.04
2019-04-06,4.39e-06,4.42e-06,4.13e-06,4.34e-06,4769748.0,20.62
2019-04-07,4.34e-06,4.86e-06,4.26e-06,4.49e-06,6730168.0,29.7
2019-04-08,4.49e-06,4.72e-06,4.3e-06,4.5e-06,7212030.0,31.62
2019-04-09,4.5e-06,4.65e-06,4.22e-06,4.39e-06,10643324.0,46.63
2019-04-10,4.39e-06,4.47e-06,4.09e-06,4.11e-06,10080995.0,43.86
2019-04-11,4.11e-06,4.13e-06,3.55e-06,3.74e-06,7246955.0,27.22
2019-04-12,3.74e-06,4.22e-06,3.63e-06,4.04e-06,7211703.0,27.9
2019-04-13,4.04e-06,4.16e-06,3.82e-06,3.99e-06,11910487.0,47.7
2019-04-14,3.99e-06,4.17e-06,3.93e-06,4.05e-06,15135116.0,60.81
2019-04-15,4.05e-06,4.07e-06,3.77e-06,3.89e-06,17341618.0,68.32
2019-04-16,3.89e-06,3.89e-06,3.66e-06,3.78e-06,13860916.0,52.66
2019-04-17,3.78e-06,3.94e-06,3.66e-06,3.75e-06,13839418.0,52.26
2019-04-18,3.75e-06,3.86e-06,3.72e-06,3.82e-06,9126999.0,34.67
2019-04-19,3.82e-06,3.98e-06,3.78e-06,3.93e-06,7348780.0,28.55
2019-04-20,3.93e-06,4.12e-06,3.89e-06,3.98e-06,9828099.0,39.14
2019-04-21,3.98e-06,3.99e-06,3.63e-06,3.79e-06,8337854.0,31.77
2019-04-22,3.79e-06,3.83e-06,3.65e-06,3.73e-06,8964421.0,33.89
2019-04-23,3.73e-06,3.76e-06,3.36e-06,3.42e-06,9206263.0,32.38
2019-04-24,3.42e-06,3.49e-06,3.11e-06,3.43e-06,11524272.0,37.23
2019-04-25,3.43e-06,3.45e-06,3.14e-06,3.17e-06,8136769.0,27.31
2019-04-26,3.17e-06,3.25e-06,3.04e-06,3.13e-06,8429219.0,26.58
2019-04-27,3.13e-06,3.32e-06,3.11e-06,3.25e-06,18702260.0,59.92
2019-04-28,3.25e-06,3.3e-06,3.08e-06,3.1e-06,22244105.0,70.56
2019-04-29,3.1e-06,3.17e-06,2.87e-06,3e-06,17128151.0,52.41
2019-04-30,3e-06,3.19e-06,2.97e-06,3.15e-06,14081069.0,43.23
2019-05-01,3.15e-06,3.19e-06,2.97e-06,3.1e-06,13026357.0,40.24
2019-05-02,3.1e-06,3.19e-06,2.96e-06,3.1e-06,6711809.0,20.72
2019-05-03,3.1e-06,3.1e-06,2.84e-06,2.92e-06,11415461.0,34.11
2019-05-04,2.92e-06,3.05e-06,2.75e-06,2.9e-06,14688940.0,41.45
2019-05-05,2.9e-06,3e-06,2.87e-06,2.94e-06,6329982.0,18.5
2019-05-06,2.94e-06,3.05e-06,2.87e-06,3.02e-06,6545750.0,19.3
2019-05-07,3.02e-06,3.25e-06,3e-06,3.03e-06,8703069.0,26.75
2019-05-08,3.03e-06,3.09e-06,2.83e-06,2.86e-06,7836333.0,23.67
2019-05-09,2.86e-06,2.94e-06,2.35e-06,2.41e-06,5597851.0,14.85
2019-05-10,2.41e-06,2.51e-06,2.25e-06,2.39e-06,11484891.0,27.66
2019-05-11,2.39e-06,2.63e-06,2.26e-06,2.44e-06,16716275.0,40.33
2019-05-12,2.44e-06,2.57e-06,2.23e-06,2.34e-06,7727809.0,18.62
2019-05-13,2.34e-06,2.9e-06,2.22e-06,2.22e-06,6015977.0,14.31
2019-05-14,2.22e-06,2.41e-06,2.22e-06,2.27e-06,3902918.0,8.954
2019-05-15,2.27e-06,2.58e-06,2.22e-06,2.52e-06,10043235.0,23.93
2019-05-16,2.52e-06,2.65e-06,2.38e-06,2.46e-06,12234438.0,30.52
2019-05-17,2.46e-06,2.6e-06,2.33e-06,2.56e-06,9446241.0,23.23
2019-05-18,2.56e-06,2.63e-06,2.31e-06,2.57e-06,9360395.0,23.84
2019-05-19,2.57e-06,2.62e-06,2.37e-06,2.45e-06,9326882.0,23.25
2019-05-20,2.45e-06,2.72e-06,2.36e-06,2.4e-06,7570270.0,18.5
2019-05-21,2.4e-06,4.17e-06,2.38e-06,3.62e-06,8049330.0,21.89
2019-05-22,3.62e-06,6.19e-06,3.23e-06,4.48e-06,3684651.0,16.14
2019-05-23,4.48e-06,5.84e-06,4.1e-06,4.39e-06,3056923.0,15.23
2019-05-24,4.39e-06,4.49e-06,3.66e-06,4.09e-06,4715647.0,19.19
2019-05-25,4.09e-06,4.18e-06,3.71e-06,3.77e-06,11041092.0,42.68
2019-05-26,3.77e-06,4.04e-06,3.43e-06,3.5e-06,17579543.0,66.52
2019-05-27,3.5e-06,3.53e-06,3.23e-06,3.39e-06,8617084.0,29.06
2019-05-28,3.39e-06,4.22e-06,3.35e-06,3.84e-06,9428116.0,35.27
2019-05-29,3.84e-06,3.85e-06,3.58e-06,3.69e-06,8805192.0,32.66
2019-05-30,3.69e-06,3.72e-06,3.31e-06,3.52e-06,17626813.0,62.99
2019-05-31,3.52e-06,3.84e-06,3.47e-06,3.65e-06,18479957.0,67.77
2019-06-01,3.65e-06,3.66e-06,3.48e-06,3.56e-06,11604152.0,41.39
2019-06-02,3.56e-06,4.16e-06,3.51e-06,3.72e-06,11752561.0,42.87
2019-06-03,3.72e-06,3.82e-06,3.51e-06,3.52e-06,15694245.0,56.69
2019-06-04,3.52e-06,3.6e-06,3.26e-06,3.45e-06,14821744.0,52.29
2019-06-05,3.45e-06,3.97e-06,3.35e-06,3.72e-06,8313988.0,30.21
2019-06-06,3.72e-06,3.83e-06,3.52e-06,3.7e-06,6119509.0,22.65
2019-06-07,3.7e-06,4.16e-06,3.6e-06,4.01e-06,3541597.0,13.47
2019-06-08,4.01e-06,4.68e-06,3.91e-06,4.36e-06,5255424.0,21.83
2019-06-09,4.36e-06,4.56e-06,3.86e-06,4.12e-06,11247248.0,47.66
