# Dataset Report: Quant (QNT)
# Coin Name: Quant
# Symbol: QNT
# Approx Row Count: 2550
# Date Range: 2019-02-05 to 2026-02-02
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_QNT, Volume_USD
# Note: Launched ~Aug 2018. Enterprise interoperability (Overledger).
# --------------------------------------------------
Date,open,high,low,close,Volume_QNT,Volume_USD
2020-03-30,3.171,3.794,3.4,3.727,11236.89,41876.81
2020-03-31,3.727,4.008,3.537,3.966,29351.34,116405.56
2020-04-01,3.966,4.891,4.018,4.623,30323.8,140173.59
2020-04-02,4.623,4.962,4.382,4.722,14645.64,69160.63
2020-04-03,4.722,5.249,4.478,5.12,20297.22,103917.74
2020-04-04,5.12,5.567,4.198,4.712,34795.07,163957.45
2020-04-05,4.712,4.81,4.341,4.612,12092.51,55772.99
2020-04-06,4.612,5.399,4.732,4.99,9016.52,44994.53
2020-04-07,5.385,5.167,4.778,4.892,6815.34,33340.97
2020-04-08,5.019,5.44,4.649,4.988,9610.07,47939.32
2020-04-09,5.202,5.249,4.554,4.698,23717.06,111429.58
2020-04-10,4.698,4.614,4.114,4.44,25940.35,115175.4
2020-04-11,4.44,4.459,4.157,4.276,11413.12,48804.29
2020-04-12,4.276,4.68,4.208,4.564,12128.98,55357.42
2020-04-13,4.564,6.638,4.335,4.347,10887.92,47330.34
2020-04-14,4.347,6.105,4.396,4.983,22875.4,113992.97
2020-04-15,4.968,4.955,4.395,4.778,15328.67,73239.0
2020-04-16,4.821,5.523,4.832,4.96,15581.18,77281.86
2020-04-17,4.96,5.906,4.808,5.241,13963.29,73175.14
2020-04-18,5.168,5.575,5.224,5.418,7655.7,41481.9
2020-04-19,5.478,5.769,5.158,5.686,12801.46,72790.64
2020-04-20,5.686,5.817,4.896,5.034,26016.55,130977.88
2020-04-21,5.034,5.386,4.99,5.186,11621.71,60275.19
2020-04-22,5.186,5.552,5.143,5.167,18100.28,93528.11
2020-04-23,5.334,6.367,5.43,5.598,17600.94,98533.84
2020-04-24,5.362,5.691,5.263,5.404,9270.5,50096.7
2020-04-25,5.404,5.637,4.868,4.957,27227.28,134964.13
2020-04-26,4.957,5.241,4.792,4.925,16857.12,83016.63
2020-04-27,4.925,5.195,4.624,4.703,25181.7,118430.59
2020-04-28,4.703,5.099,4.559,5.099,20164.52,102812.31
2020-04-29,5.099,5.583,5.324,5.447,12245.91,66702.84
2020-04-30,5.447,5.25,4.777,5.095,9627.78,49052.28
2020-05-01,5.322,5.562,4.706,4.915,14224.64,69916.54
2020-05-02,4.915,5.254,4.787,4.929,6308.99,31095.96
2020-05-03,5.137,5.294,4.642,4.81,17968.7,86436.17
2020-05-04,4.81,5.016,4.64,4.826,11107.41,53602.59
2020-05-05,4.826,4.911,4.566,4.687,9741.1,45656.52
2020-05-06,4.687,4.679,3.65,4.301,24117.28,103717.81
2020-05-07,4.301,5.28,4.424,4.897,25610.77,125422.4
2020-05-08,4.897,4.878,4.428,4.542,16718.35,75930.8
2020-05-09,4.542,4.723,4.397,4.614,11479.41,52963.66
2020-05-10,4.614,4.668,3.956,4.138,13760.31,56941.75
2020-05-11,4.138,4.43,4.06,4.266,13466.27,57446.38
2020-05-12,4.266,4.785,4.328,4.523,15843.59,71667.18
2020-05-13,4.523,4.896,4.678,4.8,9545.19,45820.7
2020-05-14,4.8,4.949,4.441,4.699,22451.79,105494.79
2020-05-15,4.699,4.631,4.311,4.323,8597.22,37167.3
2020-05-16,4.323,5.322,4.453,5.161,16294.83,84099.69
2020-05-17,5.161,6.182,5.034,5.274,32154.13,169576.07
2020-05-18,5.274,5.471,4.756,5.461,33240.95,181515.0
2020-05-19,5.461,5.473,4.941,4.979,17862.32,88943.92
2020-05-20,4.979,5.771,4.869,5.141,22336.98,114841.67
2020-05-21,5.141,5.456,4.865,5.224,21789.39,113830.25
2020-05-22,5.224,5.59,5.037,5.163,15331.04,79159.45
2020-05-23,5.163,5.416,4.961,5.265,13858.69,72961.14
2020-05-24,5.265,5.368,4.695,4.783,16771.16,80211.98
2020-05-25,4.783,5.347,4.737,5.133,17774.04,91236.19
2020-05-26,5.133,5.243,4.837,5.241,15672.5,82137.25
2020-05-27,5.241,5.792,5.25,5.525,34868.39,192654.02
2020-05-28,5.525,6.206,5.585,5.71,16688.14,95292.22
2020-05-29,5.657,7.488,5.473,6.317,17576.23,111034.72
2020-05-30,6.476,7.312,6.771,7.059,25579.75,180558.72
2020-05-31,7.152,7.507,4.229,6.355,34639.84,220151.46
2020-06-01,6.532,7.245,6.63,7.124,14686.44,104620.72
2020-06-02,7.18,7.13,6.414,7.009,14860.48,104150.08
2020-06-03,7.009,7.409,6.622,7.072,13157.87,93048.37
2020-06-04,7.021,8.033,6.897,7.933,30619.95,242914.49
2020-06-05,7.933,7.992,7.515,7.685,15725.77,120851.93
2020-06-06,7.685,7.945,7.313,7.601,11637.88,88463.16
2020-06-07,7.601,8.126,7.678,8.055,11382.06,91679.33
2020-06-08,8.055,8.158,7.641,7.85,13948.24,109494.65
2020-06-09,7.85,8.101,7.542,7.725,15489.57,119657.55
2020-06-10,7.725,8.234,7.797,8.008,16103.42,128960.1
2020-06-11,8.008,7.735,6.909,6.909,21971.65,151793.39
2020-06-12,6.909,7.589,6.49,6.789,25263.52,171511.34
2020-06-13,6.625,6.851,6.306,6.59,16030.98,105638.05
2020-06-14,6.701,6.999,6.288,6.427,16609.4,106751.56
2020-06-15,6.64,7.295,6.129,7.144,16715.48,119413.77
2020-06-16,7.061,7.296,6.637,6.825,13206.32,90135.11
2020-06-17,6.825,6.924,6.468,6.475,13655.07,88418.65
2020-06-18,6.475,6.66,6.065,6.082,12977.32,78923.03
2020-06-19,6.082,6.271,5.855,6.061,8292.47,50259.13
2020-06-20,6.197,6.467,6.013,6.099,8139.23,49644.24
2020-06-21,6.099,6.447,5.799,6.146,10868.72,66802.03
2020-06-22,6.176,6.812,6.35,6.691,16615.96,111173.23
2020-06-23,6.691,6.857,6.475,6.646,14689.1,97617.34
2020-06-24,6.646,8.887,6.124,8.561,54382.74,465594.57
2020-06-25,8.561,8.481,7.923,8.318,21918.24,182318.77
2020-06-26,8.265,9.11,7.995,8.896,20901.98,185947.13
2020-06-27,9.036,8.718,8.338,8.395,13261.07,111329.28
2020-06-28,8.395,9.675,8.478,9.675,21818.19,211081.61
2020-06-29,9.675,10.26,8.545,9.338,30578.63,285534.16
2020-06-30,9.338,9.856,7.106,7.67,49201.05,377358.28
2020-07-01,7.67,8.953,7.278,7.814,38005.44,296978.73
2020-07-02,7.814,8.154,7.248,8.077,24598.23,198670.89
2020-07-03,8.077,8.119,7.115,7.835,19595.0,153531.14
2020-07-04,7.835,8.509,7.807,7.889,8639.07,68156.18
2020-07-05,7.889,8.665,7.776,8.38,12144.95,101775.93
2020-07-06,8.38,9.129,7.736,8.184,18354.73,150207.33
2020-07-07,8.184,8.258,7.721,7.724,7928.6,61239.11
2020-07-08,7.724,8.52,7.957,7.962,17052.04,135766.37
2020-07-09,7.962,8.352,7.795,8.117,6835.44,55482.87
2020-07-10,8.117,8.336,7.55,7.697,14578.83,112213.42
2020-07-11,7.697,8.058,7.632,7.929,8760.71,69461.44
2020-07-12,7.855,8.094,7.535,7.814,13013.79,101686.22
2020-07-13,7.807,7.857,7.466,7.622,12962.85,98800.83
2020-07-14,7.622,7.668,6.494,7.408,28482.45,210996.75
2020-07-15,7.408,7.505,6.945,7.374,18049.59,133103.64
2020-07-16,7.374,7.412,6.779,6.936,19455.02,134937.7
2020-07-17,6.936,7.449,6.822,7.118,25855.55,184042.56
2020-07-18,7.118,7.358,6.927,7.28,14674.79,106838.06
2020-07-19,7.28,8.373,7.232,8.122,26154.17,212411.59
2020-07-20,8.122,8.037,7.203,7.557,31534.7,238311.51
2020-07-21,7.557,9.321,7.524,8.168,29592.94,241709.26
2020-07-22,8.168,8.987,8.22,8.223,16237.09,133517.51
2020-07-23,8.223,9.041,8.187,8.551,22758.27,194598.3
2020-07-24,8.551,8.673,7.829,7.829,21228.79,166195.95
2020-07-25,7.829,8.895,6.878,7.33,29944.36,219491.16
2020-07-26,7.33,8.067,7.073,7.232,21267.29,153812.13
2020-07-27,7.232,8.466,7.222,7.66,28781.51,220465.98
2020-07-28,7.66,8.08,7.448,7.654,10612.35,81229.07
2020-07-29,7.654,8.402,7.362,8.38,18365.02,153899.77
2020-07-30,8.38,8.841,6.705,7.191,14761.2,106149.45
2020-07-31,7.392,8.333,6.803,6.812,28725.16,195665.22
2020-08-01,6.812,7.807,6.698,7.217,21203.67,153035.13
2020-08-02,7.338,7.736,6.695,7.357,16291.09,119849.89
2020-08-03,7.357,7.637,6.66,6.95,22999.98,159845.26
2020-08-04,6.95,7.687,6.876,7.422,19882.67,147561.26
2020-08-05,7.31,8.344,7.336,7.568,17456.38,132115.47
2020-08-06,7.621,8.328,7.163,7.807,16090.46,125611.51
2020-08-07,7.807,8.134,6.893,7.963,22305.49,177627.06
2020-08-08,7.963,8.341,7.323,7.514,25127.23,188803.09
2020-08-09,7.514,7.802,6.947,7.138,29512.89,210669.54
2020-08-10,6.928,7.637,6.9,7.637,19606.46,149733.51
2020-08-11,7.204,7.958,6.631,7.359,25300.22,186184.69
2020-08-12,7.359,8.131,7.302,7.748,22676.59,175690.78
2020-08-13,7.748,9.562,8.499,9.09,21820.93,198354.62
2020-08-14,8.738,10.65,8.383,10.24,43302.71,443279.78
2020-08-15,10.35,11.68,9.963,10.85,33071.13,358833.68
2020-08-16,10.85,12.06,10.46,10.67,19140.6,204199.03
2020-08-17,10.98,11.76,9.841,9.841,40334.31,396928.01
2020-08-18,9.79,11.45,9.461,10.86,32460.69,352366.18
2020-08-19,10.86,11.82,10.12,10.47,25522.84,267107.52
2020-08-20,10.47,11.86,10.23,10.9,19188.12,209235.1
2020-08-21,10.9,10.65,9.548,10.32,12869.68,132768.61
2020-08-22,10.32,10.53,10.04,10.16,11301.67,114862.51
2020-08-23,10.16,10.47,10.04,10.14,12564.14,127439.22
2020-08-24,10.13,11.25,9.74,10.22,12570.58,128410.18
2020-08-25,10.06,9.537,8.74,9.181,17113.12,157115.43
2020-08-26,9.239,9.757,8.6,9.347,17009.27,158979.9
2020-08-27,9.415,9.434,8.871,8.936,11768.97,105164.66
2020-08-28,9.174,10.08,8.563,8.872,35884.83,318360.52
2020-08-29,8.991,10.61,8.666,9.304,21270.89,197899.48
2020-08-30,9.304,10.04,9.096,9.194,22930.1,210826.84
2020-08-31,9.194,9.429,8.422,9.324,26420.28,246355.06
2020-09-01,9.233,12.95,8.945,9.724,39909.67,388074.86
2020-09-02,9.635,9.698,8.907,9.404,16401.83,154235.68
2020-09-03,9.129,8.831,7.806,7.94,13812.76,109677.09
2020-09-04,7.94,8.528,7.845,8.265,13766.8,113782.65
2020-09-05,8.505,7.392,6.886,7.11,10482.04,74531.92
2020-09-06,7.564,8.77,7.046,7.178,17848.93,128122.38
2020-09-07,7.178,8.486,7.157,7.66,16401.44,125631.11
2020-09-08,7.66,8.609,7.343,7.655,16170.13,123784.78
2020-09-09,7.572,7.904,7.128,7.655,17012.42,130231.27
2020-09-10,7.655,8.039,7.178,7.178,17839.74,128049.28
2020-09-11,7.178,8.419,7.188,7.599,13364.24,101561.23
2020-09-12,7.36,7.75,7.355,7.424,22460.44,166754.14
2020-09-13,7.82,8.133,7.198,7.572,18510.92,140165.45
2020-09-14,7.572,9.412,7.798,8.941,24639.08,220287.86
2020-09-15,8.659,11.32,8.491,9.31,56169.26,522935.85
2020-09-16,8.751,9.772,8.728,9.415,19316.37,181855.86
2020-09-17,9.415,11.02,9.348,9.426,21437.3,202060.66
2020-09-18,9.669,10.84,8.837,9.307,20519.89,190979.65
2020-09-19,10.19,10.4,9.441,9.911,34034.99,337336.41
2020-09-20,9.911,9.833,8.98,9.677,15498.59,149983.65
2020-09-21,9.677,8.872,7.522,8.505,17352.05,147574.85
2020-09-22,8.501,8.904,7.962,8.651,8655.27,74877.78
2020-09-23,7.956,8.325,7.364,7.496,18346.58,137519.5
2020-09-24,8.359,8.877,7.643,8.508,15451.67,131469.61
2020-09-25,8.066,8.484,7.92,8.294,9732.83,80720.11
2020-09-26,8.366,8.575,8.067,8.161,6398.87,52222.68
2020-09-27,8.161,8.341,7.99,8.089,8975.23,72603.66
2020-09-28,8.089,8.506,7.929,8.117,22340.53,181345.48
2020-09-29,8.117,9.665,8.113,8.549,21533.17,184096.57
2020-09-30,8.278,8.579,7.989,8.424,13749.03,115826.26
2020-10-01,8.424,8.372,7.948,8.185,8211.91,67211.41
2020-10-02,8.279,8.444,7.722,8.193,18799.64,154019.16
2020-10-03,8.193,8.644,8.136,8.582,8165.42,70075.42
2020-10-04,8.582,8.735,8.54,8.572,5187.7,44471.26
2020-10-05,8.572,9.716,8.637,9.131,14155.26,129244.66
2020-10-06,9.131,9.271,8.484,8.494,10255.71,87109.17
2020-10-07,8.368,8.551,7.987,8.445,10126.68,85521.61
2020-10-08,8.445,9.05,8.165,8.253,7905.1,65242.37
2020-10-09,8.424,9.068,8.325,8.933,15043.48,134387.66
2020-10-10,8.933,10.08,8.617,9.844,30889.0,304061.04
2020-10-11,9.844,10.11,9.686,9.905,12475.19,123562.47
2020-10-12,9.905,11.08,9.826,10.78,24415.89,263129.6
2020-10-13,10.78,11.03,10.43,10.88,10634.01,115721.51
2020-10-14,10.88,11.4,10.75,11.09,17005.86,188553.56
2020-10-15,11.09,11.91,10.93,11.31,19685.64,222697.12
2020-10-16,11.31,11.54,9.876,10.01,17106.54,171161.35
2020-10-17,10.01,10.74,9.966,10.37,10162.84,105361.18
2020-10-18,10.37,11.29,10.43,11.29,7994.66,90296.3
2020-10-19,11.29,11.75,10.86,11.75,13374.01,157079.39
2020-10-20,11.75,11.91,10.8,11.08,13706.13,151848.98
2020-10-21,11.08,12.06,11.31,12.06,18278.75,220436.23
2020-10-22,12.06,13.17,12.12,12.74,22546.13,287168.71
2020-10-23,12.74,13.33,12.45,12.85,16165.72,207758.83
2020-10-24,12.85,13.85,12.91,13.85,26944.97,373135.75
2020-10-25,13.85,16.3,13.76,15.86,47450.53,752475.79
2020-10-26,15.86,16.73,13.59,14.83,36758.92,545274.58
2020-10-27,14.83,16.09,14.22,14.66,16855.58,247032.44
2020-10-28,14.66,14.27,12.45,13.29,10541.73,140057.11
2020-10-29,13.29,14.93,12.97,13.17,7581.51,99838.66
2020-10-30,13.17,15.6,12.55,12.94,12091.8,156491.06
2020-10-31,12.94,14.73,12.74,13.94,10307.03,143694.88
2020-11-01,13.94,14.23,12.63,13.87,10487.09,145474.96
2020-11-02,13.87,13.83,12.76,13.12,5900.07,77380.87
2020-11-03,13.12,13.73,12.77,12.94,6325.63,81843.15
2020-11-04,12.94,13.5,12.58,13.06,7145.48,93313.47
2020-11-05,13.06,14.84,12.78,13.1,6340.25,83082.21
2020-11-06,13.1,14.19,12.34,14.05,5553.66,78039.06
2020-11-07,14.05,14.02,12.33,13.17,5530.84,72826.69
2020-11-08,13.17,14.14,12.94,13.26,3439.77,45609.6
2020-11-09,13.26,13.8,12.97,13.36,3202.46,42769.74
2020-11-10,13.36,14.49,13.34,14.12,5187.43,73250.61
2020-11-11,14.12,14.67,13.34,14.51,10163.94,147496.77
2020-11-12,14.51,15.17,14.38,14.93,10306.42,153877.52
2020-11-13,14.93,15.6,14.8,15.42,11912.61,183710.04
2020-11-14,15.42,16.03,14.9,16.03,6186.86,99161.27
2020-11-15,16.03,16.75,15.33,15.8,14814.88,234079.01
2020-11-16,15.8,17.56,15.22,16.07,20094.29,323002.44
2020-11-17,16.07,18.53,15.29,15.39,26410.7,406507.7
2020-11-18,15.39,16.04,13.11,15.27,23488.96,358706.75
2020-11-19,15.27,16.22,14.3,14.38,21253.51,305720.78
2020-11-20,14.38,17.15,14.03,14.68,17387.14,255187.66
2020-11-21,14.68,15.92,13.03,13.89,41103.77,571070.12
2020-11-22,13.89,14.38,12.74,13.34,35062.69,467867.67
2020-11-23,13.34,13.64,11.97,13.05,36657.89,478392.73
2020-11-24,13.05,14.18,12.0,12.84,47325.89,607441.86
2020-11-25,12.84,14.7,12.48,14.22,15754.59,224006.16
2020-11-26,14.22,13.39,12.02,12.57,32952.44,414075.72
2020-11-27,12.57,13.17,12.27,12.75,10414.23,132741.49
2020-11-28,12.75,13.62,12.28,12.44,12198.53,151696.89
2020-11-29,12.44,13.07,12.01,12.1,13537.14,163857.71
2020-11-30,12.1,13.67,12.46,12.7,20899.04,265335.52
2020-12-01,12.7,13.13,11.76,12.03,21482.21,258525.85
2020-12-02,12.03,12.86,12.13,12.18,18692.59,227635.91
2020-12-03,12.18,13.03,12.32,12.8,7377.11,94405.42
2020-12-04,12.8,12.48,11.91,12.11,7800.81,94437.53
2020-12-05,12.11,12.74,12.14,12.31,13481.03,165979.8
2020-12-06,12.31,12.6,11.82,11.96,7003.18,83735.66
2020-12-07,11.96,12.39,11.58,11.84,16291.97,192970.58
2020-12-08,11.84,11.84,11.22,11.46,12949.3,148416.61
2020-12-09,11.46,11.75,11.31,11.6,13833.82,160513.47
2020-12-10,11.6,11.79,11.0,11.52,15125.41,174184.93
2020-12-11,11.52,11.83,11.03,11.45,9453.04,108274.55
2020-12-12,11.45,13.37,10.99,12.67,13689.64,173499.36
2020-12-13,12.67,13.02,12.15,12.91,11742.82,151558.96
2020-12-14,12.91,13.22,12.41,13.0,9930.14,129099.55
2020-12-15,13.0,13.38,12.32,12.38,8036.97,99534.08
2020-12-16,12.38,13.74,12.77,13.35,14713.29,196475.71
2020-12-17,13.35,14.48,12.34,13.02,20119.04,261996.78
2020-12-18,13.02,14.23,12.16,13.88,20841.85,289312.85
2020-12-19,13.88,14.66,13.03,13.49,18234.56,246052.18
2020-12-20,13.49,13.29,12.8,12.88,7851.1,101148.99
2020-12-21,12.88,12.87,11.92,12.7,24966.38,317127.78
2020-12-22,12.7,13.5,12.4,13.24,15523.18,205505.46
2020-12-23,13.24,13.17,9.672,10.67,62029.4,661663.3
2020-12-24,10.67,11.81,10.24,11.8,26044.68,307338.09
2020-12-25,11.8,12.3,11.79,12.29,5705.46,70118.67
2020-12-26,12.29,13.17,11.51,11.51,12109.52,139338.48
2020-12-27,11.51,12.11,10.66,11.3,15471.63,174834.23
2020-12-28,11.3,12.14,10.37,11.29,25571.39,288743.81
2020-12-29,11.29,13.38,10.8,13.02,17148.47,223243.23
2020-12-30,13.02,14.16,11.31,11.67,28708.59,334986.57
2020-12-31,11.67,11.71,10.87,11.27,16002.16,180348.56
2021-01-01,11.27,12.05,10.61,11.2,25894.3,289943.3
2021-01-02,11.2,13.52,6.975,11.35,34322.47,389621.23
2021-01-03,11.35,12.77,9.278,10.83,39251.75,425288.88
2021-01-04,10.83,11.96,9.965,11.05,40541.12,448131.11
2021-01-05,11.05,13.66,11.59,12.61,20603.95,259910.39
2021-01-06,12.61,13.96,10.75,12.14,25364.37,307974.91
2021-01-07,12.14,13.34,10.94,11.78,29947.9,352924.14
2021-01-08,11.78,17.27,12.13,15.37,55273.54,849478.36
2021-01-09,15.37,18.71,14.52,16.9,30985.55,523512.44
2021-01-10,16.9,18.37,15.28,16.89,47130.66,796176.34
2021-01-11,16.89,18.81,14.94,16.78,27877.82,467860.15
2021-01-12,16.78,18.05,15.77,17.4,27316.95,475419.89
2021-01-13,17.4,20.04,18.97,19.28,16948.9,326855.82
2021-01-14,19.28,21.03,18.18,20.33,33481.98,680543.39
2021-01-15,20.33,20.14,15.57,19.31,23984.0,463247.1
2021-01-16,19.31,19.67,17.61,18.19,18886.75,343602.04
2021-01-17,18.19,19.18,17.58,18.41,18153.59,334286.38
2021-01-18,18.41,19.92,18.16,19.05,22927.52,436715.22
2021-01-19,19.05,19.59,18.33,19.59,17371.25,340312.47
2021-01-20,19.59,19.88,18.5,18.93,15677.67,296823.54
2021-01-21,18.93,17.26,16.1,16.23,17631.27,286231.92
2021-01-22,16.23,21.46,17.37,19.49,14644.31,285387.36
2021-01-23,19.49,22.56,18.32,19.58,10787.76,211179.19
2021-01-24,19.58,21.38,19.38,21.0,20207.47,424302.16
2021-01-25,21.0,21.86,19.8,20.92,15968.77,334131.46
2021-01-26,20.92,21.82,20.32,21.14,18733.3,395942.12
2021-01-27,21.14,26.2,19.58,22.75,17546.21,399235.92
2021-01-28,22.75,28.82,23.61,28.82,17827.47,513762.42
2021-01-29,28.82,33.74,26.59,27.77,47045.24,1306359.81
2021-01-30,27.77,31.88,26.25,30.69,23811.0,730851.46
2021-01-31,30.69,46.3,28.27,31.64,52368.44,1656859.82
2021-02-01,31.64,38.57,29.37,33.04,31171.89,1030011.57
2021-02-02,33.04,41.67,31.45,38.08,33494.17,1275531.31
2021-02-03,38.08,41.11,34.88,37.79,27520.49,1040009.56
2021-02-04,37.79,38.06,34.15,35.64,22024.51,785055.29
2021-02-05,35.64,38.21,34.62,36.21,18691.36,676829.82
2021-02-06,36.21,38.77,32.2,37.87,22581.75,855061.98
2021-02-07,37.87,39.37,35.93,37.56,18789.29,705705.83
2021-02-08,37.56,45.92,39.52,40.06,17314.68,693572.58
2021-02-09,40.06,42.44,38.15,40.42,20364.19,823055.73
2021-02-10,40.42,43.24,38.13,41.42,25801.32,1068666.44
2021-02-11,41.42,47.05,43.3,44.9,18505.83,830915.1
2021-02-12,44.9,45.23,41.25,42.88,23469.49,1006412.29
2021-02-13,42.88,45.14,41.63,44.38,15310.99,679494.64
2021-02-14,44.38,45.74,38.33,39.75,21912.68,871015.77
2021-02-15,39.75,40.53,38.28,39.8,21066.8,838393.13
2021-02-16,39.8,42.18,38.66,41.26,36600.33,1509985.69
2021-02-17,41.26,44.68,41.01,42.91,24054.34,1032119.88
2021-02-18,42.91,48.43,42.12,43.88,38424.52,1686214.85
2021-02-19,43.88,49.8,42.74,44.45,23101.16,1026854.15
2021-02-20,44.45,45.28,40.25,40.76,31373.24,1278864.01
2021-02-21,40.76,43.05,38.67,42.37,20504.84,868725.42
2021-02-22,42.37,42.41,37.04,39.03,34517.11,1347278.32
2021-02-23,39.03,38.75,33.74,35.72,28739.4,1026445.22
2021-02-24,35.72,36.85,33.65,35.12,30032.07,1054580.58
2021-02-25,35.12,36.96,32.72,33.7,24380.96,821570.33
2021-02-26,33.7,36.01,32.18,32.7,25714.57,840878.38
2021-02-27,32.7,35.11,32.34,35.11,9553.31,335373.31
2021-02-28,35.11,34.87,31.7,33.39,13285.4,443647.17
2021-03-01,33.39,38.19,33.87,34.49,9927.0,342396.23
2021-03-02,34.49,34.97,31.53,33.28,15597.53,519109.67
2021-03-03,33.28,35.11,32.53,33.37,20369.46,679727.79
2021-03-04,33.37,32.75,30.23,31.54,28097.91,886151.74
2021-03-05,31.54,33.91,30.65,32.9,15688.97,516227.74
2021-03-06,32.9,34.07,32.27,33.01,12582.41,415314.27
2021-03-07,33.01,37.92,33.53,35.63,17416.79,620632.59
2021-03-08,35.63,46.23,35.96,43.53,24471.68,1065321.98
2021-03-09,43.53,49.98,42.67,42.74,15112.11,645891.91
2021-03-10,42.74,53.05,40.18,40.6,16121.86,654562.03
2021-03-11,40.6,43.18,37.13,40.77,14210.87,579419.47
2021-03-12,40.77,40.5,34.36,37.67,24146.27,909700.89
2021-03-13,37.67,40.3,35.48,37.11,34285.36,1272386.64
2021-03-14,37.11,39.53,34.84,38.11,27329.0,1041597.91
2021-03-15,38.11,40.09,33.48,35.47,26762.2,949248.39
2021-03-16,35.47,42.0,36.02,41.96,21626.98,907455.64
2021-03-17,41.96,113.93,41.6,80.18,150005.84,12026740.57
2021-03-18,80.18,90.15,44.38,59.08,56893.37,3361510.8
2021-03-19,59.08,60.73,45.13,46.92,25472.89,1195148.66
2021-03-20,46.92,48.82,42.03,46.03,16443.14,756938.44
2021-03-21,46.03,48.1,42.76,45.65,10205.97,465877.12
2021-03-22,45.65,44.0,38.92,41.75,14828.73,619031.11
2021-03-23,41.75,64.52,39.99,43.39,56905.53,2468932.93
2021-03-24,43.39,54.03,35.97,37.88,39906.57,1511783.68
2021-03-25,37.88,45.36,36.4,38.88,30217.06,1174743.23
2021-03-26,38.88,43.31,39.4,41.59,9309.54,387173.27
2021-03-27,41.59,42.82,38.85,39.83,9710.06,386759.84
2021-03-28,39.83,40.16,37.04,39.67,10734.55,425795.33
2021-03-29,39.67,78.49,39.53,45.82,90567.25,4150178.54
2021-03-30,45.82,59.02,38.3,39.75,45690.86,1816392.42
2021-03-31,39.75,46.71,33.05,40.79,24731.76,1008836.65
2021-04-01,40.79,41.99,38.68,39.62,9800.78,388305.05
2021-04-02,39.62,41.73,39.3,41.73,5941.55,247928.82
2021-04-03,41.73,40.75,38.3,39.5,7588.11,299742.39
2021-04-04,39.5,41.02,39.01,39.53,8428.32,333179.86
2021-04-05,39.53,40.91,37.85,38.95,15447.4,601736.14
2021-04-06,38.95,39.62,37.34,38.29,13433.55,514328.06
2021-04-07,38.29,37.45,35.81,37.19,12782.23,475315.99
2021-04-08,37.19,41.17,37.12,40.66,10948.54,445158.02
2021-04-09,40.66,46.36,39.1,39.89,22351.14,891594.85
2021-04-10,39.89,41.36,38.26,39.48,11460.98,452432.54
2021-04-11,39.48,40.01,38.49,38.53,6214.73,239462.5
2021-04-12,38.53,39.53,37.64,38.02,7644.71,290651.96
2021-04-13,38.02,45.76,38.45,42.9,32526.97,1395471.22
2021-04-14,42.9,43.43,40.59,41.81,18833.51,787515.15
2021-04-15,41.81,44.02,40.34,41.32,21197.81,875818.51
2021-04-16,41.32,42.58,38.08,39.92,16768.25,669399.72
2021-04-17,39.92,47.34,38.41,44.51,32784.76,1459169.46
2021-04-18,44.51,43.18,37.6,40.73,17589.92,716506.87
2021-04-19,40.73,44.3,38.42,42.72,20427.8,872630.27
2021-04-20,42.72,44.08,40.35,42.03,15684.62,659272.71
2021-04-21,42.03,40.75,38.64,39.28,11398.5,447753.06
2021-04-22,39.28,42.93,37.48,39.86,28875.59,1151094.61
2021-04-23,39.86,40.69,37.41,37.75,17570.8,663278.63
2021-04-24,37.75,38.47,36.14,37.2,7928.65,294954.5
2021-04-25,37.2,37.98,35.34,36.26,5698.36,206600.81
2021-04-26,36.26,42.32,38.92,40.17,5800.69,233003.75
2021-04-27,40.17,41.51,38.25,40.37,8718.11,351940.17
2021-04-28,40.37,42.08,39.35,41.35,6585.79,272289.75
2021-04-29,41.35,42.33,40.06,41.26,6261.38,258330.87
2021-04-30,41.26,47.36,42.26,43.62,16593.23,723777.1
2021-05-01,43.62,46.14,42.28,42.55,14238.27,605830.25
2021-05-02,42.55,42.19,35.85,40.43,13165.19,532257.92
2021-05-03,40.43,40.84,36.78,39.34,19138.73,752894.08
2021-05-04,39.34,39.18,35.85,39.15,18518.84,724920.74
2021-05-05,39.15,43.03,38.38,38.54,9167.58,353328.72
2021-05-06,38.54,39.45,36.74,38.06,14072.49,535582.08
2021-05-07,38.06,40.02,37.35,39.03,11225.95,438104.14
2021-05-08,39.03,40.89,38.31,40.3,7215.42,290777.23
2021-05-09,40.3,39.86,38.02,38.4,11397.91,437727.68
2021-05-10,38.4,42.74,35.29,40.01,23485.82,939632.76
2021-05-11,40.01,44.52,40.53,42.74,25553.8,1092081.44
2021-05-12,42.74,41.26,37.28,40.59,27524.86,1117326.15
2021-05-13,40.59,59.64,38.48,57.9,66430.8,3846422.97
2021-05-14,57.9,59.47,52.98,53.98,34048.07,1837873.03
2021-05-15,53.98,51.92,48.23,49.68,14257.76,708259.33
2021-05-16,49.68,51.14,46.49,48.91,13757.02,672831.46
2021-05-17,48.91,51.48,44.95,50.08,13123.14,657271.96
2021-05-18,50.08,60.17,49.28,59.48,22549.73,1341323.55
2021-05-19,59.48,53.91,37.4,45.96,24196.1,1112169.8
2021-05-20,45.96,56.43,42.3,52.61,22469.8,1182231.23
