# Dataset Report: Simple Token (OST)
# Coin Name: Simple Token
# Symbol: OST
# Approx Row Count: 2818
# Date Range: 2018-01-18 to 2026-02-15
# Frequency: Daily
# Note: Launched 2017. Tokenization infrastructure (OpenST). Now a legacy asset.
# --------------------------------------------------
Date,open,high,low,close,Volume_OST,Volume_USD
2020-04-29,0.007507,0.007507,0.006506,0.006506,5107.03,33.23
2020-04-30,0.006506,0.006506,0.006306,0.006306,1112.0,7.013
2020-05-01,0.006306,0.0066,0.0063,0.0066,2717.41,17.93
2020-05-02,0.0066,0.007007,0.006406,0.007007,10446.62,73.2
2020-05-03,0.007007,0.007608,0.007007,0.007608,19853.9,151.04
2020-05-07,0.007608,0.008308,0.007608,0.008308,170.06,1.413
2020-05-09,0.008308,0.0086,0.0071,0.0071,343107.36,2436.06
2020-05-10,0.0071,0.0071,0.0061,0.0061,9608.75,58.61
2020-05-11,0.0061,0.0062,0.006,0.006,1368.36,8.21
2020-05-12,0.006,0.006306,0.005906,0.006206,283872.94,1761.77
2020-05-13,0.006206,0.006206,0.006206,0.006206,1631.67,10.13
2020-05-14,0.006206,0.0082,0.0062,0.0065,184271.58,1197.77
2020-05-15,0.0065,0.007095,0.006296,0.006396,300906.03,1924.45
2020-05-16,0.006396,0.006498,0.006398,0.006498,33823.26,219.79
2020-05-20,0.0065,0.006598,0.006498,0.006598,143656.17,947.85
2020-05-21,0.006598,0.006597,0.006597,0.006597,10764.52,71.01
2020-05-22,0.006597,0.0073,0.0065,0.0071,143034.03,1015.54
2020-05-23,0.0071,0.0073,0.0071,0.0071,7080.7,50.27
2020-05-24,0.0071,0.007598,0.007099,0.007199,88220.27,635.06
2020-05-25,0.007199,0.0083,0.0072,0.0083,141623.66,1175.48
2020-05-26,0.0083,0.009,0.0076,0.0078,97971.31,764.18
2020-05-27,0.0078,0.0084,0.0076,0.0076,290505.54,2207.84
2020-05-28,0.0076,0.0078,0.0076,0.0078,646.0,5.039
2020-05-30,0.007798,0.0084,0.0078,0.008,30883.06,247.06
2020-05-31,0.008,0.008595,0.007995,0.008595,4539.15,39.01
2020-06-01,0.008595,0.009109,0.008609,0.008709,44830.09,390.41
2020-06-02,0.008709,0.0091,0.0083,0.0085,239986.17,2039.88
2020-06-03,0.0085,0.01,0.0085,0.01,109302.1,1093.02
2020-06-04,0.01,0.01,0.0094,0.0094,12171.43,114.41
2020-06-05,0.0094,0.009396,0.009196,0.009196,308.27,2.835
2020-06-06,0.009196,0.009199,0.009199,0.009199,3035.59,27.92
2020-06-07,0.009199,0.0098,0.0092,0.0095,14688.5,139.54
2020-06-08,0.0095,0.01,0.0091,0.0091,23440.69,213.31
2020-06-10,0.0091,0.0097,0.0091,0.0097,15293.1,148.34
2020-06-11,0.0097,0.009792,0.008193,0.008193,47061.91,385.6
2020-06-13,0.008198,0.0104,0.0082,0.0094,138632.92,1303.15
2020-06-14,0.0094,0.01049,0.009394,0.009694,33401.29,323.8
2020-06-15,0.009694,0.01,0.0088,0.01,90352.88,903.53
2020-06-16,0.01,0.0111,0.0097,0.01,220109.62,2201.1
2020-06-17,0.01,0.0104,0.009897,0.009997,5019.27,50.18
2020-06-23,0.01001,0.01061,0.009409,0.01051,3318.28,34.88
2020-06-27,0.0105,0.0105,0.008497,0.008497,66094.38,561.58
2020-06-29,0.008499,0.008898,0.008498,0.008898,25879.34,230.28
2020-07-02,0.0089,0.0092,0.0089,0.0092,117.32,1.079
2020-07-05,0.0092,0.01021,0.009209,0.01021,98.04,1.001
2020-07-06,0.01021,0.01071,0.009209,0.00971,189877.32,1843.65
2020-07-07,0.00971,0.00991,0.00961,0.00961,89269.78,857.85
2020-07-08,0.00961,0.00971,0.00961,0.00961,15986.24,153.62
2020-07-09,0.00961,0.00971,0.009409,0.009409,171702.15,1615.61
2020-07-10,0.009409,0.00981,0.009409,0.00981,6646.47,65.2
2020-07-11,0.00981,0.01031,0.00971,0.01031,11245.38,115.94
2020-07-12,0.01031,0.01031,0.00991,0.01011,4080.0,41.25
2020-07-13,0.01011,0.0102,0.0098,0.0102,24311.17,247.97
2020-07-14,0.0102,0.0102,0.0102,0.0102,98.04,1.0
2020-07-15,0.0102,0.0103,0.009997,0.009997,10550.77,105.48
2020-07-16,0.009997,0.0103,0.0098,0.0103,100886.19,1039.13
2020-07-17,0.0103,0.0113,0.0099,0.0104,43575.78,453.19
2020-07-19,0.01041,0.01071,0.01041,0.01071,2414.47,25.86
2020-07-20,0.01071,0.01161,0.01061,0.01161,17110.63,198.68
2020-07-21,0.01161,0.01303,0.01162,0.01242,288261.42,3581.59
2020-07-22,0.01242,0.01293,0.01212,0.01212,136078.02,1649.84
2020-07-23,0.01212,0.01231,0.01111,0.01151,64081.66,737.68
2020-07-24,0.01151,0.01192,0.01152,0.01172,14649.98,171.75
2020-07-25,0.01172,0.01211,0.01171,0.01191,10272.72,122.37
2020-07-26,0.01191,0.01301,0.01091,0.01131,109921.51,1243.36
2020-07-27,0.01131,0.01132,0.009719,0.01032,10498.27,108.35
2020-07-28,0.01032,0.01092,0.01022,0.01092,15445.86,168.7
2020-07-29,0.01092,0.01091,0.01051,0.01071,10108.85,108.27
2020-07-30,0.01071,0.01212,0.01072,0.01102,15383.91,169.56
2020-07-31,0.01102,0.01141,0.01061,0.01081,7759.16,83.88
2020-08-01,0.01081,0.0108,0.0103,0.0103,10985.0,113.15
2020-08-02,0.0103,0.0108,0.009696,0.0108,12432.5,134.22
2020-08-03,0.0108,0.0108,0.0099,0.0102,11003.73,112.24
2020-08-04,0.0102,0.011,0.0102,0.011,217.88,2.397
2020-08-05,0.011,0.01101,0.01001,0.01001,2669.91,26.73
2020-08-06,0.01001,0.0119,0.0098,0.0098,3215.29,31.51
2020-08-07,0.0098,0.0107,0.009799,0.0101,28229.72,285.09
2020-08-08,0.0101,0.0117,0.0101,0.0106,142976.41,1515.55
2020-08-09,0.0106,0.0107,0.0104,0.0107,5684.03,60.82
2020-08-10,0.0107,0.01181,0.01071,0.01121,14805.37,165.99
2020-08-11,0.01121,0.01139,0.01119,0.01139,18146.48,206.77
2020-08-12,0.01139,0.0128,0.011,0.0121,36749.08,444.66
2020-08-13,0.0121,0.01212,0.01072,0.01192,303319.96,3616.73
2020-08-14,0.01192,0.01191,0.01151,0.01171,18762.4,219.74
2020-08-15,0.01171,0.01171,0.01081,0.01081,17859.05,193.07
2020-08-16,0.01081,0.01241,0.01081,0.01241,64661.4,802.6
2020-08-17,0.01241,0.01293,0.01202,0.01273,53170.79,676.62
2020-08-18,0.01273,0.01512,0.01181,0.01221,287824.09,3514.97
2020-08-19,0.01221,0.0151,0.0109,0.0118,136076.72,1605.71
2020-08-20,0.0118,0.01221,0.01111,0.01181,75722.84,894.42
2020-08-21,0.01181,0.0149,0.0109,0.0109,320158.98,3489.73
2020-08-22,0.0109,0.01131,0.01051,0.01101,94149.6,1036.68
2020-08-23,0.01101,0.01361,0.01081,0.01101,66139.48,728.26
2020-08-24,0.01101,0.01491,0.01071,0.01141,175994.15,2008.34
2020-08-25,0.01141,0.01171,0.01031,0.01031,247694.16,2553.8
2020-08-26,0.01031,0.01051,0.01011,0.01051,95429.13,1003.01
2020-08-27,0.01051,0.01291,0.009509,0.01291,119534.68,1543.54
2020-08-28,0.01291,0.01291,0.00971,0.00991,77800.68,771.0
2020-08-29,0.00991,0.01091,0.00991,0.01041,255679.43,2661.73
2020-08-30,0.01041,0.01251,0.01021,0.01081,79785.79,862.55
2020-08-31,0.01081,0.01111,0.01011,0.01081,116434.15,1258.75
2020-09-01,0.01081,0.01101,0.01061,0.01071,56772.7,608.08
2020-09-02,0.01071,0.01121,0.009509,0.009509,23824.18,226.56
2020-09-03,0.009509,0.009519,0.008517,0.008517,11528.78,98.19
2020-09-04,0.008517,0.008617,0.008016,0.008216,20366.68,167.34
2020-09-05,0.008216,0.008317,0.007315,0.007315,6176.23,45.18
2020-09-06,0.007315,0.007407,0.007307,0.007407,526.71,3.902
2020-09-07,0.007407,0.008609,0.007107,0.007708,169797.15,1308.75
2020-09-08,0.007708,0.007908,0.007107,0.007107,42664.34,303.22
2020-09-10,0.007107,0.008809,0.007107,0.008709,28484.57,248.06
2020-09-11,0.008709,0.008709,0.008108,0.008308,35393.12,294.06
2020-09-12,0.008308,0.008909,0.008008,0.008509,35842.69,304.97
2020-09-13,0.008509,0.0085,0.0079,0.0081,2908.79,23.56
2020-09-14,0.0081,0.008108,0.007808,0.007908,1940.68,15.35
2020-09-16,0.007908,0.007908,0.007107,0.007107,95411.85,678.1
2020-09-17,0.007107,0.007708,0.007107,0.007407,28611.25,211.93
2020-09-19,0.007407,0.009009,0.007407,0.007608,250271.82,1903.97
2020-09-20,0.007608,0.007808,0.007507,0.007507,91890.3,689.87
2020-09-21,0.007507,0.007808,0.006907,0.006907,54806.53,378.54
2020-09-22,0.006907,0.007007,0.006907,0.006907,1171.52,8.092
2020-09-23,0.006907,0.006907,0.006607,0.006607,17683.04,116.82
2020-09-24,0.006607,0.006807,0.006506,0.006807,23757.45,161.71
2020-09-25,0.006807,0.007007,0.006807,0.007007,1772.72,12.42
2020-09-27,0.007014,0.007515,0.007014,0.007515,266.67,2.004
2020-10-06,0.007507,0.007507,0.006406,0.006406,29840.11,191.17
2020-10-07,0.006406,0.006406,0.005906,0.006006,11959.58,71.83
2020-10-08,0.006006,0.006607,0.006006,0.006607,20658.81,136.48
2020-10-09,0.006607,0.02392,0.006607,0.02012,4086565.8,82222.11
2020-10-10,0.02012,0.02152,0.01261,0.01261,1117070.65,14089.17
2020-10-11,0.01261,0.01431,0.01001,0.01231,1266439.38,15592.78
2020-10-12,0.01231,0.01231,0.01111,0.01141,69960.94,798.35
2020-10-13,0.01141,0.01141,0.01091,0.01111,13941.49,154.91
2020-10-14,0.01111,0.01251,0.00961,0.00991,24532.52,243.11
2020-10-15,0.00991,0.01031,0.009109,0.009409,50677.03,476.84
2020-10-16,0.009409,0.01021,0.009209,0.009209,9121.42,84.0
2020-10-17,0.009209,0.01181,0.009209,0.01181,44946.89,530.9
2020-10-18,0.01181,0.01181,0.01021,0.01021,46101.3,470.7
2020-10-19,0.01021,0.01021,0.009409,0.009509,220299.15,2094.93
2020-10-20,0.009509,0.009509,0.009009,0.009009,51960.0,468.11
2020-10-21,0.009009,0.009018,0.008317,0.008918,27505.57,245.29
2020-10-22,0.008918,0.009209,0.008709,0.009209,86047.69,792.43
2020-10-23,0.009209,0.009409,0.009009,0.009309,6626.84,61.69
2020-10-24,0.009309,0.009409,0.009309,0.009409,3650.13,34.35
2020-10-25,0.009409,0.009509,0.008509,0.008509,5589.73,47.56
2020-10-27,0.008509,0.0085,0.0083,0.0084,3200.1,26.88
2020-10-28,0.0084,0.0088,0.0084,0.0088,28146.49,247.69
2020-10-30,0.0088,0.008809,0.007007,0.007007,34304.67,240.37
2020-10-31,0.007007,0.0083,0.007,0.0082,60308.53,494.53
2020-11-02,0.0082,0.008208,0.008008,0.008008,207.04,1.658
2020-11-03,0.008008,0.008008,0.007207,0.007207,1222.29,8.809
2020-11-04,0.007207,0.009009,0.007207,0.009009,2104.22,18.96
2020-11-05,0.009009,0.009,0.0075,0.0075,5081.09,38.11
2020-11-06,0.0075,0.0081,0.0075,0.0081,5574.0,45.15
2020-11-07,0.0081,0.008717,0.008116,0.008417,10192.08,85.78
2020-11-08,0.008417,0.009109,0.008408,0.008909,30460.2,271.37
2020-11-09,0.008909,0.0092,0.0087,0.0092,2806.2,25.82
2020-11-10,0.0092,0.009209,0.008809,0.008809,353.29,3.112
2020-11-11,0.008809,0.009109,0.008809,0.009109,4325.0,39.4
2020-11-12,0.009109,0.0091,0.0087,0.0087,962.26,8.372
2020-11-13,0.0087,0.013,0.0087,0.0129,155315.16,2003.57
2020-11-14,0.0129,0.0129,0.011,0.011,5760.77,63.37
2020-11-15,0.011,0.01101,0.009209,0.009209,44004.59,405.25
2020-11-16,0.009209,0.0092,0.0092,0.0092,2848.43,26.21
2020-11-18,0.009209,0.0092,0.0088,0.0092,66892.33,615.41
2020-11-19,0.0092,0.009209,0.008809,0.009009,44875.39,404.28
2020-11-20,0.009009,0.0105,0.0089,0.009,167581.53,1508.23
2020-11-21,0.009,0.009885,0.008986,0.009586,46415.17,444.92
2020-11-22,0.009586,0.01039,0.00959,0.01039,23878.72,248.09
2020-11-23,0.01039,0.0106,0.009799,0.009899,50083.04,495.77
2020-11-24,0.009899,0.009896,0.009796,0.009796,778.12,7.623
2020-11-25,0.009796,0.011,0.0098,0.0109,9010.48,98.21
2020-11-26,0.0109,0.01092,0.008517,0.008818,309829.26,2731.95
2020-11-27,0.008818,0.009109,0.008809,0.009109,201.69,1.837
2020-11-28,0.009109,0.009109,0.009009,0.009009,11668.81,105.12
2020-11-29,0.009009,0.01221,0.009009,0.01091,269044.79,2935.52
2020-11-30,0.01091,0.0115,0.0101,0.0107,18811.75,201.29
2020-12-01,0.0107,0.01251,0.01051,0.01221,234594.38,2864.91
2020-12-02,0.01221,0.02372,0.01191,0.01401,446682.34,6259.81
2020-12-03,0.01401,0.01401,0.01251,0.01291,176625.57,2280.75
2020-12-04,0.01291,0.01404,0.0124,0.0124,7804.99,96.78
2020-12-05,0.0124,0.01471,0.01161,0.01246,22665.62,282.47
2020-12-06,0.01246,0.01246,0.01181,0.01181,26037.88,307.55
2020-12-07,0.01181,0.01211,0.01161,0.01171,80003.18,936.97
2020-12-08,0.01171,0.0129,0.01073,0.01085,181726.6,1971.14
2020-12-09,0.01085,0.0122,0.01058,0.01123,217696.79,2444.73
2020-12-10,0.01123,0.01195,0.01056,0.0107,869883.3,9307.75
2020-12-11,0.0107,0.0229,0.0098,0.01027,2269200.09,23304.68
2020-12-12,0.01027,0.02162,0.01011,0.01054,1259226.36,13272.91
2020-12-13,0.01054,0.0178,0.01046,0.01098,832832.07,9144.5
2020-12-14,0.01098,0.01299,0.0107,0.01089,589309.09,6416.93
2020-12-15,0.01089,0.01325,0.01066,0.01128,545462.28,6153.51
2020-12-16,0.01128,0.0154,0.01085,0.01115,1077017.7,12007.55
2020-12-17,0.01115,0.01156,0.0106,0.01127,2729787.92,30758.56
2020-12-18,0.01127,0.01292,0.01079,0.0113,1372064.78,15506.1
2020-12-19,0.0113,0.01416,0.01101,0.01202,1008219.07,12118.79
2020-12-20,0.01202,0.01387,0.01139,0.0127,841244.47,10687.94
2020-12-21,0.0127,0.01422,0.01107,0.01255,698652.14,8766.33
2020-12-22,0.01255,0.01408,0.011,0.01249,540603.46,6749.44
2020-12-23,0.01249,0.01265,0.01031,0.01084,598587.33,6490.13
2020-12-24,0.01084,0.0119,0.009601,0.01146,181582.82,2080.94
2020-12-25,0.01146,0.0124,0.01047,0.01084,236395.69,2562.53
2020-12-26,0.01084,0.01219,0.01039,0.01159,160482.32,1860.22
2020-12-27,0.01159,0.0156,0.01151,0.01312,573917.41,7532.23
2020-12-28,0.01312,0.0158,0.01279,0.0136,152903.63,2079.63
2020-12-29,0.0136,0.0142,0.01258,0.01315,374779.19,4927.94
2020-12-30,0.01315,0.01354,0.01225,0.01319,2758472.1,36384.25
2020-12-31,0.01319,0.01487,0.01229,0.01414,1919050.0,27143.29
2021-01-01,0.01414,0.01582,0.01278,0.01429,1888279.92,26980.73
2021-01-02,0.01429,0.02,0.01395,0.01516,3665037.93,55561.98
2021-01-03,0.01516,0.01588,0.01248,0.01433,1680409.31,24080.27
2021-01-04,0.01433,0.01443,0.01157,0.01261,2524937.85,31839.47
2021-01-05,0.01261,0.01437,0.01192,0.01347,1772605.66,23871.47
2021-01-06,0.01347,0.01417,0.01256,0.01308,329604.75,4312.24
2021-01-07,0.01308,0.01401,0.01274,0.01274,139789.1,1780.91
2021-01-08,0.01274,0.01422,0.01208,0.01354,2095951.17,28379.18
2021-01-09,0.01354,0.01607,0.01333,0.01434,1758295.86,25219.06
2021-01-10,0.01434,0.0158,0.01274,0.01338,3335904.48,44634.4
2021-01-11,0.01338,0.01341,0.0108,0.01189,2875732.52,34197.87
2021-01-12,0.01189,0.01284,0.01088,0.01189,1842779.02,21914.11
2021-01-13,0.01189,0.0138,0.01174,0.01303,2378353.66,30989.95
2021-01-14,0.01303,0.01527,0.01234,0.01327,1274108.11,16903.24
2021-01-15,0.01327,0.01527,0.01263,0.01361,2115505.63,28786.27
2021-01-16,0.01361,0.02381,0.01361,0.01645,1637337.65,26934.2
2021-01-17,0.01645,0.01717,0.0145,0.01558,817247.64,12732.72
2021-01-18,0.01558,0.018,0.01454,0.01751,432632.43,7574.31
2021-01-19,0.01751,0.0178,0.01474,0.01593,330247.98,5260.85
2021-01-20,0.01593,0.01821,0.01482,0.01709,715895.57,12232.56
2021-01-21,0.01709,0.02003,0.01503,0.01503,496278.11,7457.57
2021-01-22,0.01503,0.01707,0.01386,0.01482,787962.03,11681.39
2021-01-23,0.01482,0.01592,0.01247,0.01501,793031.23,11907.36
2021-01-24,0.01501,0.01646,0.01463,0.01584,845470.22,13393.62
2021-01-25,0.01584,0.01787,0.01483,0.01645,1942738.48,31954.85
2021-01-26,0.01645,0.01683,0.01447,0.01648,1205010.7,19854.31
2021-01-27,0.01648,0.0167,0.0139,0.01428,976669.63,13945.38
2021-01-28,0.01428,0.02178,0.01397,0.01664,1761261.25,29313.06
2021-01-29,0.01664,0.02003,0.01559,0.01864,1420949.41,26486.5
2021-01-30,0.01864,0.02067,0.01667,0.01924,889303.76,17109.51
2021-01-31,0.01924,0.02927,0.01771,0.02245,1184058.15,26584.98
2021-02-01,0.02245,0.02428,0.02002,0.02427,1060890.16,25752.31
2021-02-02,0.02427,0.04012,0.01983,0.02148,2202967.11,47326.08
2021-02-03,0.02148,0.02328,0.01985,0.02198,1846224.2,40583.63
2021-02-04,0.02198,0.02284,0.02045,0.02109,1697264.32,35797.12
2021-02-05,0.02109,0.02186,0.02058,0.02108,998844.89,21055.65
2021-02-06,0.02108,0.0215,0.01885,0.01919,1101374.6,21134.46
2021-02-07,0.01919,0.02069,0.0182,0.0192,1138553.38,21859.29
2021-02-08,0.0192,0.01961,0.01788,0.01884,1225537.33,23087.68
2021-02-09,0.01884,0.01928,0.01542,0.01733,3029072.38,52485.68
2021-02-10,0.01733,0.01818,0.01547,0.017,1774174.09,30155.6
2021-02-11,0.017,0.01829,0.01622,0.0175,2568402.39,44947.04
2021-02-12,0.0175,0.02084,0.01727,0.02029,2476494.44,50249.31
2021-02-13,0.02029,0.02251,0.02,0.02173,1555585.41,33805.53
2021-02-14,0.02173,0.02252,0.01954,0.02197,1343951.28,29529.23
2021-02-15,0.02197,0.02245,0.01935,0.02051,1368268.69,28063.19
2021-02-16,0.02051,0.0209,0.01849,0.0191,900628.64,17202.01
2021-02-17,0.0191,0.02062,0.01732,0.01988,1543324.93,30681.3
2021-02-18,0.01988,0.02095,0.01928,0.02067,1159449.58,23965.82
2021-02-19,0.02067,0.022,0.02016,0.02061,1613059.92,33245.16
2021-02-20,0.02061,0.02276,0.02,0.02036,1283556.63,26127.99
2021-02-21,0.02036,0.022,0.02015,0.02154,1444829.78,31121.63
2021-02-22,0.02154,0.02172,0.01638,0.01929,1829560.14,35292.22
2021-02-23,0.01929,0.01932,0.01428,0.01584,2116162.1,33520.01
2021-02-24,0.01584,0.01802,0.01517,0.0175,1354013.86,23691.83
2021-02-25,0.0175,0.01922,0.01748,0.01831,1791663.28,32802.29
2021-02-26,0.01831,0.0184,0.01631,0.01707,1690151.03,28845.11
2021-02-27,0.01707,0.01918,0.01708,0.0176,1208646.97,21269.26
2021-02-28,0.0176,0.01812,0.01541,0.01616,1746475.83,28227.0
2021-03-01,0.01616,0.01787,0.01613,0.01772,1479988.36,26225.39
2021-03-02,0.01772,0.01808,0.01632,0.01689,1358994.34,22949.16
2021-03-03,0.01689,0.01863,0.01686,0.01764,1315602.19,23207.22
2021-03-04,0.01764,0.0195,0.01635,0.01687,1510770.25,25486.69
2021-03-05,0.01687,0.01823,0.01486,0.018,1319122.57,23741.54
2021-03-06,0.018,0.01918,0.01707,0.01913,998532.97,19101.94
2021-03-07,0.01913,0.02,0.01848,0.01898,1271946.72,24141.55
2021-03-08,0.01898,0.02099,0.01844,0.02007,1280631.06,25702.27
2021-03-09,0.02007,0.02088,0.01953,0.02074,1151343.12,23879.69
2021-03-10,0.02074,0.02545,0.02021,0.02519,1913100.37,48181.74
2021-03-11,0.02519,0.02859,0.02309,0.02617,2106642.09,55122.69
2021-03-12,0.02617,0.02757,0.02322,0.02478,1095687.35,27151.13
2021-03-13,0.02478,0.03373,0.02389,0.0313,1045738.84,32728.35
2021-03-14,0.0313,0.03551,0.02721,0.0292,1204794.62,35185.01
2021-03-15,0.0292,0.03088,0.0273,0.02966,970113.72,28773.57
2021-03-16,0.02966,0.03555,0.02767,0.03359,1037500.56,34849.64
2021-03-17,0.03359,0.03368,0.02929,0.0316,1052355.65,33258.85
2021-03-18,0.0316,0.03197,0.02699,0.02805,919307.44,25790.61
2021-03-19,0.02805,0.03136,0.02694,0.02985,673204.48,20095.15
2021-03-20,0.02985,0.03251,0.02981,0.03115,1041401.3,32443.57
2021-03-21,0.03115,0.03332,0.029,0.03243,768236.31,24913.9
2021-03-22,0.03243,0.03332,0.03034,0.03109,896312.68,27866.36
2021-03-23,0.03109,0.03367,0.02899,0.03268,797999.4,26078.62
2021-03-24,0.03268,0.03847,0.03136,0.03308,1005047.45,33246.97
2021-03-25,0.03308,0.03579,0.03134,0.03254,545766.06,17759.23
2021-03-26,0.03254,0.0361,0.03216,0.03401,643499.85,21885.43
2021-03-27,0.03401,0.03586,0.03297,0.03557,695069.94,24723.64
2021-03-28,0.03557,0.04391,0.0338,0.03528,1078523.43,38053.48
2021-03-29,0.03528,0.03965,0.03402,0.03898,858972.13,33482.73
2021-03-30,0.03898,0.04002,0.03881,0.03948,211513.77,8350.45
2021-04-07,0.03944,0.04466,0.03944,0.04331,538998.69,23341.7
2021-04-08,0.04331,0.05192,0.04152,0.05074,627715.2,31850.27
2021-04-09,0.05074,0.05466,0.04629,0.05149,793275.32,40845.51
2021-04-10,0.05149,0.05413,0.04873,0.0501,1100761.22,55148.14
2021-04-11,0.0501,0.05521,0.04765,0.05049,646656.58,32649.69
2021-04-12,0.05049,0.05248,0.04658,0.04779,593124.38,28342.58
2021-04-13,0.04779,0.04997,0.04056,0.04327,1129178.44,48857.69
2021-04-14,0.04327,0.04989,0.0391,0.04312,1170950.53,50493.0
2021-04-15,0.04312,0.04576,0.03924,0.04518,722308.61,32630.39
2021-04-16,0.04518,0.04537,0.03804,0.04192,1219868.1,51139.16
2021-04-17,0.04192,0.04771,0.04012,0.043,817386.44,35147.62
2021-04-18,0.043,0.0433,0.03252,0.03696,1284700.26,47478.56
2021-04-19,0.03696,0.03851,0.0317,0.03344,1247627.56,41724.92
